t,p,alt,KMF,ax,ay,az,gx,gy,gz,roll,pitch,RAM,Launch,Apo,Land
89187,95488.80,499.70,499.90,0.01,0.77,0.60,-4.50,1.98,1.38,52.15,-0.62,571,1,0,0
89221,95485.24,500.02,499.90,0.01,0.77,0.60,-5.00,1.98,1.20,52.23,-0.65,571,1,0,0
89254,95483.57,500.16,499.90,0.01,0.77,0.61,-4.80,1.75,1.40,51.26,-0.71,571,1,0,0
89292,95489.55,499.64,499.90,0.01,0.77,0.60,-4.55,1.99,1.39,52.02,-0.62,571,1,0,0
89325,95484.25,500.10,499.90,0.01,0.77,0.60,-5.00,1.98,1.56,52.01,-0.66,571,1,0,0
89359,95484.25,500.10,499.90,0.00,0.77,0.61,-4.55,1.95,1.25,51.83,-0.19,571,1,0,0
89393,95480.75,500.41,499.91,0.01,0.76,0.60,-4.81,1.66,1.26,51.67,-0.52,571,1,0,0
89426,95481.46,500.28,499.91,0.01,0.77,0.60,-4.58,2.04,1.20,51.84,-0.66,571,1,0,0
89460,95483.32,500.25,499.91,0.01,0.77,0.59,-4.65,1.85,1.27,52.28,-0.74,571,1,0,0
89494,95482.96,500.21,499.91,0.01,0.77,0.60,-4.78,1.82,1.28,52.12,-0.60,571,1,0,0
89532,95480.16,499.97,499.91,0.01,0.76,0.60,-4.70,1.96,1.35,51.68,-0.66,571,1,0,0
89566,95485.39,499.51,499.91,0.02,0.77,0.60,-4.66,1.82,1.11,52.37,-0.93,571,1,0,0
89600,95482.21,500.28,499.91,0.01,0.76,0.60,-4.77,2.06,1.37,51.80,-0.60,571,1,0,0
89632,95484.44,500.08,499.91,0.01,0.76,0.61,-4.59,1.91,1.41,51.54,-0.49,571,1,0,0
89666,95482.02,500.30,499.91,0.01,0.77,0.60,-4.62,2.07,1.24,51.84,-0.76,571,1,0,0
89700,95487.63,499.81,499.91,0.01,0.77,0.59,-4.81,1.82,1.28,52.26,-0.48,571,1,0,0
89738,95488.35,499.74,499.91,0.01,0.77,0.60,-4.65,1.68,1.49,52.18,-0.32,571,1,0,0
89772,95482.74,500.23,499.91,0.01,0.77,0.60,-4.81,2.06,1.16,52.22,-0.76,571,1,0,0
89805,95485.55,499.99,499.91,0.01,0.76,0.60,-4.81,1.79,1.22,51.69,-0.62,571,1,0,0
89839,95477.49,500.69,499.92,0.01,0.76,0.60,-4.69,1.99,1.34,51.77,-0.81,571,1,0,0
89873,95483.47,500.17,499.92,0.01,0.77,0.60,-4.66,1.90,1.16,52.19,-0.63,571,1,0,0
89907,95481.04,500.41,499.92,0.01,0.76,0.60,-4.71,1.87,1.30,51.76,-0.58,571,1,0,0
89944,95482.14,500.29,499.92,0.01,0.77,0.61,-4.56,1.96,1.31,51.69,-0.36,571,1,0,0
89977,95472.97,501.09,499.93,0.01,0.77,0.60,-4.66,1.83,1.45,52.09,-0.36,571,1,0,0
90011,95487.38,500.32,499.93,0.01,0.77,0.60,-4.66,1.90,1.44,51.75,-0.79,571,1,0,0
90045,95494.13,499.24,499.93,0.02,0.77,0.60,-4.79,1.97,1.40,52.16,-0.99,571,1,0,0
90079,95483.25,500.19,499.93,0.01,0.76,0.60,-4.60,1.96,1.14,51.88,-0.53,571,1,0,0
90113,95489.24,499.66,499.93,0.01,0.77,0.60,-4.51,1.91,1.61,52.09,-0.51,571,1,0,0
90149,95481.55,500.16,499.93,0.01,0.77,0.60,-4.68,1.86,1.27,52.22,-0.40,571,1,0,0
90183,95488.86,499.66,499.93,0.01,0.77,0.60,-4.64,2.32,1.32,52.08,-0.57,571,1,0,0
90217,95483.97,500.13,499.93,0.01,0.77,0.60,-4.85,1.89,1.34,51.82,-0.49,571,1,0,0
90251,95485.83,499.96,499.93,0.00,0.77,0.60,-4.63,1.88,1.50,52.08,-0.27,571,1,0,0
90285,95478.74,500.58,499.93,0.01,0.77,0.59,-4.77,2.10,1.34,52.41,-0.57,571,1,0,0
90318,95488.64,499.72,499.93,0.01,0.77,0.60,-4.79,1.96,1.40,52.32,-0.47,571,1,0,0
90355,95483.03,500.21,499.93,0.01,0.77,0.59,-4.75,1.92,1.52,52.51,-0.65,571,1,0,0
90389,95483.75,500.15,499.93,0.00,0.77,0.60,-4.92,2.01,1.34,52.25,-0.19,571,1,0,0
90423,95483.75,500.15,499.93,0.01,0.77,0.61,-4.71,2.03,1.62,51.76,-0.73,571,1,0,0
90457,95483.03,500.45,499.94,0.01,0.77,0.59,-4.52,1.94,1.46,52.48,-0.52,571,1,0,0
90500,95479.97,500.60,499.94,0.01,0.78,0.60,-4.60,1.92,1.28,52.31,-0.71,571,1,0,0
90533,95484.85,500.05,499.94,0.02,0.77,0.60,-4.73,2.07,1.14,51.83,-0.94,571,1,0,0
90570,95485.96,500.20,499.94,0.01,0.77,0.60,-4.71,1.76,1.34,52.16,-0.63,571,1,0,0
90604,95486.34,500.23,499.94,0.01,0.77,0.60,-4.62,2.01,1.37,51.89,-0.73,571,1,0,0
90638,95481.10,500.21,499.94,0.01,0.77,0.60,-4.61,1.89,1.39,52.20,-0.63,571,1,0,0
90672,95487.82,499.79,499.94,0.02,0.77,0.60,-4.63,1.74,1.21,52.36,-1.09,571,1,0,0
90715,95485.77,499.97,499.94,0.01,0.77,0.60,-4.67,2.09,1.13,51.98,-0.54,571,1,0,0
90748,95482.96,500.21,499.95,0.01,0.77,0.60,-4.61,1.95,1.31,52.17,-0.76,571,1,0,0
90782,95483.34,499.94,499.95,0.01,0.77,0.60,-4.63,1.86,1.23,52.12,-0.50,571,1,0,0
90820,95486.46,499.91,499.95,0.01,0.77,0.60,-4.65,2.04,1.25,51.72,-0.60,571,1,0,0
90853,95488.58,499.72,499.94,0.01,0.77,0.60,-4.72,2.15,1.50,52.04,-0.33,571,1,0,0
90887,95483.34,500.43,499.95,0.01,0.77,0.59,-4.67,1.72,1.46,52.39,-0.66,571,1,0,0
90920,95483.66,499.84,499.95,0.01,0.77,0.60,-4.70,2.11,1.37,51.70,-0.87,571,1,0,0
90954,95484.42,500.15,499.95,0.01,0.76,0.60,-4.52,2.04,1.40,51.81,-0.56,571,1,0,0
90988,95481.23,500.36,499.95,0.01,0.77,0.60,-4.85,1.89,1.44,52.02,-0.42,571,1,0,0
91025,95488.32,499.99,499.95,0.01,0.77,0.60,-4.66,1.89,1.37,52.33,-0.49,571,1,0,0
91059,95485.17,499.71,499.95,0.01,0.77,0.60,-4.74,2.14,1.43,51.97,-0.47,571,1,0,0
91092,95491.13,499.50,499.95,0.01,0.77,0.60,-4.62,1.89,1.53,52.09,-0.82,571,1,0,0
91126,95486.27,499.92,499.95,0.01,0.77,0.60,-4.62,1.94,1.53,52.10,-0.65,571,1,0,0
91160,95485.89,499.96,499.95,0.01,0.77,0.60,-4.54,1.65,1.52,52.09,-0.56,571,1,0,0
91194,95488.32,499.75,499.94,0.01,0.77,0.60,-4.59,2.01,1.26,52.19,-0.85,571,1,0,0
91231,95486.64,499.89,499.94,0.01,0.77,0.59,-4.64,1.83,1.29,52.37,-0.72,571,1,0,0
91265,95478.24,500.63,499.95,0.01,0.77,0.60,-4.56,1.82,1.50,51.84,-0.69,571,1,0,0
91298,95484.92,500.04,499.95,0.01,0.77,0.60,-4.87,1.72,1.33,52.13,-0.49,571,1,0,0
91332,95485.67,499.98,499.95,0.01,0.77,0.60,-4.69,1.98,1.29,52.14,-0.56,571,1,0,0
91366,95488.48,499.73,499.95,0.00,0.77,0.60,-4.84,2.01,1.56,52.26,-0.21,571,1,0,0
91400,95486.39,500.16,499.95,0.01,0.77,0.60,-4.80,1.96,1.37,52.11,-0.62,571,1,0,0
91437,95483.60,500.16,499.95,0.01,0.77,0.60,-4.77,1.97,1.46,52.32,-0.36,571,1,0,0
91470,95482.86,500.22,499.95,0.01,0.77,0.60,-4.74,1.95,1.53,52.00,-0.39,571,1,0,0
91504,95483.97,500.62,499.95,-0.00,0.77,0.60,-4.41,1.85,1.33,52.03,0.01,571,1,0,0
91538,95483.25,500.37,499.96,0.01,0.77,0.60,-4.78,1.85,1.32,51.95,-0.57,571,1,0,0
91572,95481.54,500.30,499.96,0.01,0.77,0.59,-4.64,1.69,1.17,52.39,-0.53,571,1,0,0
91604,95482.30,500.27,499.96,0.01,0.77,0.60,-4.65,1.78,1.51,52.06,-0.52,571,1,0,0
91642,95484.35,500.03,499.96,0.01,0.77,0.59,-4.70,1.91,1.53,52.33,-0.76,571,1,0,0
91676,95480.22,500.39,499.96,0.01,0.77,0.60,-4.68,1.87,1.27,52.12,-0.74,571,1,0,0
91710,95482.30,500.27,499.96,0.01,0.76,0.60,-4.77,1.74,1.36,51.96,-0.60,571,1,0,0
91743,95486.56,499.90,499.96,0.01,0.77,0.60,-4.82,1.86,1.37,51.85,-0.76,571,1,0,0
91777,95480.94,500.39,499.96,0.01,0.76,0.61,-4.71,2.02,1.39,51.30,-0.57,571,1,0,0
91810,95486.56,499.90,499.96,0.01,0.77,0.60,-4.53,1.81,1.32,52.23,-0.33,571,1,0,0
91848,95483.03,500.21,499.96,0.01,0.78,0.60,-4.63,1.96,1.38,52.13,-0.63,571,1,0,0
91881,95485.61,499.98,499.96,0.01,0.77,0.60,-4.85,1.76,1.24,52.00,-0.54,571,1,0,0
91915,95484.47,500.08,499.96,0.01,0.77,0.60,-4.75,1.96,1.37,52.19,-0.76,571,1,0,0
91949,95490.85,499.52,499.96,0.01,0.77,0.60,-4.75,1.91,1.40,51.80,-0.70,571,1,0,0
91982,95480.38,500.44,499.96,0.01,0.77,0.60,-4.64,2.06,1.31,52.02,-0.31,571,1,0,0
92016,95480.72,500.68,499.97,0.01,0.77,0.60,-4.67,2.09,1.33,51.85,-0.69,571,1,0,0
92050,95486.33,500.47,499.97,0.01,0.77,0.60,-4.63,1.80,1.31,51.92,-0.76,571,1,0,0
92087,95484.25,500.10,499.97,0.01,0.77,0.60,-4.75,1.89,1.41,52.05,-0.52,571,1,0,0
92121,95481.45,500.35,499.97,0.01,0.77,0.60,-4.98,1.69,1.29,51.92,-0.40,571,1,0,0
92154,95485.74,500.35,499.97,0.00,0.77,0.60,-4.71,2.05,1.27,51.99,-0.29,571,1,0,0
92188,95488.54,499.76,499.97,0.01,0.77,0.61,-4.82,1.83,1.46,51.79,-0.50,571,1,0,0
92221,95488.54,499.73,499.97,0.01,0.77,0.60,-4.71,2.00,1.46,52.04,-0.53,571,1,0,0
92255,95478.07,500.64,499.97,0.01,0.77,0.61,-4.74,1.72,1.40,51.76,-0.73,571,1,0,0
92293,95483.31,500.18,499.98,0.01,0.77,0.60,-4.58,1.88,1.50,52.30,-0.63,571,1,0,0
92326,95478.07,500.71,499.98,0.01,0.77,0.60,-4.72,1.94,1.09,51.89,-0.44,571,1,0,0
92359,95489.30,499.66,499.98,0.01,0.77,0.60,-4.79,1.85,1.42,52.05,-0.47,571,1,0,0
92402,95490.02,499.60,499.98,0.01,0.77,0.61,-4.78,1.82,1.45,51.77,-0.67,571,1,0,0
92436,95485.51,499.99,499.98,0.01,0.77,0.60,-4.68,1.91,1.26,51.98,-0.62,571,1,0,0
92470,95481.60,500.33,499.98,0.01,0.76,0.59,-4.68,1.82,1.11,52.29,-0.35,571,1,0,0
92507,95488.32,499.75,499.98,0.01,0.77,0.59,-4.64,2.01,1.24,52.31,-0.45,571,1,0,0
92540,95484.78,500.06,499.98,0.01,0.77,0.60,-4.77,1.90,1.25,52.07,-0.60,571,1,0,0
92574,95487.94,499.78,499.98,0.01,0.77,0.60,-4.71,1.94,1.38,52.06,-0.59,571,1,0,0
92608,95483.82,500.14,499.98,0.01,0.77,0.60,-4.71,1.94,1.41,51.94,-0.42,571,1,0,0
92651,95483.08,500.11,499.98,0.01,0.77,0.60,-4.72,1.95,1.20,52.16,-0.52,571,1,0,0
92685,95485.29,500.01,499.98,0.01,0.77,0.60,-4.83,1.91,1.23,51.81,-0.49,571,1,0,0
92722,95483.08,499.96,499.98,0.00,0.77,0.61,-4.75,1.75,1.34,51.51,-0.09,571,1,0,0
92755,95489.80,500.22,499.98,0.01,0.77,0.60,-4.78,1.97,1.11,52.06,-0.80,571,1,0,0
92789,95488.85,499.70,499.98,0.02,0.76,0.60,-4.67,2.01,1.24,52.04,-0.92,571,1,0,0
92823,95481.76,500.32,499.98,0.00,0.77,0.60,-4.77,2.11,1.42,52.24,-0.20,571,1,0,0
92856,95482.49,500.26,499.98,0.01,0.77,0.60,-4.76,1.86,1.24,52.20,-0.52,571,1,0,0
92890,95486.42,499.91,499.98,0.01,0.77,0.60,-4.72,1.85,1.34,51.74,-0.72,571,1,0,0
92928,95485.67,499.98,499.98,0.01,0.77,0.60,-4.76,1.92,1.30,52.16,-0.47,571,1,0,0
92961,95486.42,499.91,499.98,0.01,0.77,0.60,-4.68,1.90,1.11,52.11,-0.54,571,1,0,0
92994,95486.05,499.94,499.98,0.01,0.76,0.61,-4.93,2.04,1.38,51.58,-0.59,571,1,0,0
93028,95489.58,499.64,499.98,0.01,0.77,0.60,-4.43,1.88,1.26,52.08,-0.43,571,1,0,0
93062,95480.82,500.40,499.98,0.01,0.77,0.60,-4.94,1.78,1.37,52.15,-0.59,571,1,0,0
93095,95481.89,499.82,499.98,0.01,0.78,0.60,-4.52,1.82,1.11,52.28,-0.63,571,1,0,0
93132,95489.92,499.61,499.98,0.01,0.77,0.60,-5.00,1.96,1.54,51.86,-0.72,571,1,0,0
93166,95483.96,500.13,499.98,0.01,0.77,0.61,-4.52,1.92,1.30,51.74,-0.57,571,1,0,0
93200,95487.12,499.85,499.98,0.01,0.77,0.60,-4.85,1.82,1.10,52.20,-0.59,571,1,0,0
93233,95482.27,500.27,499.98,-0.00,0.77,0.60,-4.65,1.81,1.18,52.21,0.03,571,1,0,0
93266,95484.69,499.78,499.98,0.01,0.77,0.60,-4.76,1.92,1.32,52.24,-0.73,571,1,0,0
93300,95485.80,500.03,499.98,0.01,0.77,0.60,-4.70,1.76,1.41,52.28,-0.40,571,1,0,0
93334,95485.07,500.03,499.98,0.01,0.77,0.60,-4.71,1.82,1.35,52.05,-0.52,571,1,0,0
93371,95486.17,499.69,499.98,0.01,0.77,0.60,-4.89,1.98,1.28,51.71,-0.76,571,1,0,0
93405,95488.60,499.23,499.97,0.01,0.77,0.59,-4.56,1.96,1.38,52.27,-0.58,571,1,0,0
93438,95486.17,499.90,499.97,0.01,0.77,0.60,-4.59,1.82,1.24,52.24,-0.55,571,1,0,0
93472,95486.92,499.87,499.97,0.01,0.76,0.60,-4.91,1.71,1.34,51.86,-0.37,571,1,0,0
93505,95480.56,500.42,499.97,0.01,0.77,0.60,-4.78,2.00,1.43,52.07,-0.42,571,1,0,0
93539,95486.92,499.87,499.97,0.00,0.77,0.60,-4.84,2.04,1.40,51.99,-0.22,571,1,0,0
93577,95484.50,500.11,499.98,0.01,0.77,0.60,-4.75,2.01,1.14,52.28,-0.53,571,1,0,0
93609,95484.82,500.05,499.98,0.00,0.77,0.60,-4.46,1.79,1.42,52.26,-0.24,571,1,0,0
93643,95483.74,500.15,499.98,0.01,0.77,0.60,-4.94,1.96,1.14,51.99,-0.42,571,1,0,0
93677,95480.94,500.39,499.98,0.01,0.77,0.60,-4.29,2.01,1.37,52.03,-0.66,571,1,0,0
93711,95487.31,499.83,499.98,0.01,0.77,0.60,-4.88,1.81,1.25,52.10,-0.76,571,1,0,0
93744,95476.39,500.79,499.98,0.01,0.77,0.60,-4.64,1.90,1.43,51.99,-0.66,571,1,0,0
93782,95484.82,500.05,499.98,0.01,0.76,0.60,-4.84,1.89,1.50,51.92,-0.33,571,1,0,0
93815,95485.57,499.98,499.98,0.01,0.77,0.61,-4.75,1.86,1.21,51.76,-0.67,571,1,0,0
93848,95482.77,500.23,499.98,0.01,0.77,0.60,-4.78,1.66,1.18,51.87,-0.47,571,1,0,0
93882,95485.96,499.95,499.98,0.00,0.77,0.61,-4.85,1.95,1.22,51.62,-0.13,571,1,0,0
93916,95483.86,499.92,499.98,0.01,0.77,0.60,-4.56,1.97,1.61,51.91,-0.39,571,1,0,0
93949,95486.33,499.92,499.98,0.01,0.77,0.59,-4.68,1.83,1.42,52.24,-0.72,571,1,0,0
93986,95481.44,500.35,499.98,0.01,0.77,0.60,-4.73,1.95,1.23,52.03,-0.73,571,1,0,0
94020,95480.71,500.41,499.98,0.01,0.77,0.60,-4.64,1.96,1.50,51.91,-0.80,571,1,0,0
94054,95487.05,500.13,499.98,0.01,0.77,0.60,-4.52,1.93,1.23,52.01,-0.49,571,1,0,0
94087,95487.05,499.82,499.98,0.02,0.77,0.59,-4.78,1.96,1.40,52.40,-0.92,571,1,0,0
94120,95478.64,500.59,499.99,0.01,0.77,0.60,-4.45,1.86,1.12,52.06,-0.45,571,1,0,0
94154,95487.05,499.86,499.99,0.01,0.77,0.60,-4.77,1.93,1.17,52.10,-0.50,571,1,0,0
94191,95489.86,500.10,499.99,0.01,0.76,0.61,-4.54,2.01,1.29,51.52,-0.63,571,1,0,0
94225,95485.00,500.17,499.99,0.01,0.77,0.60,-4.90,1.95,1.20,52.10,-0.34,571,1,0,0
94258,95484.03,500.25,499.99,0.01,0.77,0.61,-4.76,1.90,1.37,51.64,-0.64,571,1,0,0
94300,95482.92,500.22,499.99,0.01,0.77,0.59,-4.69,1.95,1.37,52.40,-0.43,571,1,0,0
94333,95489.26,499.66,499.99,0.01,0.77,0.60,-4.53,1.90,1.36,52.07,-0.56,571,1,0,0
94367,95483.64,500.15,499.99,0.01,0.77,0.60,-4.69,1.69,1.28,51.84,-0.42,571,1,0,0
94416,95481.22,500.36,499.99,0.01,0.77,0.60,-4.65,1.64,1.08,52.39,-0.72,571,1,0,0
94451,95483.64,500.15,499.99,0.00,0.77,0.59,-4.77,1.74,1.22,52.27,-0.25,571,1,0,0
94487,95487.21,499.91,499.99,0.01,0.77,0.60,-4.55,1.79,1.34,52.04,-0.44,571,1,0,0
94523,95487.56,499.81,499.99,0.01,0.77,0.59,-4.83,1.84,1.33,52.24,-0.76,571,1,0,0
94569,95480.49,500.40,499.99,0.01,0.77,0.60,-4.77,2.08,1.37,52.12,-0.46,571,1,0,0
94605,95490.02,499.60,499.99,0.01,0.77,0.59,-4.57,1.94,1.46,52.50,-0.66,571,1,0,0
94641,95493.17,499.54,499.99,0.01,0.76,0.60,-5.03,2.01,1.27,51.76,-0.32,571,1,0,0
94680,95475.99,499.60,499.99,0.01,0.77,0.60,-4.34,2.01,1.23,52.06,-0.30,571,1,0,0
94716,95479.89,500.48,499.99,0.01,0.77,0.60,-4.91,1.82,1.21,52.19,-0.81,571,1,0,0
94752,95484.75,500.06,499.99,0.00,0.77,0.60,-4.28,1.95,1.34,51.99,-0.03,571,1,0,0
94788,95487.94,499.78,499.99,0.01,0.77,0.59,-4.67,1.72,1.25,52.63,-0.49,571,1,0,0
94825,95480.27,500.45,499.99,0.01,0.77,0.60,-4.81,1.99,1.31,52.08,-0.58,571,1,0,0
94861,95485.50,500.02,499.99,0.01,0.77,0.60,-4.69,2.06,1.24,51.86,-0.59,571,1,0,0
94901,95482.32,499.47,499.99,0.01,0.77,0.60,-4.53,2.07,1.40,52.15,-0.56,571,1,0,0
94937,95483.46,500.17,499.99,0.00,0.77,0.60,-4.45,1.82,1.28,51.77,-0.27,571,1,0,0
94972,95480.64,500.42,499.99,0.01,0.77,0.60,-4.85,1.77,1.42,51.79,-0.49,571,1,0,0
95009,95481.37,500.35,499.99,0.02,0.77,0.60,-4.63,1.96,1.24,51.90,-1.04,571,1,0,0
95045,95484.17,500.11,499.99,0.00,0.77,0.60,-5.17,1.90,1.24,52.17,-0.27,571,1,0,0
95081,95479.89,500.48,499.99,0.01,0.77,0.60,-4.65,1.88,1.32,51.74,-0.37,571,1,0,0
95121,95485.88,499.96,499.99,0.01,0.77,0.60,-4.85,2.00,1.36,52.14,-0.67,571,1,0,0
95158,95481.72,500.32,499.99,0.01,0.77,0.60,-4.49,1.78,0.99,52.04,-0.49,571,1,0,0
95194,95484.53,500.29,500.00,0.01,0.77,0.60,-4.88,1.71,1.39,52.24,-0.75,571,1,0,0
95229,95482.10,500.29,500.00,0.01,0.77,0.59,-4.65,1.94,1.24,52.25,-0.46,571,1,0,0
95265,95479.29,500.04,500.00,0.01,0.76,0.60,-4.95,2.03,1.37,51.98,-0.76,571,1,0,0
95302,95481.72,500.32,500.00,0.01,0.77,0.59,-4.54,1.85,1.23,52.26,-0.71,571,1,0,0
95342,95482.47,500.26,500.00,0.01,0.77,0.59,-4.76,1.76,1.44,52.62,-0.46,571,1,0,0
95378,95477.21,500.72,500.00,0.01,0.77,0.60,-4.59,1.71,1.31,52.18,-0.60,571,1,0,0
95414,95482.47,500.26,500.00,0.01,0.77,0.60,-4.59,1.92,1.21,52.11,-0.73,571,1,0,0
95450,95488.09,499.76,500.00,0.01,0.77,0.60,-5.10,1.82,1.23,52.31,-0.73,571,1,0,0
95486,95476.49,500.65,500.00,0.01,0.77,0.59,-4.47,1.81,1.27,52.28,-0.30,571,1,0,0
95522,95474.05,500.99,500.01,0.01,0.77,0.60,-4.91,1.74,1.23,52.16,-0.79,571,1,0,0
95562,95482.82,500.23,500.01,0.01,0.77,0.60,-4.81,1.90,1.53,52.06,-0.81,571,1,0,0
95598,95483.96,499.88,500.01,0.01,0.77,0.60,-4.56,1.85,1.39,52.20,-0.67,571,1,0,0
95634,95483.58,500.16,500.01,0.01,0.77,0.61,-5.04,1.88,1.43,51.82,-0.60,571,1,0,0
95671,95481.15,499.88,500.01,0.01,0.77,0.59,-4.66,2.01,1.11,52.44,-0.59,571,1,0,0
95707,95481.53,500.34,500.01,0.01,0.77,0.60,-4.78,1.85,1.42,52.15,-0.52,571,1,0,0
95742,95487.49,499.82,500.01,0.01,0.77,0.59,-4.54,2.04,1.33,52.54,-0.58,571,1,0,0
95782,95484.68,500.06,500.01,0.01,0.76,0.59,-4.78,1.61,1.32,52.11,-0.55,571,1,0,0
95818,95481.88,500.37,500.01,0.00,0.77,0.60,-4.58,1.92,1.20,52.22,-0.23,571,1,0,0
95855,95481.53,500.34,500.01,0.01,0.77,0.60,-4.71,1.95,1.29,52.14,-0.41,571,1,0,0
95891,95487.86,500.31,500.01,0.02,0.77,0.60,-4.71,1.59,1.22,52.16,-0.92,571,1,0,0
95927,95487.14,499.85,500.01,0.01,0.77,0.60,-4.49,1.79,1.38,52.02,-0.44,571,1,0,0
95963,95485.07,500.03,500.01,0.01,0.77,0.61,-5.10,2.11,1.42,51.84,-0.56,571,1,0,0
96000,95482.25,500.27,500.01,0.01,0.77,0.60,-4.35,1.97,1.32,52.19,-0.47,571,1,0,0
96039,95480.17,500.46,500.02,0.01,0.76,0.60,-4.98,1.92,1.37,51.84,-0.32,571,1,0,0
96075,95489.32,499.66,500.01,0.01,0.77,0.61,-4.49,1.90,1.28,51.91,-0.53,571,1,0,0
96111,95482.25,500.18,500.01,0.01,0.77,0.60,-4.76,1.95,1.46,52.01,-0.46,571,1,0,0
96147,95480.17,500.46,500.02,0.01,0.76,0.60,-5.12,1.94,1.34,52.05,-0.53,571,1,0,0
96184,95477.74,500.46,500.02,0.01,0.77,0.60,-4.66,1.95,1.15,52.01,-0.50,571,1,0,0
96220,95480.89,500.39,500.02,0.01,0.77,0.59,-4.56,2.23,1.11,52.48,-0.45,571,1,0,0
96260,95482.75,500.23,500.02,0.00,0.77,0.59,-4.75,1.96,1.40,52.56,-0.22,571,1,0,0
96305,95487.64,500.33,500.02,0.01,0.77,0.60,-4.90,1.96,1.33,52.38,-0.66,571,1,0,0
96340,95490.07,499.59,500.02,0.00,0.76,0.60,-4.78,1.96,1.47,51.81,-0.27,571,1,0,0
96376,95484.83,500.05,500.02,0.01,0.77,0.60,-4.36,1.86,1.23,52.11,-0.35,571,1,0,0
96412,95479.60,500.51,500.02,0.01,0.76,0.60,-4.82,1.85,1.16,51.63,-0.69,571,1,0,0
96449,95488.02,499.77,500.02,0.01,0.77,0.59,-4.53,2.04,1.24,52.59,-0.68,571,1,0,0
96489,95485.21,500.02,500.02,0.01,0.77,0.59,-4.80,2.08,1.35,52.37,-0.40,571,1,0,0
96525,95479.22,499.74,500.02,0.01,0.77,0.59,-4.46,1.88,1.57,52.29,-0.59,571,1,0,0
96561,95484.46,500.08,500.02,0.01,0.77,0.60,-4.72,1.91,1.24,51.99,-0.55,571,1,0,0
96607,95488.02,499.77,500.02,0.01,0.77,0.60,-4.96,1.88,1.47,51.93,-0.30,571,1,0,0
96643,95485.57,499.99,500.02,0.01,0.77,0.60,-4.78,1.88,1.40,51.94,-0.86,571,1,0,0
96679,95484.83,500.02,500.02,0.01,0.77,0.60,-4.47,2.08,1.35,52.22,-0.84,571,1,0,0
96719,95482.41,499.61,500.02,0.00,0.77,0.60,-4.71,1.62,1.27,52.02,-0.19,571,1,0,0
96755,95484.83,500.05,500.02,0.01,0.77,0.60,-4.52,1.72,1.25,52.11,-0.66,571,1,0,0
96791,95486.32,499.68,500.02,0.01,0.77,0.60,-4.84,1.86,1.48,51.97,-0.73,571,1,0,0
96827,95485.94,499.95,500.02,0.01,0.78,0.60,-4.61,1.92,1.34,52.08,-0.85,571,1,0,0
96863,95484.24,500.10,500.02,0.00,0.77,0.60,-4.82,1.99,1.25,51.85,-0.20,571,1,0,0
96900,95478.97,500.56,500.02,0.01,0.77,0.60,-4.54,1.81,1.41,52.25,-0.82,571,1,0,0
96940,95481.42,500.28,500.02,0.01,0.77,0.60,-4.88,1.82,1.08,52.10,-0.80,571,1,0,0
96975,95478.63,500.59,500.02,0.01,0.77,0.59,-4.71,1.91,1.42,52.64,-0.30,571,1,0,0
97011,95488.89,499.48,500.02,0.01,0.77,0.60,-4.73,1.84,1.22,52.01,-0.39,571,1,0,0
97047,95488.52,499.73,500.02,0.01,0.77,0.60,-4.67,1.68,1.16,51.85,-0.76,571,1,0,0
97083,95488.52,499.97,500.02,0.02,0.77,0.60,-4.91,1.88,1.21,52.42,-0.94,571,1,0,0
97120,95482.53,500.25,500.02,0.01,0.77,0.59,-4.63,2.03,1.29,52.21,-0.30,571,1,0,0
97160,95483.28,500.19,500.02,0.01,0.77,0.59,-4.49,1.75,1.24,52.34,-0.57,571,1,0,0
97196,95485.72,499.97,500.02,0.01,0.77,0.60,-4.40,1.96,1.42,52.08,-0.65,571,1,0,0
97231,95486.44,499.91,500.02,0.01,0.77,0.60,-4.98,2.12,1.30,51.84,-0.44,571,1,0,0
97267,95488.89,499.70,500.02,0.01,0.77,0.59,-4.37,1.91,1.30,52.21,-0.45,571,1,0,0
97303,95486.82,500.12,500.02,0.00,0.77,0.59,-5.20,2.06,1.30,52.63,-0.22,571,1,0,0
97340,95480.48,500.43,500.02,0.01,0.77,0.60,-4.44,2.02,1.40,51.83,-0.57,571,1,0,0
97376,95484.01,499.88,500.02,0.01,0.77,0.60,-5.09,1.85,1.33,52.38,-0.43,571,1,0,0
97416,95484.01,500.12,500.02,0.01,0.77,0.60,-4.56,2.02,1.27,52.05,-0.72,571,1,0,0
97452,95483.03,500.21,500.02,0.01,0.77,0.60,-4.72,1.84,1.14,51.87,-0.50,571,1,0,0
97487,95490.00,499.60,500.02,0.01,0.77,0.59,-4.54,1.79,1.37,52.60,-0.36,571,1,0,0
97523,95487.57,499.75,500.02,0.01,0.77,0.60,-5.00,1.98,1.31,52.07,-0.60,571,1,0,0
97559,95487.20,499.84,500.02,0.01,0.77,0.60,-4.65,1.91,1.24,52.07,-0.50,571,1,0,0
97596,95485.85,500.17,500.02,0.01,0.77,0.60,-4.60,1.75,1.25,52.08,-0.50,571,1,0,0
97635,95480.22,499.96,500.02,0.01,0.77,0.60,-4.54,2.16,1.43,51.70,-0.66,571,1,0,0
97672,95482.66,500.24,500.02,0.01,0.77,0.60,-4.90,1.88,1.14,52.06,-0.56,571,1,0,0
