t,p,alt,KMF,ax,ay,az,gx,gy,gz,roll,pitch,RAM,Launch,Apo,Land
81521,95455.89,502.19,498.77,-0.00,0.02,0.03,-220.96,49.08,25.84,34.32,0.91,571,1,0,0
81559,95463.19,501.94,498.78,0.01,0.01,0.01,-219.93,47.84,32.45,50.91,-38.68,571,1,0,0
81593,95452.56,502.87,498.80,0.00,0.02,-0.01,-224.89,44.56,37.47,109.45,-2.38,571,1,0,0
81627,95455.21,502.45,498.81,0.01,-0.01,-0.01,-240.19,40.75,42.70,-139.41,-36.21,571,1,0,0
81660,95448.72,503.21,498.83,-0.00,-0.02,-0.00,-250.00,33.91,47.15,-102.67,1.88,571,1,0,0
81695,95449.33,503.15,498.85,0.01,-0.03,0.00,-250.00,27.34,49.90,-83.37,-14.26,571,1,0,0
81729,95451.63,502.95,498.87,0.01,-0.04,0.01,-248.03,21.42,51.28,-80.82,-11.04,571,1,0,0
81767,95450.75,503.03,498.89,0.00,-0.05,-0.01,-237.63,15.67,51.99,-98.68,-4.56,571,1,0,0
81801,95450.60,503.04,498.91,0.01,-0.06,-0.01,-225.19,11.36,52.98,-96.30,-8.68,571,1,0,0
81835,95444.86,503.54,498.93,0.01,-0.06,-0.04,-218.22,6.48,54.32,-123.53,-5.50,571,1,0,0
81868,95447.52,503.31,498.96,0.01,-0.07,-0.05,-211.61,0.09,54.98,-127.20,-5.65,571,1,0,0
81903,95447.39,503.26,498.98,0.01,-0.06,-0.06,-211.20,-6.41,55.31,-134.68,-5.45,571,1,0,0
81937,95443.46,503.66,499.01,0.00,-0.06,-0.08,-211.46,-13.05,54.92,-141.06,-1.88,571,1,0,0
81975,95452.10,503.40,499.03,0.01,-0.06,-0.08,-216.60,-20.64,52.82,-142.38,-6.16,571,1,0,0
82009,95446.49,503.43,499.06,0.01,-0.05,-0.08,-214.10,-27.17,49.86,-147.48,-7.05,571,1,0,0
82042,95447.47,503.31,499.09,0.02,-0.05,-0.09,-210.01,-32.49,46.01,-150.45,-9.34,571,1,0,0
82077,95454.03,502.74,499.11,0.02,-0.05,-0.08,-207.36,-36.37,41.89,-150.70,-11.25,571,1,0,0
82111,95446.96,503.36,499.14,0.01,-0.05,-0.10,-200.83,-39.99,37.40,-153.74,-7.15,571,1,0,0
82149,95452.58,502.87,499.17,0.02,-0.03,-0.12,-193.25,-43.16,32.51,-163.86,-7.52,571,1,0,0
82183,95457.82,502.41,499.19,0.01,-0.03,-0.11,-185.60,-45.17,28.30,-162.88,-5.09,571,1,0,0
82217,95454.25,502.72,499.22,0.02,-0.03,-0.12,-175.98,-46.74,23.69,-165.16,-9.25,571,1,0,0
82251,95458.03,502.26,499.24,0.02,-0.02,-0.12,-165.14,-47.94,19.10,-171.77,-9.78,571,1,0,0
82285,95457.66,502.43,499.27,0.02,-0.01,-0.13,-154.35,-48.42,14.69,-174.46,-8.52,571,1,0,0
82320,95460.11,502.21,499.29,0.02,0.00,-0.14,-148.80,-48.16,10.03,179.63,-7.89,571,1,0,0
82358,95463.11,502.40,499.31,0.02,0.02,-0.16,-150.22,-46.57,6.22,171.92,-5.90,571,1,0,0
82392,95463.50,501.91,499.34,0.02,0.04,-0.16,-158.31,-45.06,2.86,165.42,-5.97,571,1,0,0
82425,95464.10,501.86,499.36,0.02,0.05,-0.18,-170.80,-43.05,-1.05,165.19,-4.95,571,1,0,0
82459,95466.14,501.68,499.38,0.02,0.08,-0.18,-187.14,-41.44,-3.61,154.86,-4.45,571,1,0,0
82493,95469.58,501.38,499.40,0.02,0.09,-0.19,-211.56,-39.30,-8.08,153.09,-5.70,571,1,0,0
82528,95472.84,500.82,499.41,0.02,0.11,-0.20,-241.00,-36.67,-13.63,151.66,-4.66,571,1,0,0
82565,95478.29,500.62,499.42,0.02,0.15,-0.18,-250.00,-31.55,-20.91,140.27,-4.50,571,1,0,0
82599,95486.94,499.87,499.42,0.03,0.14,-0.19,-250.00,-25.46,-25.44,145.08,-6.99,571,1,0,0
82633,95482.86,499.76,499.43,0.02,0.16,-0.15,-250.00,-18.71,-28.17,133.57,-5.96,571,1,0,0
82667,95470.99,501.26,499.44,0.02,0.18,-0.12,-250.00,-13.96,-27.78,124.46,-6.14,571,1,0,0
82701,95467.52,501.56,499.46,0.02,0.18,-0.08,-250.00,-11.28,-26.98,113.36,-5.00,571,1,0,0
82739,95468.57,501.77,499.48,0.02,0.20,-0.05,-218.42,-8.21,-26.33,103.86,-5.08,571,1,0,0
82774,95474.64,500.94,499.50,0.02,0.22,-0.03,-174.36,-3.46,-25.70,96.60,-4.56,571,1,0,0
82807,95465.15,501.77,499.52,0.02,0.25,0.01,-142.44,-0.79,-26.02,87.48,-4.21,571,1,0,0
82841,95467.08,501.60,499.54,0.02,0.26,0.03,-118.36,1.13,-25.78,84.00,-4.49,571,1,0,0
82884,95471.30,500.58,499.55,0.02,0.28,0.05,-97.63,5.13,-25.31,79.93,-4.83,571,1,0,0
82918,95469.69,501.28,499.56,0.02,0.30,0.06,-93.65,7.08,-24.54,78.29,-4.30,571,1,0,0
82955,95477.35,500.70,499.57,0.02,0.32,0.11,-104.61,8.67,-23.19,71.75,-3.08,571,1,0,0
82998,95474.03,501.09,499.59,0.02,0.33,0.17,-138.15,13.34,-20.15,63.27,-2.63,571,1,0,0
83033,95477.41,500.70,499.60,0.03,0.31,0.23,-190.19,20.10,-17.18,53.48,-4.48,571,1,0,0
83066,95489.38,499.65,499.60,2.00,2.00,2.00,-2.30,165.39,-104.41,45.00,-35.27,571,1,0,0
83100,95508.25,498.01,499.58,1.50,-2.00,2.00,249.99,-249.66,90.49,-45.00,-27.98,571,1,0,0
83134,95495.96,499.08,499.58,-0.65,0.14,0.25,194.70,-95.94,-18.68,27.98,66.18,571,1,0,0
83172,95487.55,499.81,499.58,0.08,-0.08,0.04,192.09,-108.05,-3.59,-65.40,-44.59,571,1,0,0
83206,95479.83,500.49,499.59,0.03,0.10,0.01,249.99,-106.52,14.42,84.75,-14.73,571,1,0,0
83239,95481.32,500.36,499.60,0.01,0.04,-0.03,249.99,-102.51,32.85,128.55,-6.23,571,1,0,0
83273,95489.73,499.34,499.59,-0.11,0.22,0.21,246.86,-94.41,44.02,45.97,19.73,571,1,0,0
83307,95484.88,500.05,499.60,0.07,0.14,-0.27,120.93,-80.46,59.40,152.00,-13.19,571,1,0,0
83342,95484.88,500.05,499.60,0.73,0.17,-0.32,-91.58,-73.51,34.29,151.88,-63.56,571,1,0,0
83379,95485.63,500.05,499.61,-0.69,0.41,-1.10,-250.00,49.13,-99.19,159.53,30.21,571,1,0,0
83414,95494.39,499.25,499.60,0.04,-0.16,-0.06,-250.00,115.27,-68.79,-109.84,-14.16,571,1,0,0
83447,95497.19,498.97,499.60,0.65,-0.55,2.00,249.99,236.31,-24.09,-15.46,-17.31,571,1,0,0
83481,95494.04,499.25,499.59,0.43,-0.15,0.55,249.99,-67.89,14.08,-15.21,-36.98,571,1,0,0
83515,95488.44,499.74,499.60,0.07,0.21,-0.22,207.78,-21.07,25.31,135.79,-12.51,571,1,0,0
83553,95489.16,499.67,499.60,0.21,0.48,0.62,116.42,27.82,-4.35,37.45,-15.21,571,1,0,0
83587,95491.59,499.46,499.60,0.19,0.30,0.62,47.96,73.04,-30.94,26.36,-15.74,571,1,0,0
83620,95483.17,500.20,499.60,0.05,0.03,0.03,109.62,-15.05,3.41,47.82,-50.43,571,1,0,0
83654,95486.35,500.16,499.61,0.08,1.31,1.39,234.65,9.99,-13.32,43.32,-2.27,571,1,0,0
83688,95486.35,499.74,499.61,-0.09,1.35,0.38,187.63,7.47,-1.08,74.26,3.80,571,1,0,0
83722,95485.63,499.98,499.61,-0.01,0.95,0.28,29.05,2.47,-0.02,73.81,0.57,571,1,0,0
83760,95485.00,500.03,499.61,-0.01,0.90,0.25,-116.41,0.18,1.85,74.59,0.50,571,1,0,0
83793,95489.89,500.03,499.62,-0.00,1.28,1.45,-142.20,0.18,5.18,41.57,0.10,571,1,0,0
83827,95488.19,499.76,499.62,0.08,0.58,0.74,-72.06,2.41,3.35,38.05,-4.57,571,1,0,0
83861,95491.37,499.48,499.62,-0.03,0.58,0.76,32.56,4.07,3.69,37.02,1.52,571,1,0,0
83895,95485.75,499.97,499.62,0.01,0.63,0.65,97.43,1.90,-0.48,44.09,-0.61,571,1,0,0
83928,95486.14,499.94,499.62,-0.04,1.01,0.62,84.48,5.14,-0.55,58.34,2.08,571,1,0,0
83965,95476.02,500.82,499.63,-0.07,0.96,0.51,-53.02,0.43,3.46,62.09,3.62,571,1,0,0
83999,95487.62,499.81,499.63,0.00,0.77,0.76,-71.97,0.27,3.58,45.48,-0.26,571,1,0,0
84033,95486.86,499.87,499.64,0.01,0.63,0.72,0.51,1.84,1.17,41.19,-0.50,571,1,0,0
84067,95485.16,500.02,499.64,0.00,0.78,0.65,47.19,3.11,-0.18,50.45,-0.23,571,1,0,0
84100,95482.36,500.27,499.65,0.00,0.83,0.50,8.26,2.12,1.15,58.85,0.00,571,1,0,0
84133,95490.77,500.02,499.65,0.01,0.81,0.58,-39.83,1.04,2.50,54.40,-0.46,571,1,0,0
84171,95489.07,499.68,499.65,0.02,0.71,0.68,-9.93,1.92,1.53,46.04,-1.18,571,1,0,0
84205,95490.77,499.53,499.65,0.01,0.77,0.61,19.21,2.30,0.35,51.87,-0.67,571,1,0,0
84239,95477.47,500.69,499.66,-0.02,0.82,0.53,-6.52,2.27,0.69,57.17,1.47,571,1,0,0
84272,95489.46,499.99,499.66,0.01,0.76,0.62,-18.42,1.59,1.75,50.86,-0.39,571,1,0,0
84305,95483.84,499.37,499.66,0.00,0.74,0.62,-0.49,2.04,1.37,49.71,-0.25,571,1,0,0
84339,95490.55,499.55,499.66,0.00,0.77,0.59,3.30,1.96,1.12,52.32,-0.13,571,1,0,0
84373,95486.64,499.89,499.66,0.01,0.78,0.60,-10.69,1.69,1.59,52.36,-0.46,571,1,0,0
84410,95489.83,499.86,499.66,0.00,0.75,0.62,-5.13,1.88,1.56,50.43,-0.07,571,1,0,0
84444,95484.22,500.14,499.66,0.02,0.76,0.60,0.31,1.93,1.34,51.97,-0.91,571,1,0,0
84477,95486.27,499.92,499.67,0.01,0.78,0.59,-7.26,1.82,1.52,52.74,-0.67,571,1,0,0
84511,95487.02,499.86,499.67,0.01,0.76,0.62,-6.06,1.75,1.21,50.72,-0.52,571,1,0,0
84545,95487.75,499.80,499.67,0.01,0.77,0.60,-1.64,1.79,1.17,51.82,-0.73,571,1,0,0
84579,95487.39,499.83,499.67,0.00,0.77,0.59,-5.78,2.05,1.15,52.60,-0.19,571,1,0,0
84616,95484.60,500.07,499.67,0.01,0.76,0.61,-5.36,1.97,1.32,51.33,-0.47,571,1,0,0
84649,95484.60,500.07,499.68,0.01,0.77,0.60,-3.01,2.13,1.29,51.95,-0.72,571,1,0,0
84683,95490.55,499.55,499.67,0.00,0.77,0.61,-5.60,2.10,1.26,51.79,-0.24,571,1,0,0
84717,95484.22,500.10,499.68,0.01,0.76,0.61,-4.92,1.93,1.50,51.61,-0.47,571,1,0,0
84751,95485.32,499.52,499.68,0.01,0.77,0.59,-3.85,1.98,1.09,52.53,-0.72,571,1,0,0
84793,95482.52,500.29,499.68,0.01,0.77,0.60,-5.34,1.98,1.40,51.72,-0.34,571,1,0,0
84831,95484.60,500.07,499.68,0.01,0.77,0.60,-4.07,1.75,1.27,51.98,-0.76,571,1,0,0
84865,95488.13,500.25,499.69,0.01,0.77,0.60,-4.65,2.01,1.14,51.94,-0.64,571,1,0,0
84897,95485.70,500.09,499.69,0.01,0.76,0.60,-4.75,1.91,1.34,51.59,-0.53,571,1,0,0
84940,95483.65,500.15,499.69,0.01,0.77,0.61,-4.45,1.93,1.16,51.82,-0.50,571,1,0,0
84974,95486.77,499.88,499.70,0.01,0.77,0.61,-4.92,1.89,1.15,51.66,-0.57,571,1,0,0
85008,95483.97,500.13,499.70,0.01,0.77,0.60,-4.54,2.02,1.43,52.10,-0.59,571,1,0,0
85045,95480.09,500.30,499.70,0.01,0.77,0.61,-5.17,2.03,1.14,51.54,-0.53,571,1,0,0
85079,95483.65,500.15,499.71,0.01,0.77,0.61,-4.49,1.95,1.29,51.66,-0.34,571,1,0,0
85112,95481.54,500.34,499.71,0.01,0.77,0.61,-4.39,1.62,1.20,51.71,-0.44,571,1,0,0
85146,95481.92,500.30,499.72,0.01,0.76,0.60,-5.06,1.83,1.41,51.77,-0.79,571,1,0,0
85180,95479.87,500.48,499.72,0.01,0.76,0.61,-4.35,1.98,1.24,51.41,-0.46,571,1,0,0
85213,95483.40,499.93,499.72,0.01,0.76,0.60,-4.69,1.91,1.20,51.63,-0.66,571,1,0,0
85251,95484.16,500.11,499.73,0.01,0.77,0.61,-5.00,1.90,1.24,51.54,-0.59,571,1,0,0
85284,95496.07,499.07,499.72,0.01,0.76,0.59,-4.70,1.93,1.30,52.02,-0.67,571,1,0,0
85318,95481.70,500.33,499.73,0.00,0.77,0.60,-4.82,1.93,1.42,51.99,-0.21,571,1,0,0
85351,95486.71,499.64,499.72,0.01,0.76,0.60,-4.73,2.00,1.18,51.72,-0.37,571,1,0,0
85385,95484.28,500.23,499.73,0.01,0.77,0.60,-4.72,2.10,1.30,51.94,-0.46,571,1,0,0
85419,95489.14,499.67,499.73,0.01,0.77,0.60,-4.85,2.08,1.44,51.95,-0.58,571,1,0,0
85456,95481.85,500.31,499.73,0.01,0.77,0.60,-3.88,2.04,1.26,52.09,-0.76,571,1,0,0
85489,95486.71,499.79,499.73,0.01,0.76,0.60,-5.07,2.01,1.31,51.66,-0.86,571,1,0,0
85523,95484.66,500.31,499.74,0.01,0.77,0.61,-4.28,1.82,1.42,51.84,-0.58,571,1,0,0
85557,95487.85,499.79,499.74,0.01,0.77,0.60,-4.52,2.02,1.34,51.84,-0.55,571,1,0,0
85591,95479.05,500.56,499.74,0.01,0.77,0.61,-4.84,1.82,1.24,51.57,-0.36,571,1,0,0
85624,95486.14,499.94,499.74,0.00,0.76,0.61,-4.39,1.92,1.25,51.49,-0.16,571,1,0,0
85657,95484.28,500.10,499.75,0.01,0.77,0.60,-4.17,1.91,1.25,52.32,-0.57,571,1,0,0
85695,95473.82,501.01,499.76,0.01,0.77,0.60,-4.88,1.85,1.21,52.01,-0.43,571,1,0,0
85729,95485.39,500.00,499.76,0.01,0.77,0.59,-4.65,1.98,1.42,52.53,-0.82,571,1,0,0
85763,95484.66,500.07,499.76,0.01,0.76,0.60,-4.39,1.95,1.38,51.72,-0.72,571,1,0,0
85795,95485.77,499.97,499.76,0.01,0.76,0.61,-4.57,1.99,1.27,51.48,-0.59,571,1,0,0
85829,95481.85,500.31,499.76,0.01,0.77,0.60,-4.78,1.83,1.33,52.03,-0.50,571,1,0,0
85863,95490.64,500.31,499.77,0.01,0.76,0.61,-4.49,1.85,1.38,51.32,-0.47,571,1,0,0
85900,95487.47,499.82,499.77,0.01,0.77,0.60,-4.42,1.89,1.28,52.02,-0.56,571,1,0,0
85934,95485.04,500.03,499.77,0.01,0.77,0.60,-4.54,1.98,1.34,52.06,-0.34,571,1,0,0
85967,95481.85,500.31,499.77,0.01,0.76,0.60,-4.84,1.80,1.21,51.76,-0.87,571,1,0,0
86001,95481.48,499.79,499.77,0.01,0.77,0.60,-4.75,1.94,1.42,52.32,-0.56,571,1,0,0
86035,95485.04,500.34,499.78,0.01,0.77,0.61,-4.30,2.08,1.37,51.59,-0.47,571,1,0,0
86068,95487.85,499.79,499.78,0.01,0.76,0.61,-4.44,1.93,1.34,51.61,-0.70,571,1,0,0
86106,95487.47,500.31,499.78,0.00,0.76,0.60,-5.06,2.07,1.70,51.57,-0.07,571,1,0,0
86139,95481.48,499.79,499.78,0.01,0.77,0.61,-4.17,2.02,1.47,51.60,-0.67,571,1,0,0
86173,95485.04,500.03,499.78,0.01,0.77,0.60,-5.25,1.96,1.29,52.24,-0.58,571,1,0,0
86206,95487.85,499.79,499.78,0.00,0.77,0.61,-4.59,1.72,1.21,51.64,-0.22,571,1,0,0
86240,95484.66,500.07,499.79,0.01,0.77,0.61,-4.68,1.79,1.24,51.48,-0.56,571,1,0,0
86274,95485.77,499.97,499.79,0.01,0.77,0.61,-4.79,1.94,1.50,51.53,-0.63,571,1,0,0
86310,95487.85,499.79,499.79,0.01,0.77,0.60,-4.50,1.88,1.36,51.92,-0.57,571,1,0,0
86344,95485.77,499.97,499.79,0.00,0.77,0.60,-4.81,1.85,1.15,52.17,-0.22,571,1,0,0
86378,95480.89,500.39,499.79,0.01,0.77,0.60,-4.43,1.98,1.37,52.19,-0.44,571,1,0,0
86412,95483.69,500.15,499.79,0.00,0.77,0.60,-4.83,1.69,1.40,51.78,-0.24,571,1,0,0
86445,95485.77,499.97,499.80,0.00,0.77,0.60,-4.30,1.94,1.14,52.19,-0.29,571,1,0,0
86478,95479.78,500.49,499.80,0.01,0.77,0.61,-4.91,2.09,1.39,51.53,-0.64,571,1,0,0
86516,95477.72,500.67,499.81,0.00,0.77,0.60,-4.45,1.92,1.16,52.04,-0.27,571,1,0,0
86549,95481.26,500.36,499.81,0.01,0.77,0.61,-4.76,1.87,1.30,51.58,-0.64,571,1,0,0
86583,95484.41,500.09,499.81,0.01,0.77,0.60,-5.07,2.02,1.29,51.86,-0.60,571,1,0,0
86617,95486.49,499.91,499.81,0.01,0.77,0.60,-4.49,1.91,1.23,51.92,-0.72,571,1,0,0
86650,95483.11,500.05,499.81,0.01,0.76,0.60,-4.87,1.88,1.20,51.64,-0.49,571,1,0,0
86692,95488.35,499.74,499.81,0.01,0.77,0.60,-4.43,1.91,1.40,51.98,-0.88,571,1,0,0
86730,95481.26,500.36,499.82,0.00,0.77,0.60,-5.04,1.92,1.14,52.09,-0.19,571,1,0,0
86764,95484.07,500.12,499.82,0.01,0.76,0.61,-4.50,1.78,1.21,51.47,-0.87,571,1,0,0
86797,95482.74,500.05,499.82,0.01,0.76,0.61,-4.87,1.82,1.24,51.58,-0.44,571,1,0,0
86831,95484.79,500.12,499.82,0.00,0.77,0.60,-4.55,1.98,1.34,51.93,-0.26,571,1,0,0
86874,95479.17,500.54,499.83,0.01,0.77,0.60,-4.72,1.91,1.21,52.08,-0.59,571,1,0,0
86907,95485.55,499.99,499.83,0.01,0.77,0.60,-4.89,2.06,1.11,52.03,-0.46,571,1,0,0
86940,95484.79,500.05,499.83,0.01,0.77,0.60,-4.66,1.88,1.21,51.84,-0.86,571,1,0,0
86978,95481.04,500.38,499.83,0.01,0.77,0.60,-4.53,1.93,1.24,52.19,-0.66,571,1,0,0
87012,95486.27,499.92,499.83,0.01,0.77,0.60,-4.82,2.07,1.32,52.23,-0.33,571,1,0,0
87045,95485.92,499.96,499.83,0.01,0.77,0.61,-4.53,1.91,1.46,51.64,-0.37,571,1,0,0
87078,95482.74,500.23,499.84,0.02,0.77,0.60,-4.43,1.98,1.13,52.15,-0.96,571,1,0,0
87112,95479.56,500.51,499.84,0.01,0.77,0.60,-4.77,1.79,1.35,51.97,-0.50,571,1,0,0
87146,95485.17,500.27,499.84,0.01,0.77,0.60,-4.78,1.88,1.37,52.09,-0.62,571,1,0,0
87183,95488.73,499.71,499.84,0.01,0.76,0.60,-4.57,1.96,1.40,51.78,-0.42,571,1,0,0
87217,95485.92,499.96,499.84,0.01,0.77,0.60,-4.85,1.80,1.30,51.85,-0.50,571,1,0,0
87250,95483.47,500.17,499.84,0.01,0.77,0.60,-4.68,1.89,1.27,52.17,-0.45,571,1,0,0
87283,95482.74,499.71,499.84,0.01,0.77,0.60,-4.65,1.94,1.28,51.96,-0.47,571,1,0,0
87317,95485.17,500.02,499.84,0.01,0.77,0.60,-4.75,1.96,1.40,52.06,-0.36,571,1,0,0
87351,95479.94,500.48,499.85,0.01,0.77,0.60,-4.59,1.88,1.17,51.80,-0.70,571,1,0,0
87388,95485.55,499.99,499.85,0.01,0.77,0.60,-4.71,2.04,1.30,52.06,-0.65,571,1,0,0
87421,95485.17,500.27,499.85,0.01,0.77,0.60,-4.72,1.94,1.19,51.84,-0.39,571,1,0,0
87454,95491.53,499.99,499.85,0.01,0.77,0.60,-4.36,1.91,1.52,51.95,-0.34,571,1,0,0
87488,95486.27,499.86,499.85,0.01,0.77,0.60,-5.70,1.74,1.40,52.21,-0.67,571,1,0,0
87521,95486.27,499.92,499.85,0.01,0.76,0.60,-4.23,1.83,1.26,51.92,-0.39,571,1,0,0
87555,95486.64,499.89,499.85,0.01,0.77,0.61,-4.71,1.89,1.56,51.63,-0.43,571,1,0,0
87591,95485.92,500.44,499.86,0.01,0.77,0.60,-4.55,1.70,1.31,52.05,-0.62,571,1,0,0
87625,95486.64,499.71,499.86,0.01,0.77,0.60,-4.20,1.81,1.19,52.25,-0.52,571,1,0,0
87658,95488.73,499.71,499.85,0.01,0.77,0.61,-4.94,1.88,1.32,51.67,-0.79,571,1,0,0
87692,95486.64,499.89,499.85,0.01,0.77,0.60,-4.41,1.78,1.27,52.06,-0.88,571,1,0,0
87725,95483.85,500.14,499.86,0.01,0.77,0.60,-5.01,1.92,1.65,51.86,-0.61,571,1,0,0
87758,95480.32,500.44,499.86,0.01,0.76,0.60,-4.20,1.91,1.36,51.56,-0.40,571,1,0,0
87795,95486.64,500.38,499.86,0.01,0.77,0.60,-4.97,1.85,1.24,52.08,-0.63,571,1,0,0
87829,95483.85,500.17,499.86,0.01,0.76,0.60,-4.70,1.88,1.34,51.53,-0.42,571,1,0,0
87863,95483.85,500.14,499.87,0.00,0.77,0.59,-4.31,1.95,1.30,52.22,-0.22,571,1,0,0
87897,95481.42,500.35,499.87,0.01,0.77,0.59,-5.04,2.01,1.54,52.30,-0.68,571,1,0,0
87930,95481.42,500.35,499.87,0.01,0.77,0.60,-4.49,2.01,1.10,51.98,-0.42,571,1,0,0
87964,95487.38,499.83,499.87,0.01,0.77,0.61,-4.68,1.89,1.34,51.60,-0.74,571,1,0,0
88002,95480.66,500.41,499.87,0.01,0.77,0.60,-4.13,1.95,1.58,52.12,-0.59,571,1,0,0
88036,95484.95,500.04,499.88,0.01,0.77,0.61,-4.85,1.75,1.27,51.57,-0.36,571,1,0,0
88070,95485.30,500.01,499.88,0.01,0.77,0.60,-4.23,1.85,1.28,51.93,-0.49,571,1,0,0
88103,95482.49,500.01,499.88,0.01,0.76,0.60,-4.71,2.15,1.20,51.74,-0.59,571,1,0,0
88137,95487.75,500.29,499.88,0.01,0.77,0.61,-4.87,2.03,1.31,51.68,-0.52,571,1,0,0
88171,95488.10,499.76,499.88,0.01,0.77,0.60,-4.37,1.86,1.40,52.20,-0.49,571,1,0,0
88205,95485.30,500.01,499.88,0.01,0.77,0.59,-4.62,2.04,1.33,52.40,-0.65,571,1,0,0
88242,95484.00,499.66,499.88,0.01,0.77,0.61,-4.47,1.93,1.36,51.70,-0.79,571,1,0,0
88275,95481.20,500.40,499.88,0.01,0.77,0.60,-4.85,1.79,1.42,52.02,-0.34,571,1,0,0
88309,95486.43,499.91,499.88,0.01,0.77,0.60,-4.88,2.01,1.01,51.92,-0.66,571,1,0,0
88343,95487.16,499.85,499.88,0.01,0.76,0.60,-4.22,1.93,1.30,51.93,-0.53,571,1,0,0
88377,95484.35,500.09,499.88,0.01,0.76,0.60,-4.87,2.11,1.41,51.84,-0.69,571,1,0,0
88411,95484.35,500.09,499.88,0.01,0.78,0.60,-4.46,2.11,1.33,52.53,-0.63,571,1,0,0
88449,95489.61,499.63,499.88,0.01,0.77,0.60,-4.78,2.02,1.21,51.83,-0.50,571,1,0,0
88482,95485.49,499.99,499.88,0.02,0.77,0.59,-4.65,2.06,1.53,52.53,-1.13,571,1,0,0
88516,95487.53,499.82,499.88,0.00,0.77,0.60,-4.55,1.94,1.40,52.11,-0.20,571,1,0,0
88550,95482.67,499.99,499.88,0.01,0.76,0.61,-4.51,2.08,1.17,51.55,-0.88,571,1,0,0
88592,95485.49,499.99,499.88,0.01,0.77,0.60,-4.72,1.88,1.35,52.07,-0.64,571,1,0,0
88626,95484.73,500.06,499.88,0.01,0.77,0.61,-4.57,1.89,1.17,51.98,-0.65,571,1,0,0
88664,95486.18,499.82,499.88,0.01,0.77,0.60,-4.52,1.88,1.24,51.84,-0.62,571,1,0,0
88697,95483.38,500.24,499.89,0.01,0.77,0.60,-4.63,1.85,1.57,51.89,-0.44,571,1,0,0
88731,95485.86,499.96,499.89,0.01,0.77,0.61,-4.49,1.95,1.39,51.73,-0.47,571,1,0,0
88765,95480.57,500.42,499.89,0.00,0.77,0.60,-4.81,1.82,1.30,52.16,-0.16,571,1,0,0
88808,95484.50,500.08,499.89,0.01,0.77,0.60,-4.73,1.95,1.34,51.79,-0.62,571,1,0,0
88842,95484.13,500.15,499.89,0.01,0.77,0.60,-4.87,1.98,1.18,52.05,-0.33,571,1,0,0
88880,95486.56,499.90,499.89,0.01,0.77,0.60,-4.52,1.79,1.47,52.18,-0.72,571,1,0,0
88913,95479.28,500.54,499.89,0.01,0.77,0.60,-4.55,1.99,1.43,52.15,-0.46,571,1,0,0
88947,95476.09,500.08,499.90,0.01,0.77,0.60,-4.59,1.75,1.43,52.15,-0.70,571,1,0,0
88981,95484.50,500.36,499.90,0.01,0.77,0.61,-4.48,1.82,1.33,51.54,-0.60,571,1,0,0
89015,95487.69,499.83,499.90,0.01,0.77,0.60,-4.41,1.74,1.13,51.94,-0.50,571,1,0,0
89049,95485.24,500.02,499.90,0.01,0.77,0.59,-4.58,1.83,1.25,52.39,-0.69,571,1,0,0
89085,95485.24,500.54,499.90,0.01,0.77,0.60,-4.72,1.96,1.24,52.12,-0.62,571,1,0,0
89119,95482.08,500.26,499.90,0.01,0.76,0.60,-4.71,1.76,1.37,51.63,-0.30,571,1,0,0
89153,95488.42,499.74,499.90,0.01,0.77,0.60,-4.64,1.99,1.31,52.19,-0.60,571,1,0,0
