t,p,alt,KMF,ax,ay,az,gx,gy,gz,roll,pitch,RAM,Launch,Apo,Land
66750,95003.91,542.15,542.17,0.00,-0.73,-0.71,-4.57,1.84,1.28,-134.25,-0.01,571,1,0,0
66789,94998.67,542.61,542.18,-0.00,-0.73,-0.71,-4.53,1.80,1.37,-134.18,0.12,571,1,0,0
66825,95005.24,542.03,542.17,0.00,-0.73,-0.71,-4.48,1.84,1.07,-134.22,-0.01,571,1,0,0
66862,94998.94,542.42,542.18,0.01,-0.73,-0.71,-4.51,1.96,1.08,-134.51,-0.45,571,1,0,0
66897,95009.52,541.65,542.17,-0.00,-0.73,-0.71,-4.65,1.88,1.20,-134.05,0.25,571,1,0,0
66933,95003.19,542.18,542.17,0.00,-0.73,-0.71,-4.76,1.90,1.25,-133.95,-0.23,571,1,0,0
66969,95008.80,541.72,542.17,0.00,-0.73,-0.71,-4.55,1.80,1.24,-134.36,-0.22,571,1,0,0
67008,95002.44,542.27,542.17,0.00,-0.73,-0.72,-4.72,1.90,1.18,-134.60,0.00,571,1,0,0
67044,94997.58,542.70,542.17,-0.00,-0.73,-0.71,-4.65,1.72,1.12,-134.26,0.26,571,1,0,0
67080,95003.57,542.70,542.18,0.00,-0.73,-0.71,-4.58,1.84,1.16,-134.31,0.00,571,1,0,0
67116,95009.17,541.68,542.17,-0.00,-0.73,-0.72,-4.55,1.80,1.31,-134.83,0.14,571,1,0,0
67151,95002.82,542.24,542.17,0.00,-0.73,-0.71,-4.68,1.77,1.14,-134.47,0.00,571,1,0,0
67187,95011.98,541.44,542.17,0.00,-0.74,-0.72,-4.59,1.88,1.19,-134.22,-0.14,571,1,0,0
67227,95007.10,541.87,542.17,-0.01,-0.73,-0.71,-4.55,1.80,1.15,-134.30,0.41,571,1,0,0
67263,95003.57,542.18,542.17,-0.01,-0.72,-0.71,-4.58,1.79,1.25,-134.40,0.39,571,1,0,0
67299,95006.72,542.11,542.17,-0.00,-0.73,-0.72,-4.72,2.02,1.09,-134.37,0.23,571,1,0,0
67335,95005.03,542.05,542.17,-0.01,-0.73,-0.72,-4.65,1.94,1.27,-134.51,0.29,571,1,0,0
67371,95004.28,542.11,542.17,0.00,-0.73,-0.71,-4.54,1.90,1.09,-133.95,-0.18,571,1,0,0
67406,95003.57,542.18,542.17,-0.00,-0.73,-0.71,-4.45,1.89,1.05,-134.18,0.11,571,1,0,0
67445,95004.28,542.15,542.17,0.00,-0.73,-0.72,-4.68,1.66,1.25,-134.60,-0.14,571,1,0,0
67481,95002.82,542.24,542.17,-0.00,-0.73,-0.71,-4.62,1.97,1.21,-134.40,0.05,571,1,0,0
67517,95003.91,542.21,542.17,-0.00,-0.74,-0.72,-4.57,1.77,1.21,-134.09,0.19,571,1,0,0
67553,95002.82,542.24,542.17,0.01,-0.73,-0.71,-4.70,1.98,1.16,-134.25,-0.43,571,1,0,0
67589,95001.48,542.36,542.17,-0.00,-0.73,-0.71,-4.70,1.81,1.18,-134.34,0.22,571,1,0,0
67624,95009.89,541.65,542.17,-0.00,-0.73,-0.71,-4.47,1.95,1.21,-134.23,0.12,571,1,0,0
67750,95007.85,541.80,542.17,0.00,-0.73,-0.72,-4.69,1.91,1.21,-134.53,-0.23,571,1,0,0
67786,95009.89,541.59,542.17,-0.00,-0.73,-0.71,-4.62,1.74,1.19,-134.22,0.23,571,1,0,0
67822,95005.99,541.96,542.17,0.01,-0.73,-0.72,-4.67,1.97,1.05,-134.47,-0.40,571,1,0,0
67858,95003.57,542.08,542.17,0.00,-0.73,-0.71,-4.70,1.88,1.26,-134.36,-0.16,571,1,0,0
67894,95001.86,542.32,542.17,-0.00,-0.73,-0.72,-4.58,1.97,1.10,-134.33,0.04,571,1,0,0
67930,95007.47,541.83,542.17,0.00,-0.73,-0.71,-4.49,1.75,1.05,-134.43,-0.14,571,1,0,0
67991,95004.28,542.11,542.17,-0.01,-0.74,-0.71,-4.66,1.94,1.05,-133.92,0.29,571,1,0,0
68027,94995.88,542.85,542.17,0.00,-0.73,-0.71,-4.71,1.98,1.20,-134.41,0.00,571,1,0,0
68063,95001.10,542.39,542.17,-0.00,-0.73,-0.71,-4.67,1.94,1.17,-134.07,0.03,571,1,0,0
68100,95004.66,542.08,542.17,-0.01,-0.74,-0.71,-4.54,1.85,1.24,-133.91,0.30,571,1,0,0
68135,95005.03,542.15,542.17,-0.00,-0.73,-0.71,-4.57,1.84,1.39,-134.49,0.03,571,1,0,0
68171,94996.25,542.82,542.17,-0.01,-0.74,-0.71,-4.62,1.91,1.08,-134.00,0.30,571,1,0,0
68211,94999.42,542.54,542.17,-0.00,-0.73,-0.71,-4.59,1.85,1.37,-134.05,0.14,571,1,0,0
68247,95005.76,542.32,542.17,0.00,-0.73,-0.71,-4.77,1.79,1.46,-134.33,-0.07,571,1,0,0
68284,95004.28,542.11,542.17,0.00,-0.74,-0.71,-4.58,1.93,1.33,-133.95,-0.14,571,1,0,0
68320,94997.58,542.70,542.17,0.00,-0.73,-0.71,-4.59,1.89,1.15,-134.24,-0.16,571,1,0,0
68356,95000.15,542.47,542.17,0.00,-0.73,-0.72,-4.67,1.85,1.18,-134.33,0.00,571,1,0,0
68391,95004.28,542.11,542.17,-0.00,-0.73,-0.71,-4.58,2.04,1.28,-134.22,0.01,571,1,0,0
68431,95005.03,542.05,542.17,0.00,-0.73,-0.71,-4.62,1.63,1.24,-134.19,0.00,571,1,0,0
68467,95001.86,542.08,542.17,0.00,-0.74,-0.71,-4.59,1.79,1.12,-133.80,-0.19,571,1,0,0
68504,95003.19,542.21,542.17,0.00,-0.73,-0.71,-4.58,1.72,1.27,-134.19,-0.08,571,1,0,0
68540,94999.05,542.64,542.17,-0.00,-0.73,-0.72,-4.72,1.91,1.17,-134.30,0.26,571,1,0,0
68576,94999.42,542.54,542.18,0.01,-0.73,-0.71,-4.62,1.82,1.34,-134.29,-0.34,571,1,0,0
68616,95002.24,542.29,542.18,0.00,-0.73,-0.71,-4.63,1.87,1.14,-134.13,-0.15,571,1,0,0
68652,94999.05,542.57,542.18,0.00,-0.73,-0.71,-4.59,1.91,1.46,-134.26,-0.08,571,1,0,0
68688,95007.85,541.80,542.18,-0.00,-0.73,-0.72,-4.55,1.73,1.23,-134.49,0.14,571,1,0,0
68724,95002.96,542.23,542.18,0.00,-0.73,-0.72,-4.71,1.85,1.23,-134.60,-0.03,571,1,0,0
68760,95002.61,542.29,542.18,0.00,-0.73,-0.71,-4.84,2.04,1.34,-133.98,-0.04,571,1,0,0
68797,95002.61,542.26,542.18,-0.00,-0.73,-0.71,-4.64,1.88,1.34,-134.29,0.22,571,1,0,0
68836,95002.24,542.29,542.18,-0.00,-0.74,-0.70,-4.57,2.01,1.18,-133.80,0.08,571,1,0,0
68873,95005.41,542.01,542.18,0.01,-0.73,-0.71,-4.55,1.90,1.26,-134.08,-0.41,571,1,0,0
68909,94999.80,542.51,542.18,0.01,-0.73,-0.71,-4.52,1.95,1.18,-134.09,-0.37,571,1,0,0
68944,95001.86,542.32,542.18,-0.00,-0.73,-0.71,-4.59,1.80,1.09,-134.10,0.14,571,1,0,0
68980,95000.53,542.44,542.18,0.00,-0.73,-0.71,-4.68,1.82,1.34,-134.20,-0.04,571,1,0,0
69017,95005.41,542.01,542.18,0.00,-0.73,-0.72,-4.80,1.74,1.34,-134.67,-0.11,571,1,0,0
69057,94999.80,542.51,542.18,-0.00,-0.73,-0.72,-4.81,1.94,1.15,-134.38,0.11,571,1,0,0
69093,95002.61,541.92,542.18,-0.00,-0.73,-0.71,-4.60,1.67,1.39,-134.42,0.16,571,1,0,0
69129,95005.41,542.01,542.18,-0.00,-0.73,-0.71,-4.55,1.91,1.29,-134.39,0.21,571,1,0,0
69165,95008.22,542.44,542.18,0.00,-0.73,-0.72,-4.59,1.80,1.27,-134.45,-0.07,571,1,0,0
69201,94999.80,542.51,542.18,-0.00,-0.74,-0.71,-4.67,1.79,1.08,-134.00,0.03,571,1,0,0
69237,94999.80,542.01,542.18,0.00,-0.73,-0.71,-4.63,1.88,1.18,-134.27,-0.10,571,1,0,0
69277,95000.91,542.41,542.18,0.00,-0.73,-0.71,-4.81,1.97,1.24,-133.94,0.00,571,1,0,0
69313,95001.25,542.38,542.18,0.00,-0.73,-0.72,-4.62,1.95,1.32,-134.31,-0.03,571,1,0,0
69349,95000.15,542.47,542.18,-0.00,-0.73,-0.71,-4.69,1.85,1.25,-133.85,0.11,571,1,0,0
69385,95010.64,541.56,542.18,0.00,-0.72,-0.72,-4.65,1.69,1.42,-134.87,-0.08,571,1,0,0
69422,95002.96,542.23,542.18,-0.00,-0.74,-0.71,-4.55,1.80,1.11,-133.89,0.11,571,1,0,0
69457,95006.51,542.01,542.18,-0.00,-0.73,-0.71,-4.50,1.71,1.24,-134.23,0.14,571,1,0,0
69497,95011.02,542.72,542.18,-0.00,-0.74,-0.72,-4.62,1.92,1.11,-134.32,0.25,571,1,0,0
69533,94998.10,542.66,542.18,-0.00,-0.73,-0.71,-4.71,1.78,1.26,-134.13,0.05,571,1,0,0
69569,95000.53,542.44,542.18,-0.00,-0.73,-0.72,-4.77,1.76,1.19,-134.41,0.15,571,1,0,0
69606,95003.33,542.20,542.18,0.00,-0.74,-0.71,-4.76,1.85,1.06,-133.90,-0.22,571,1,0,0
69642,95006.51,541.92,542.18,0.00,-0.73,-0.71,-4.79,1.68,1.09,-134.00,-0.16,571,1,0,0
69678,95006.86,541.98,542.18,0.00,-0.73,-0.71,-4.63,1.82,1.09,-134.30,-0.10,571,1,0,0
69718,95008.94,542.87,542.18,0.00,-0.73,-0.72,-4.52,1.93,1.08,-134.55,0.00,571,1,0,0
69753,95010.03,541.61,542.18,0.00,-0.73,-0.71,-4.48,1.79,1.18,-134.12,-0.10,571,1,0,0
69789,95006.86,541.92,542.18,-0.00,-0.73,-0.71,-4.62,2.01,1.27,-134.38,0.04,571,1,0,0
69825,95009.66,541.64,542.18,0.01,-0.73,-0.71,-4.76,1.87,1.15,-134.13,-0.34,571,1,0,0
69862,95007.24,541.85,542.18,-0.00,-0.73,-0.71,-4.65,1.76,1.24,-134.30,0.28,571,1,0,0
69898,95000.53,542.44,542.18,-0.00,-0.74,-0.71,-4.78,1.93,1.43,-133.81,0.05,571,1,0,0
69950,95004.42,542.10,542.18,-0.00,-0.73,-0.71,-4.65,1.82,1.15,-134.32,0.25,571,1,0,0
69995,95006.51,541.92,542.18,0.00,-0.73,-0.72,-4.65,1.84,1.23,-134.40,-0.15,571,1,0,0
70031,95006.86,541.89,542.18,-0.00,-0.73,-0.71,-4.68,1.90,1.27,-134.11,0.06,571,1,0,0
70068,95009.66,541.64,542.18,0.00,-0.73,-0.70,-4.59,1.92,1.21,-133.98,-0.07,571,1,0,0
70104,95008.94,541.71,542.17,0.00,-0.73,-0.70,-4.65,2.01,1.19,-133.77,-0.06,571,1,0,0
70139,95001.63,542.44,542.18,-0.00,-0.74,-0.71,-4.56,1.94,1.25,-134.04,0.08,571,1,0,0
70179,95004.42,542.56,542.18,0.00,-0.74,-0.71,-4.71,1.69,1.26,-134.02,-0.03,571,1,0,0
70215,95010.03,541.61,542.18,0.01,-0.73,-0.70,-4.66,1.93,1.16,-133.97,-0.30,571,1,0,0
70251,95007.24,541.85,542.17,0.00,-0.73,-0.71,-4.62,1.83,1.32,-133.91,-0.11,571,1,0,0
70288,95006.51,541.92,542.17,0.00,-0.73,-0.71,-4.63,1.85,1.24,-134.03,-0.22,571,1,0,0
70324,95003.10,542.22,542.17,0.00,-0.73,-0.71,-4.67,2.04,1.30,-134.13,-0.15,571,1,0,0
70360,95008.71,541.72,542.17,-0.00,-0.73,-0.71,-4.90,1.97,1.23,-134.12,0.11,571,1,0,0
70400,95004.05,542.07,542.17,-0.00,-0.73,-0.71,-4.65,1.87,1.37,-134.01,0.14,571,1,0,0
70435,95005.90,541.97,542.17,0.01,-0.73,-0.70,-4.65,1.83,1.12,-133.84,-0.35,571,1,0,0
70471,95004.77,541.85,542.17,-0.01,-0.73,-0.72,-4.62,1.92,1.24,-134.40,0.31,571,1,0,0
70507,95007.24,541.85,542.17,-0.00,-0.74,-0.70,-4.65,1.91,1.27,-133.63,0.18,571,1,0,0
70544,95002.72,542.00,542.17,0.00,-0.73,-0.71,-4.67,1.82,1.01,-133.97,0.00,571,1,0,0
70583,95002.72,542.25,542.17,-0.01,-0.74,-0.71,-4.62,1.80,1.04,-133.94,0.38,571,1,0,0
70620,95005.90,541.97,542.17,-0.00,-0.73,-0.71,-4.58,1.82,1.14,-134.21,0.14,571,1,0,0
70656,95005.53,542.00,542.17,0.00,-0.73,-0.70,-4.64,1.97,1.20,-133.86,-0.03,571,1,0,0
70691,95005.90,542.25,542.17,-0.00,-0.74,-0.71,-4.75,1.86,1.00,-133.93,0.22,571,1,0,0
70727,95006.28,541.94,542.17,-0.00,-0.73,-0.71,-4.61,2.04,1.34,-134.11,0.19,571,1,0,0
70763,94997.49,541.79,542.17,0.00,-0.73,-0.71,-4.78,1.75,1.16,-133.87,-0.07,571,1,0,0
70803,95005.53,542.00,542.17,0.00,-0.73,-0.70,-4.57,1.89,1.47,-133.78,-0.01,571,1,0,0
70839,94997.11,542.74,542.17,0.01,-0.73,-0.71,-4.55,1.72,1.27,-134.10,-0.38,571,1,0,0
70876,95005.15,542.04,542.17,0.00,-0.73,-0.71,-4.58,1.91,1.11,-134.01,-0.15,571,1,0,0
70912,95002.35,542.28,542.17,0.00,-0.73,-0.71,-4.68,1.82,1.21,-134.02,-0.19,571,1,0,0
70947,95003.10,542.22,542.17,0.00,-0.73,-0.71,-4.71,1.85,1.37,-134.27,-0.04,571,1,0,0
70983,95002.35,541.58,542.17,0.00,-0.73,-0.70,-4.68,1.86,1.04,-133.89,-0.15,571,1,0,0
71023,95006.28,542.25,542.17,0.00,-0.74,-0.70,-4.61,1.85,1.08,-133.67,-0.10,571,1,0,0
71059,95008.71,541.72,542.17,0.00,-0.73,-0.71,-4.59,1.81,1.35,-134.08,-0.11,571,1,0,0
71095,95002.72,541.76,542.16,0.00,-0.73,-0.71,-4.54,1.82,1.20,-134.12,-0.04,571,1,0,0
71132,95011.51,541.48,542.16,-0.00,-0.73,-0.71,-4.56,1.81,1.17,-133.88,0.05,571,1,0,0
71168,94997.86,542.68,542.16,0.00,-0.73,-0.71,-4.73,1.86,1.14,-134.10,-0.15,571,1,0,0
71203,95007.00,541.91,542.16,0.00,-0.73,-0.71,-4.68,1.87,1.05,-134.01,-0.04,571,1,0,0
71243,95003.47,541.97,542.16,-0.00,-0.73,-0.71,-4.73,1.98,1.05,-134.06,0.16,571,1,0,0
71279,95006.28,541.94,542.16,-0.00,-0.73,-0.71,-4.84,1.80,1.21,-134.21,0.03,571,1,0,0
71315,95014.32,541.97,542.16,0.00,-0.73,-0.71,-4.76,2.04,1.19,-134.17,-0.11,571,1,0,0
71351,95011.89,541.45,542.16,0.00,-0.73,-0.70,-4.60,1.77,1.18,-133.84,-0.21,571,1,0,0
71387,95011.89,541.45,542.16,0.00,-0.74,-0.71,-4.55,1.82,1.10,-134.03,-0.15,571,1,0,0
71422,95006.28,541.94,542.16,-0.00,-0.73,-0.71,-4.56,1.85,1.21,-133.93,0.21,571,1,0,0
71462,95011.89,541.45,542.16,0.00,-0.73,-0.72,-4.62,1.85,1.10,-134.36,-0.19,571,1,0,0
71498,95005.90,541.97,542.15,0.00,-0.74,-0.71,-4.57,1.61,1.23,-133.94,-0.10,571,1,0,0
71535,94996.36,542.18,542.15,0.01,-0.73,-0.70,-4.80,1.94,1.08,-133.89,-0.29,571,1,0,0
71571,95007.72,541.81,542.15,0.00,-0.73,-0.71,-4.68,1.77,1.29,-134.48,-0.15,571,1,0,0
71607,95008.71,541.97,542.15,0.01,-0.74,-0.71,-4.77,1.79,1.19,-134.03,-0.29,571,1,0,0
71643,95011.51,541.48,542.15,0.00,-0.74,-0.71,-4.77,1.94,1.21,-133.76,-0.01,571,1,0,0
71683,95009.80,541.63,542.15,-0.00,-0.74,-0.71,-4.57,1.86,1.24,-133.94,0.08,571,1,0,0
71718,95003.82,542.15,542.15,0.00,-0.74,-0.71,-4.51,1.81,1.14,-134.04,-0.12,571,1,0,0
71754,95008.33,541.72,542.15,-0.00,-0.73,-0.71,-4.59,1.88,1.11,-134.34,0.01,571,1,0,0
71790,95009.08,541.69,542.15,0.00,-0.73,-0.71,-4.64,1.83,1.08,-134.01,-0.21,571,1,0,0
71826,95009.08,541.69,542.15,-0.00,-0.74,-0.71,-4.66,1.89,1.10,-133.86,0.05,571,1,0,0
71862,95009.80,541.63,542.14,0.00,-0.74,-0.71,-4.75,1.85,1.15,-133.95,-0.05,571,1,0,0
71915,95003.82,541.91,542.14,-0.00,-0.73,-0.71,-4.75,1.78,1.25,-134.14,0.03,571,1,0,0
71951,95003.47,542.18,542.14,-0.00,-0.73,-0.70,-4.67,1.89,1.24,-133.86,0.22,571,1,0,0
71987,95009.08,541.69,542.14,-0.00,-0.73,-0.71,-4.76,1.95,1.30,-134.16,0.11,571,1,0,0
72032,95012.61,541.38,542.14,0.00,-0.74,-0.71,-4.65,1.82,1.15,-133.76,-0.07,571,1,0,0
72068,95007.96,541.79,542.14,0.00,-0.74,-0.71,-4.61,2.01,1.43,-133.74,-0.23,571,1,0,0
72103,95009.80,541.66,542.14,-0.00,-0.73,-0.71,-4.48,1.88,1.26,-134.13,0.16,571,1,0,0
72143,95009.08,541.66,542.14,-0.00,-0.73,-0.71,-4.57,1.92,1.52,-133.94,0.07,571,1,0,0
72179,95001.77,542.33,542.14,0.00,-0.74,-0.71,-4.76,1.85,1.27,-133.90,-0.18,571,1,0,0
72215,95007.72,541.57,542.14,0.01,-0.73,-0.70,-4.65,1.93,1.37,-133.92,-0.33,571,1,0,0
72252,95008.45,541.75,542.14,0.01,-0.74,-0.70,-4.68,1.89,1.45,-133.65,-0.39,571,1,0,0
72288,95010.53,541.57,542.13,0.01,-0.73,-0.70,-4.53,1.76,1.16,-133.91,-0.67,571,1,0,0
72324,95004.57,542.09,542.13,0.00,-0.73,-0.71,-4.71,1.72,1.26,-134.21,-0.03,571,1,0,0
72364,95004.57,542.03,542.13,-0.00,-0.73,-0.70,-4.50,1.98,0.95,-134.05,0.28,571,1,0,0
72399,95007.72,541.81,542.13,0.00,-0.73,-0.71,-4.65,1.82,1.18,-133.88,-0.04,571,1,0,0
72435,95002.11,542.12,542.13,-0.00,-0.74,-0.70,-4.93,2.04,1.12,-133.79,0.15,571,1,0,0
72471,95007.38,541.84,542.13,-0.00,-0.73,-0.71,-4.81,1.97,1.34,-134.17,0.19,571,1,0,0
72507,95007.72,541.81,542.13,-0.01,-0.73,-0.70,-4.71,1.94,1.12,-133.83,0.30,571,1,0,0
72547,95004.57,542.09,542.13,-0.00,-0.73,-0.71,-4.54,1.78,1.24,-134.06,0.04,571,1,0,0
72583,95004.57,542.12,542.13,-0.00,-0.73,-0.71,-4.55,1.85,1.27,-134.11,0.06,571,1,0,0
72619,95004.57,542.09,542.13,-0.00,-0.73,-0.71,-4.46,1.58,1.29,-133.98,0.04,571,1,0,0
72654,95002.11,542.30,542.13,-0.00,-0.74,-0.70,-4.62,2.05,1.21,-133.59,0.14,571,1,0,0
72690,95002.83,542.24,542.13,0.00,-0.73,-0.71,-4.71,1.95,1.20,-134.26,-0.08,571,1,0,0
72727,95010.17,541.60,542.13,-0.00,-0.73,-0.72,-4.73,1.94,1.28,-134.36,0.25,571,1,0,0
72766,95008.10,541.78,542.13,0.01,-0.73,-0.71,-4.83,1.87,1.19,-133.95,-0.29,571,1,0,0
72802,95007.00,541.87,542.13,0.00,-0.74,-0.72,-4.75,1.83,1.37,-134.29,-0.12,571,1,0,0
72838,95004.57,542.09,542.13,0.01,-0.73,-0.71,-4.72,1.82,1.14,-134.26,-0.43,571,1,0,0
72875,95002.83,541.81,542.13,0.00,-0.73,-0.70,-4.58,2.03,1.19,-133.83,-0.03,571,1,0,0
72910,95011.63,541.47,542.12,0.00,-0.74,-0.71,-4.71,1.82,1.41,-134.10,-0.10,571,1,0,0
72946,94998.96,542.58,542.13,0.00,-0.74,-0.70,-4.55,1.99,1.15,-133.68,-0.01,571,1,0,0
72986,95002.49,542.27,542.13,0.00,-0.74,-0.71,-4.55,1.72,1.10,-133.99,-0.04,571,1,0,0
73022,95005.64,541.99,542.13,-0.00,-0.73,-0.71,-4.53,1.75,1.34,-133.92,0.11,571,1,0,0
73058,95002.83,542.24,542.13,-0.00,-0.74,-0.70,-4.67,1.69,1.24,-133.73,0.04,571,1,0,0
73094,95003.59,542.45,542.13,0.00,-0.73,-0.71,-4.60,1.82,1.18,-133.88,-0.03,571,1,0,0
73129,95008.82,541.72,542.13,-0.00,-0.74,-0.70,-4.65,1.84,1.12,-133.51,0.11,571,1,0,0
73165,95011.63,541.99,542.13,0.00,-0.73,-0.70,-4.55,1.79,1.12,-133.64,-0.06,571,1,0,0
73205,95007.72,542.30,542.13,-0.00,-0.74,-0.70,-4.57,1.95,1.28,-133.70,0.19,571,1,0,0
73241,95005.64,541.99,542.13,-0.00,-0.73,-0.71,-4.56,2.00,1.15,-133.90,0.08,571,1,0,0
73277,95003.21,542.21,542.13,-0.00,-0.73,-0.71,-4.53,1.90,1.29,-134.07,0.10,571,1,0,0
73313,95000.41,542.55,542.13,-0.00,-0.74,-0.71,-4.39,1.95,1.34,-133.97,0.05,571,1,0,0
73349,95006.77,541.90,542.13,0.00,-0.73,-0.71,-4.73,1.67,1.21,-134.27,-0.11,571,1,0,0
73384,95003.21,542.45,542.13,-0.00,-0.74,-0.71,-4.68,1.87,1.17,-134.03,0.11,571,1,0,0
73424,95006.39,541.68,542.13,-0.00,-0.73,-0.71,-4.76,1.82,1.23,-134.07,0.22,571,1,0,0
73460,95001.16,542.39,542.13,0.00,-0.73,-0.71,-4.68,2.01,1.19,-133.89,-0.10,571,1,0,0
73496,95001.53,542.36,542.13,0.00,-0.73,-0.71,-4.65,1.85,1.21,-134.09,-0.18,571,1,0,0
73532,95000.78,542.36,542.13,0.00,-0.73,-0.71,-4.62,1.84,1.27,-133.83,0.00,571,1,0,0
73568,95006.02,541.96,542.13,0.00,-0.74,-0.71,-4.53,1.76,1.12,-133.98,-0.10,571,1,0,0
73604,95002.83,542.17,542.13,0.00,-0.73,-0.71,-4.66,1.85,1.08,-134.00,-0.14,571,1,0,0
73644,95003.21,542.45,542.13,-0.00,-0.73,-0.71,-4.40,1.79,1.08,-134.02,0.11,571,1,0,0
73679,95000.03,542.49,542.13,0.00,-0.74,-0.70,-4.49,1.93,1.27,-133.72,-0.07,571,1,0,0
73715,95002.49,542.27,542.13,0.01,-0.73,-0.70,-4.55,1.98,1.30,-133.70,-0.29,571,1,0,0
73751,95007.49,541.93,542.13,0.00,-0.73,-0.71,-4.73,1.91,1.23,-134.10,-0.15,571,1,0,0
73787,95012.38,541.40,542.13,0.00,-0.74,-0.71,-4.96,1.95,1.24,-133.92,-0.05,571,1,0,0
73823,95007.14,542.08,542.13,0.01,-0.73,-0.71,-4.98,1.96,1.44,-133.96,-0.40,571,1,0,0
73876,95004.34,542.11,542.13,0.01,-0.73,-0.71,-4.64,1.88,1.23,-134.11,-0.34,571,1,0,0
73912,95007.14,542.08,542.13,0.01,-0.74,-0.71,-4.52,1.80,1.03,-133.63,-0.29,571,1,0,0
73948,95001.53,542.36,542.13,0.00,-0.73,-0.71,-4.39,1.95,1.22,-134.23,-0.07,571,1,0,0
73984,95001.88,542.32,542.13,-0.00,-0.73,-0.71,-4.62,1.79,1.24,-133.94,0.04,571,1,0,0
74019,95003.59,542.17,542.13,0.00,-0.74,-0.69,-4.65,1.92,1.14,-133.35,-0.12,571,1,0,0
74064,95003.21,542.21,542.13,0.00,-0.74,-0.71,-4.82,1.98,1.14,-133.93,-0.21,571,1,0,0
74104,95001.53,542.36,542.13,0.00,-0.73,-0.71,-4.67,1.85,1.39,-134.14,-0.10,571,1,0,0
74140,95001.88,542.36,542.13,0.00,-0.73,-0.71,-4.88,1.95,1.11,-134.48,-0.23,571,1,0,0
74176,95002.63,542.26,542.13,-0.00,-0.73,-0.71,-4.62,1.81,1.26,-133.97,0.07,571,1,0,0
74212,95002.25,542.11,542.13,0.00,-0.74,-0.71,-4.49,1.81,1.00,-133.94,-0.26,571,1,0,0
74248,95005.82,541.98,542.13,0.01,-0.73,-0.71,-4.45,1.86,1.34,-134.27,-0.36,571,1,0,0
74288,95004.69,542.08,542.13,0.01,-0.73,-0.71,-4.73,1.95,1.39,-134.07,-0.39,571,1,0,0
74323,94999.83,542.50,542.13,0.00,-0.74,-0.71,-4.60,1.85,1.39,-133.90,-0.15,571,1,0,0
74359,95010.67,542.08,542.13,-0.00,-0.73,-0.71,-4.68,1.90,1.05,-134.08,0.04,571,1,0,0
74395,95004.69,542.08,542.13,0.00,-0.73,-0.71,-4.65,1.81,1.26,-134.07,-0.23,571,1,0,0
74431,95007.86,542.29,542.13,0.00,-0.72,-0.71,-4.75,1.78,1.17,-134.42,-0.22,571,1,0,0
74467,95002.25,542.29,542.13,-0.01,-0.74,-0.71,-4.69,1.99,1.17,-133.80,0.32,571,1,0,0
74507,95008.99,541.70,542.13,-0.00,-0.74,-0.70,-4.61,1.85,1.29,-133.65,0.14,571,1,0,0
74543,95004.34,542.11,542.13,-0.00,-0.74,-0.70,-4.55,1.88,1.11,-133.76,0.01,571,1,0,0
74578,95009.95,542.36,542.13,-0.00,-0.74,-0.71,-4.44,1.82,0.98,-134.01,0.03,571,1,0,0
74613,95003.00,542.23,542.13,-0.01,-0.74,-0.70,-4.59,1.97,1.18,-133.59,0.38,571,1,0,0
74649,95005.44,542.01,542.13,-0.01,-0.73,-0.71,-4.76,1.75,1.17,-134.10,0.33,571,1,0,0
74685,95007.86,541.80,542.13,-0.00,-0.74,-0.71,-4.71,1.87,1.20,-133.87,0.01,571,1,0,0
74725,95002.63,541.98,542.13,0.00,-0.73,-0.70,-4.93,1.95,1.21,-133.65,-0.15,571,1,0,0
74760,95008.24,541.77,542.13,-0.00,-0.73,-0.72,-4.82,1.91,1.10,-134.34,0.18,571,1,0,0
74796,95003.00,541.73,542.13,-0.00,-0.73,-0.71,-4.61,1.98,1.29,-133.83,0.22,571,1,0,0
74831,95005.82,541.98,542.13,0.00,-0.74,-0.70,-4.62,1.71,1.34,-133.43,-0.12,571,1,0,0
74867,95003.38,542.19,542.13,-0.00,-0.74,-0.71,-4.61,1.95,1.27,-133.81,0.08,571,1,0,0
74903,95003.38,541.64,542.13,-0.00,-0.73,-0.71,-4.55,1.92,1.15,-134.10,0.25,571,1,0,0
74942,95003.00,541.95,542.13,0.01,-0.73,-0.70,-4.53,1.70,1.13,-133.80,-0.38,571,1,0,0
74979,95003.38,542.19,542.13,-0.00,-0.73,-0.71,-4.67,1.82,1.19,-134.27,0.01,571,1,0,0
75015,95005.07,542.04,542.13,0.01,-0.73,-0.71,-4.71,1.87,1.19,-134.02,-0.41,571,1,0,0
75051,95003.71,542.16,542.13,-0.00,-0.73,-0.71,-4.65,1.83,1.21,-134.05,0.19,571,1,0,0
75087,95008.24,541.77,542.12,-0.00,-0.74,-0.71,-4.54,1.94,1.22,-133.97,0.04,571,1,0,0
75123,95000.21,542.47,542.13,0.00,-0.74,-0.70,-4.71,1.86,1.11,-133.53,-0.18,571,1,0,0
75163,95005.82,541.85,542.12,0.00,-0.73,-0.71,-4.55,1.94,1.21,-134.13,-0.04,571,1,0,0
75199,95010.67,541.55,542.12,-0.00,-0.74,-0.71,-4.75,1.76,1.34,-133.75,0.14,571,1,0,0
75235,95003.38,542.50,542.12,0.00,-0.73,-0.70,-4.90,1.89,1.07,-133.79,-0.19,571,1,0,0
