t,p,alt,KMF,ax,ay,az,gx,gy,gz,roll,pitch,RAM,Launch,Apo,Land
75272,94999.46,542.54,542.13,0.00,-0.74,-0.71,-4.90,1.95,1.46,-133.82,-0.05,571,1,0,0
75308,95003.71,541.92,542.12,-0.00,-0.73,-0.70,-4.69,1.75,1.24,-133.81,0.22,571,1,0,0
75343,95012.11,541.43,542.12,-0.01,-0.74,-0.71,-4.55,1.72,1.23,-133.78,0.36,571,1,0,0
75383,95000.58,542.44,542.12,-0.01,-0.73,-0.70,-4.43,2.10,1.24,-133.98,0.30,571,1,0,0
75419,95003.71,542.16,542.12,0.00,-0.73,-0.70,-4.52,1.81,0.99,-133.80,-0.10,571,1,0,0
75456,95000.89,542.41,542.12,-0.01,-0.74,-0.70,-4.39,2.01,1.35,-133.61,0.40,571,1,0,0
75492,95005.82,541.98,542.12,0.00,-0.74,-0.71,-4.73,1.98,1.06,-133.99,-0.07,571,1,0,0
75528,94999.46,541.98,542.12,0.00,-0.74,-0.71,-4.82,1.78,1.26,-134.06,-0.01,571,1,0,0
75564,95002.63,542.26,542.12,-0.00,-0.73,-0.71,-4.95,1.89,1.32,-134.15,0.14,571,1,0,0
75603,95003.00,542.23,542.12,0.00,-0.73,-0.71,-4.71,2.04,1.38,-133.92,-0.04,571,1,0,0
75640,95006.50,542.41,542.13,0.01,-0.74,-0.71,-4.70,1.79,1.09,-133.66,-0.31,571,1,0,0
75676,95004.08,542.13,542.13,-0.00,-0.74,-0.71,-4.59,1.96,1.22,-133.90,0.22,571,1,0,0
75712,94997.77,542.68,542.13,-0.00,-0.73,-0.71,-4.56,1.88,1.06,-134.26,0.14,571,1,0,0
75748,95001.64,542.35,542.13,0.00,-0.74,-0.71,-4.49,1.69,1.28,-133.82,-0.18,571,1,0,0
75785,95003.71,542.16,542.13,0.01,-0.74,-0.71,-4.47,1.86,1.24,-134.03,-0.31,571,1,0,0
75838,95004.08,542.13,542.13,0.00,-0.74,-0.71,-4.71,1.83,1.18,-133.85,-0.26,571,1,0,0
75874,95002.75,542.25,542.13,0.01,-0.73,-0.70,-4.61,1.85,1.06,-133.52,-0.35,571,1,0,0
75910,95004.46,542.13,542.13,-0.00,-0.73,-0.70,-4.71,1.88,1.10,-133.99,0.25,571,1,0,0
75947,94998.09,542.66,542.13,-0.00,-0.73,-0.71,-4.59,1.87,1.16,-134.07,0.01,571,1,0,0
75982,95005.21,542.10,542.13,0.00,-0.73,-0.71,-4.61,1.89,1.24,-134.11,-0.18,571,1,0,0
76018,95002.02,542.31,542.13,0.00,-0.74,-0.70,-4.63,1.85,1.27,-133.69,-0.14,571,1,0,0
76067,95003.38,542.19,542.13,0.01,-0.73,-0.71,-4.75,1.80,1.26,-133.98,-0.32,571,1,0,0
76103,95004.46,542.07,542.13,0.00,-0.74,-0.71,-4.72,1.88,1.37,-134.00,-0.05,571,1,0,0
76139,95004.83,542.07,542.13,0.00,-0.74,-0.70,-4.68,1.81,1.30,-133.75,-0.07,571,1,0,0
76175,95007.63,541.82,542.13,-0.00,-0.73,-0.71,-4.68,1.86,1.29,-134.05,0.05,571,1,0,0
76212,95002.75,542.25,542.13,0.01,-0.74,-0.70,-4.52,1.82,1.40,-133.57,-0.51,571,1,0,0
76252,95001.64,542.35,542.13,0.00,-0.74,-0.71,-4.82,1.86,1.16,-133.82,0.00,571,1,0,0
76288,95007.63,541.82,542.13,0.01,-0.73,-0.70,-4.66,1.95,1.22,-133.93,-0.30,571,1,0,0
76323,95005.21,542.07,542.13,0.00,-0.74,-0.70,-4.49,1.89,1.27,-133.72,-0.18,571,1,0,0
76359,95001.64,542.35,542.13,0.01,-0.73,-0.71,-4.61,1.75,1.08,-134.07,-0.42,571,1,0,0
76395,95004.83,542.10,542.13,0.00,-0.74,-0.71,-4.65,1.82,1.18,-134.01,-0.07,571,1,0,0
76432,94999.94,542.49,542.13,-0.01,-0.74,-0.70,-4.70,2.00,1.07,-133.44,0.33,571,1,0,0
76472,95005.21,542.03,542.13,0.00,-0.74,-0.71,-4.52,1.88,1.18,-133.99,-0.01,571,1,0,0
76508,95004.46,542.10,542.13,-0.00,-0.73,-0.71,-4.67,1.72,1.23,-134.31,0.15,571,1,0,0
76544,95005.92,541.97,542.13,-0.00,-0.74,-0.71,-4.75,1.92,1.23,-133.82,0.08,571,1,0,0
76579,95002.39,542.28,542.13,0.00,-0.73,-0.71,-4.66,1.82,1.47,-134.20,-0.11,571,1,0,0
76615,95005.92,541.94,542.13,0.00,-0.73,-0.70,-4.76,1.74,1.34,-133.52,-0.25,571,1,0,0
76652,95002.39,542.28,542.13,0.00,-0.74,-0.71,-4.69,1.65,1.21,-133.96,-0.04,571,1,0,0
76692,95005.92,541.97,542.13,0.00,-0.74,-0.70,-4.77,1.91,1.23,-133.58,-0.14,571,1,0,0
76728,95012.28,541.97,542.13,0.00,-0.74,-0.71,-4.69,1.95,1.09,-133.75,-0.12,571,1,0,0
76764,95002.75,542.25,542.13,0.00,-0.74,-0.70,-4.71,1.69,1.00,-133.81,-0.15,571,1,0,0
76800,95008.73,541.72,542.13,0.00,-0.74,-0.71,-4.62,1.94,1.21,-133.66,-0.18,571,1,0,0
76836,95000.69,542.43,542.13,0.00,-0.73,-0.71,-4.67,1.94,1.27,-134.03,-0.16,571,1,0,0
76872,94999.94,542.49,542.13,0.00,-0.74,-0.71,-4.59,2.07,1.14,-133.96,-0.20,571,1,0,0
76912,95005.55,542.00,542.13,-0.00,-0.73,-0.71,-4.67,1.81,1.24,-133.91,0.21,571,1,0,0
76948,95003.12,542.00,542.13,0.00,-0.73,-0.71,-4.71,2.11,1.11,-134.09,-0.05,571,1,0,0
76984,95011.16,541.51,542.13,0.01,-0.73,-0.70,-4.55,1.75,1.21,-133.88,-0.44,571,1,0,0
77020,95003.50,541.69,542.13,-0.00,-0.73,-0.71,-4.59,1.77,1.33,-134.09,0.03,571,1,0,0
77056,95006.67,541.90,542.13,0.00,-0.74,-0.71,-4.65,2.00,1.25,-133.92,-0.25,571,1,0,0
77092,94998.64,542.61,542.13,0.00,-0.74,-0.71,-4.56,1.82,1.14,-133.83,-0.15,571,1,0,0
77132,95003.12,542.22,542.13,0.00,-0.74,-0.70,-4.59,1.79,1.05,-133.64,-0.21,571,1,0,0
77168,95003.87,542.15,542.13,0.00,-0.74,-0.71,-4.74,1.97,1.24,-133.67,0.00,571,1,0,0
77204,95006.67,541.90,542.13,0.00,-0.74,-0.71,-4.88,1.82,1.22,-133.93,-0.01,571,1,0,0
77240,95003.50,542.22,542.13,-0.00,-0.74,-0.71,-4.75,1.81,1.21,-133.86,0.03,571,1,0,0
77276,95003.50,542.18,542.13,0.00,-0.74,-0.71,-4.80,1.79,1.10,-133.58,-0.05,571,1,0,0
77312,95006.30,542.92,542.13,0.00,-0.74,-0.71,-4.88,1.87,1.11,-133.92,-0.01,571,1,0,0
77351,95001.07,542.40,542.13,0.01,-0.74,-0.71,-4.72,1.94,1.37,-133.95,-0.33,571,1,0,0
77387,95005.92,541.97,542.13,0.01,-0.73,-0.71,-4.72,1.95,1.28,-133.91,-0.37,571,1,0,0
77424,95000.69,542.43,542.13,0.00,-0.74,-0.71,-4.70,1.73,1.08,-133.91,-0.26,571,1,0,0
77460,95007.37,541.94,542.13,0.00,-0.73,-0.71,-4.80,1.91,1.13,-134.04,-0.21,571,1,0,0
77496,95002.13,542.30,542.13,0.00,-0.74,-0.71,-4.75,1.84,1.24,-133.85,-0.12,571,1,0,0
77532,95005.55,541.87,542.13,-0.00,-0.73,-0.71,-4.74,1.87,1.14,-134.01,0.01,571,1,0,0
77572,95004.57,542.55,542.13,0.01,-0.73,-0.71,-4.61,1.90,1.26,-134.00,-0.56,571,1,0,0
77607,95001.44,542.36,542.13,-0.00,-0.74,-0.70,-4.63,1.95,1.27,-133.70,0.25,571,1,0,0
77643,95001.44,542.36,542.13,-0.00,-0.73,-0.71,-4.62,1.91,1.25,-134.04,0.08,571,1,0,0
77680,95007.05,541.87,542.13,0.00,-0.73,-0.71,-4.63,1.88,1.21,-134.07,-0.08,571,1,0,0
77716,95001.75,542.33,542.13,-0.00,-0.74,-0.71,-4.59,1.83,1.36,-133.85,0.08,571,1,0,0
77765,95007.37,541.84,542.13,0.00,-0.73,-0.70,-4.75,1.70,1.29,-133.69,-0.01,571,1,0,0
77805,95002.89,542.24,542.13,-0.00,-0.73,-0.70,-4.72,1.88,1.23,-133.63,0.03,571,1,0,0
77841,95008.12,541.81,542.13,0.00,-0.73,-0.71,-4.65,1.86,1.30,-133.95,-0.04,571,1,0,0
77878,95002.13,542.30,542.13,-0.00,-0.74,-0.71,-4.69,1.77,1.17,-133.78,0.05,571,1,0,0
77914,95008.12,541.96,542.13,-0.00,-0.73,-0.71,-5.21,1.89,1.17,-134.36,0.16,571,1,0,0
77949,95010.17,541.60,542.13,-0.00,-0.73,-0.70,-7.56,1.75,1.14,-133.95,0.22,571,1,0,0
77985,95005.32,542.02,542.13,0.00,-0.70,-0.72,-10.67,1.78,1.27,-135.84,-0.18,571,1,0,0
78025,95005.32,542.02,542.13,0.00,-0.72,-0.71,-9.20,1.51,1.40,-134.58,-0.06,571,1,0,0
78061,94999.33,542.55,542.13,-0.01,-0.73,-0.70,-4.58,1.73,1.08,-133.59,0.41,571,1,0,0
78106,95007.75,541.81,542.13,0.01,-0.73,-0.71,1.12,2.48,0.82,-134.42,-0.40,571,1,0,0
78142,95008.12,541.78,542.13,-0.01,-0.72,-0.71,10.50,1.44,0.54,-134.45,0.80,571,1,0,0
78178,95008.12,541.78,542.13,-0.00,-0.80,-0.72,2.98,3.07,-1.53,-131.83,0.17,571,1,0,0
78218,95004.94,542.05,542.13,-0.00,-0.77,-0.60,43.50,10.86,-1.40,-127.62,0.03,571,1,0,0
78254,95002.13,542.02,542.13,-0.00,-0.82,-0.67,61.14,4.88,1.79,-129.47,0.20,571,1,0,0
78290,95003.26,542.20,542.13,0.02,-0.91,-0.66,63.00,2.01,0.46,-126.18,-1.02,571,1,0,0
78326,95006.07,541.71,542.13,0.03,-0.89,-0.58,76.77,2.08,2.89,-123.29,-1.64,571,1,0,0
78362,95004.57,542.09,542.13,-0.01,-0.88,-0.61,60.34,1.50,6.52,-125.10,0.60,571,1,0,0
78398,95000.08,542.48,542.13,-0.02,-0.91,-0.54,27.03,2.69,6.20,-120.80,1.34,571,1,0,0
78438,94999.71,542.51,542.13,0.03,-0.91,-0.42,44.62,6.52,0.50,-115.05,-1.70,571,1,0,0
78474,95005.69,541.96,542.13,0.00,-0.89,-0.42,94.03,9.77,-2.81,-115.50,-0.29,571,1,0,0
78510,95002.13,542.30,542.13,0.01,-0.95,-0.33,118.48,11.69,-1.10,-109.20,-0.29,571,1,0,0
78546,95002.51,541.75,542.13,0.02,-0.95,-0.33,130.60,12.50,-0.55,-109.02,-1.41,571,1,0,0
78582,95003.26,542.20,542.13,0.03,-0.96,-0.20,149.13,10.64,-0.28,-102.01,-1.83,571,1,0,0
78618,95008.50,542.24,542.13,-0.00,-0.97,-0.17,191.63,7.55,0.18,-99.62,0.01,571,1,0,0
78658,95006.78,541.89,542.13,0.01,-0.81,-0.20,96.37,4.80,2.98,-104.15,-0.89,571,1,0,0
78694,95002.13,542.30,542.13,-0.00,-0.99,0.20,72.35,0.51,4.74,-78.56,0.14,571,1,0,0
78730,95004.36,542.11,542.13,0.02,-0.97,0.15,143.51,5.10,3.33,-80.93,-1.18,571,1,0,0
78766,95004.36,542.14,542.13,0.04,-0.93,0.08,99.81,3.80,5.22,-85.35,-2.46,571,1,0,0
78802,95009.22,541.68,542.13,0.06,-0.96,0.25,59.76,3.43,2.47,-75.55,-3.21,571,1,0,0
78838,95003.61,542.14,542.13,0.03,-0.96,0.34,98.88,9.75,-2.33,-70.63,-1.67,571,1,0,0
78877,95000.46,542.20,542.13,-0.04,-0.86,0.36,83.63,13.04,-5.78,-67.34,2.32,571,1,0,0
78914,95003.26,542.20,542.13,-0.02,-0.85,0.38,47.08,13.37,-3.40,-65.76,1.46,571,1,0,0
78950,95003.61,542.17,542.13,0.07,-0.85,0.52,56.64,5.29,-4.23,-58.73,-3.76,571,1,0,0
78986,95006.78,541.96,542.13,0.02,-0.80,0.35,21.47,0.83,-2.34,-66.48,-1.12,571,1,0,0
79022,95006.41,541.93,542.13,-0.01,-0.85,0.40,-35.84,-0.26,-1.92,-64.95,0.76,571,1,0,0
79057,95005.11,542.17,542.13,-0.02,-0.88,0.47,-42.38,-1.75,-3.57,-62.13,1.42,571,1,0,0
79097,94997.65,542.35,542.13,0.04,-0.88,0.42,-4.57,0.12,-4.46,-64.65,-2.08,571,1,0,0
79133,94995.19,542.91,542.13,0.08,-0.87,0.44,74.99,7.10,-7.51,-63.10,-4.90,571,1,0,0
79169,94997.28,542.73,542.13,0.04,-0.84,0.47,118.86,9.07,-3.62,-60.60,-2.59,571,1,0,0
79205,95006.78,541.89,542.13,0.06,-0.82,0.70,99.41,3.75,0.23,-49.31,-3.10,571,1,0,0
79241,95001.93,542.32,542.13,0.05,-0.72,0.72,51.64,8.23,-1.33,-45.09,-2.79,571,1,0,0
79277,95001.93,542.45,542.13,0.04,-0.70,0.58,60.79,5.10,-5.59,-50.22,-2.79,571,1,0,0
79316,94998.37,542.14,542.13,-0.00,-0.68,0.66,57.38,-0.64,-2.82,-45.97,0.25,571,1,0,0
79352,94999.13,542.56,542.13,-0.03,-0.69,0.69,107.08,-5.01,-4.82,-45.15,1.54,571,1,0,0
79389,95001.55,542.35,542.13,0.02,-0.57,0.69,101.59,-9.83,-3.04,-39.75,-1.20,571,1,0,0
79425,94998.75,542.60,542.13,0.07,-0.57,0.79,68.44,-15.43,2.33,-35.88,-4.09,571,1,0,0
79461,95001.55,542.35,542.13,0.07,-0.54,0.85,70.99,-14.57,8.73,-32.47,-4.02,571,1,0,0
79497,95003.99,542.04,542.13,0.10,-0.50,0.82,60.63,-12.23,13.80,-31.19,-6.09,571,1,0,0
79537,95007.16,542.42,542.13,0.10,-0.51,0.97,35.77,-5.03,19.71,-27.70,-5.41,571,1,0,0
79572,95007.91,541.80,542.13,0.09,-0.40,1.00,13.27,8.83,20.68,-21.79,-5.01,571,1,0,0
79608,95009.22,542.66,542.13,0.11,-0.36,0.93,11.15,20.25,14.32,-21.20,-6.51,571,1,0,0
79644,95009.97,541.62,542.13,0.06,-0.41,0.88,19.87,27.36,9.94,-25.02,-3.61,571,1,0,0
79680,95006.41,541.93,542.13,0.01,-0.35,0.83,42.43,27.34,7.90,-22.89,-0.85,571,1,0,0
79730,95003.26,541.96,542.13,-0.02,-0.36,0.83,52.73,20.20,5.20,-23.62,0.98,571,1,0,0
79769,94998.75,542.60,542.13,-0.01,-0.35,0.84,6.98,9.51,5.62,-22.43,0.89,571,1,0,0
79806,95003.03,542.22,542.13,-0.02,-0.30,0.88,10.64,-4.13,2.44,-18.53,1.37,571,1,0,0
79842,95005.46,542.01,542.13,-0.03,-0.30,0.94,24.94,-6.05,2.07,-17.96,1.72,571,1,0,0
79878,94998.75,542.48,542.13,0.00,-0.27,0.94,10.69,-7.98,2.04,-16.10,-0.20,571,1,0,0
79913,95010.72,541.55,542.13,-0.03,-0.25,0.92,33.48,-8.57,-1.24,-15.14,1.77,571,1,0,0
79949,95003.99,542.14,542.13,-0.04,-0.18,0.96,40.51,-9.12,-5.21,-10.44,2.08,571,1,0,0
79989,95004.74,542.07,542.13,0.03,-0.21,0.90,32.64,-7.64,-8.35,-13.27,-1.81,571,1,0,0
80025,95002.65,542.26,542.13,0.04,-0.22,0.94,16.86,-8.00,-8.61,-13.39,-2.09,571,1,0,0
80061,95007.91,541.80,542.13,0.03,-0.19,1.02,5.18,-8.99,-6.57,-10.31,-1.85,571,1,0,0
80097,95007.53,541.83,542.13,0.05,-0.19,0.98,29.11,-7.36,-4.84,-11.02,-2.63,571,1,0,0
80142,95005.83,541.98,542.13,0.06,-0.17,0.94,-7.90,-8.90,-3.35,-10.28,-3.81,571,1,0,0
80178,94997.42,542.44,542.13,0.05,-0.16,0.99,-24.86,-8.22,-2.83,-9.19,-2.80,571,1,0,0
80218,95002.65,541.45,542.13,0.04,-0.17,0.97,-1.03,-5.56,-3.08,-9.91,-2.54,571,1,0,0
80253,95006.18,541.95,542.13,0.08,-0.17,0.92,-10.00,-3.10,-2.03,-10.71,-4.78,571,1,0,0
80289,95003.03,542.22,542.13,0.07,-0.18,0.94,-2.69,-0.46,-1.05,-10.87,-4.07,571,1,0,0
80325,95003.03,542.22,542.13,0.09,-0.17,0.95,20.61,4.33,-1.79,-10.20,-5.20,571,1,0,0
80361,95007.28,541.85,542.13,0.08,-0.16,0.94,10.06,7.39,-1.15,-9.69,-4.80,571,1,0,0
80401,95010.46,541.57,542.13,0.05,-0.11,0.97,11.02,9.86,1.63,-6.35,-3.00,571,1,0,0
80437,95006.93,542.28,542.13,0.07,-0.12,0.96,15.58,11.61,0.00,-7.35,-3.98,571,1,0,0
80473,95009.74,541.63,542.13,0.07,-0.15,0.95,-6.52,10.57,0.95,-8.81,-3.92,571,1,0,0
80508,95006.93,541.88,542.13,0.04,-0.12,0.95,3.62,10.50,2.11,-7.24,-2.26,571,1,0,0
80544,95006.93,541.88,542.13,0.04,-0.07,0.91,31.31,9.13,4.14,-4.32,-2.29,571,1,0,0
80580,95007.28,541.85,542.12,0.04,-0.10,0.97,7.80,3.85,5.73,-5.85,-2.40,571,1,0,0
80616,95008.03,542.19,542.13,0.00,-0.08,0.97,3.92,-1.01,5.06,-4.65,-0.04,571,1,0,0
80655,94997.42,541.98,542.12,0.03,-0.09,0.95,20.10,-3.88,2.49,-5.60,-1.62,571,1,0,0
80691,95002.05,542.31,542.13,0.05,-0.06,0.93,71.57,-4.59,0.56,-3.70,-2.84,571,1,0,0
80727,95007.65,541.82,542.12,0.05,0.02,1.02,151.68,-8.26,-0.18,1.21,-3.05,571,1,0,0
80762,95007.65,541.75,542.12,0.02,0.18,0.97,140.11,-7.40,0.50,10.23,-1.06,571,1,0,0
80798,95004.47,542.10,542.12,0.07,0.21,0.90,75.45,-4.97,0.12,13.09,-4.34,571,1,0,0
80834,95014.02,541.85,542.12,0.04,0.33,1.01,55.17,0.85,-2.13,17.88,-1.94,571,1,0,0
80874,95003.17,541.96,542.12,0.08,0.28,0.89,83.53,8.76,-8.49,17.48,-4.90,571,1,0,0
80910,95003.17,542.21,542.12,0.12,0.25,0.84,38.86,9.04,-8.25,16.95,-8.00,571,1,0,0
80946,95013.27,541.33,542.12,0.08,0.34,0.89,-2.05,11.25,-5.25,20.69,-4.77,571,1,0,0
80982,95010.83,541.47,542.12,0.00,0.38,1.08,34.73,14.05,-5.97,19.31,-0.18,571,1,0,0
81017,95010.83,541.54,542.12,0.07,0.38,0.90,28.38,13.69,-6.21,23.18,-4.21,571,1,0,0
81053,95005.60,541.96,542.12,0.06,0.39,0.89,22.12,11.73,-4.84,23.74,-3.33,571,1,0,0
81093,95002.42,542.28,542.12,-0.01,0.41,0.89,77.32,11.04,-0.11,24.71,0.62,571,1,0,0
81129,95009.13,541.69,542.12,-0.00,0.44,0.82,88.11,10.86,3.46,28.54,0.24,571,1,0,0
81165,95006.32,541.93,542.12,-0.02,0.45,0.74,37.72,7.06,4.82,31.23,1.09,571,1,0,0
81200,95008.78,542.00,542.12,-0.09,0.57,0.83,-18.21,5.97,2.90,34.70,5.05,571,1,0,0
81235,95003.17,542.21,542.12,-0.02,0.57,0.80,-10.19,4.18,-4.46,35.49,1.36,571,1,0,0
81271,95002.80,542.00,542.12,0.01,0.49,0.80,-44.69,1.88,-2.24,31.64,-0.34,571,1,0,0
81311,95003.52,542.18,542.12,0.02,0.39,0.85,-63.81,-0.40,4.30,24.76,-1.19,571,1,0,0
81347,95003.52,542.18,542.12,0.06,0.41,0.78,-75.69,-3.99,8.79,27.61,-3.59,571,1,0,0
81383,95003.75,542.16,542.12,0.02,0.37,0.93,-78.97,-7.13,9.99,21.63,-1.33,571,1,0,0
81419,95001.08,542.28,542.12,0.02,0.33,0.97,-57.37,-4.42,9.90,18.65,-1.28,571,1,0,0
81455,95006.32,541.93,542.12,0.05,0.31,0.93,-17.81,-2.02,6.52,18.23,-2.89,571,1,0,0
81490,95008.03,541.79,542.11,0.01,0.34,0.87,-19.04,-0.26,3.37,21.29,-0.70,571,1,0,0
