Time,Pascal,alt,KMF,ax,ay,az,Apo,Apo_KMF,v
65737,89612,518.35,518.64,164,-12212,-2544,0.09,0.01,0
65770,89612,518.35,518.64,1552,-12264,-3436,0,0,0
65807,89613,518.25,518.64,1720,-15484,-5924,0.1,0,0
65840,89613,518.25,518.63,820,-17148,-4984,0,0.01,0
65872,89613,518.25,518.63,852,-16984,-5116,0,0,0
65906,89613,518.25,518.62,1600,-22360,-4560,0,0.01,0
65939,89614,518.16,518.62,3492,-19276,-3880,0.09,0,0
65972,89615,518.07,518.61,2704,-17564,-2064,0.09,0.01,0
66004,89615,518.07,518.61,2312,-18588,-808,0,0,0
66037,89615,518.07,518.6,2240,-14204,-4244,0,0.01,0
66085,89615,518.07,518.59,1220,-16364,-452,0,0.01,0
66118,89615,518.07,518.59,1596,-16916,-1940,0,0,0
66155,89615,518.07,518.58,1612,-17216,-5112,0,0.01,0
66197,89615,518.07,518.58,2404,-15040,-2728,0,0,0
66230,89615,518.07,518.57,2700,-13708,-2860,0,0.01,0
66263,89614,518.16,518.57,2896,-15632,-2624,-0.09,0,0
66295,89614,518.16,518.56,2412,-15748,-3308,0,0.01,0
66328,89615,518.07,518.56,2364,-13916,-4980,0.09,0,0
66361,89615,518.07,518.55,2660,-10008,-8220,0,0.01,0
66394,89615,518.07,518.55,2660,-14136,-8728,0,0,0
66426,89615,518.07,518.54,1764,-13608,-5708,0,0.01,0
66459,89615,518.07,518.54,2936,-13632,-2912,0,0,0
66493,89615,518.07,518.53,1572,-14764,-3500,0,0.01,0
66529,89616,517.98,518.53,896,-15600,-3832,0.09,0,0
66562,89615,518.07,518.52,2556,-16480,-4292,-0.09,0.01,0
66595,89616,517.98,518.52,3220,-16136,-4648,0.09,0,0
66628,89616,517.98,518.51,1208,-17092,-3568,0,0.01,0
66661,89615,517.98,518.5,1284,-18812,-2316,0,0.01,0
66694,89615,518.07,518.5,2816,-16704,-2288,-0.09,0,0
66726,89615,518.07,518.5,3596,-15336,-1912,0,0,0
66759,89616,517.98,518.49,2332,-14900,212,0.09,0.01,0
66792,89616,517.98,518.48,2256,-16160,-156,0,0.01,0
66825,89616,517.98,518.48,-504,-17560,-612,0,0,0
66857,89616,517.98,518.47,-1452,-15820,1048,0,0.01,0
66894,89617,517.88,518.47,-768,-15216,1112,0.1,0,0
66927,89618,517.79,518.46,128,-15584,-32,0.09,0.01,0
66960,89618,517.79,518.45,736,-13836,1028,0,0.01,0
66993,89618,517.79,518.45,588,-14648,1116,0,0,0
67025,89618,517.79,518.44,2468,-15188,804,0,0.01,0
67058,89618,517.79,518.43,2680,-14424,-648,0,0.01,0
67091,89618,517.79,518.42,2476,-14248,-1660,0,0.01,0
67124,89619,517.7,518.42,1688,-15404,-1496,0.09,0,0
67156,89618,517.79,518.41,1952,-17520,-1324,-0.09,0.01,0
67189,89618,517.79,518.4,3204,-18632,16,0,0.01,0
67222,89618,517.79,518.4,3584,-18468,104,0,0,0
67259,89618,517.79,518.39,3532,-17268,372,0,0.01,0
67292,89618,517.79,518.38,3416,-16992,1080,0,0.01,0
67324,89618,517.79,518.38,3968,-17512,1580,0,0,0
67357,89618,517.79,518.37,4448,-18716,1916,0,0.01,0
67390,89618,517.79,518.36,3984,-18540,1516,0,0.01,0
67423,89618,517.79,518.36,3012,-17044,-44,0,0,0
67456,89618,517.79,518.35,2416,-17280,228,0,0.01,0
67488,89618,517.79,518.35,2412,-16676,932,0,0,0
67521,89618,517.79,518.34,2960,-15592,-992,0,0.01,0
67554,89618,517.79,518.33,3032,-14596,-956,0,0.01,0
67587,89618,517.79,518.33,2632,-13456,-504,0,0,0
67623,89619,517.7,518.32,2304,-12804,-976,0.09,0.01,0
67656,89619,517.7,518.31,3044,-12772,-436,0,0.01,0
67689,89619,517.7,518.31,2408,-12792,-988,0,0,0
67722,89619,517.7,518.3,3724,-14400,-476,0,0.01,0
67755,89619,517.7,518.29,2932,-14628,1720,0,0.01,0
67787,89619,517.7,518.29,1140,-15524,484,0,0,0
67820,89620,517.6,518.28,2772,-17308,716,0.1,0.01,0
67868,89620,517.6,518.27,2080,-18724,4056,0,0.01,0
67901,89620,517.6,518.26,1556,-20772,2860,0,0.01,0
67934,89620,517.6,518.26,3368,-18440,4008,0,0,0
67966,89620,517.6,518.25,2752,-16488,3672,0,0.01,0
68003,89620,517.6,518.24,2452,-18268,3540,0,0.01,0
68036,89620,517.6,518.24,488,-17708,2828,0,0,0
68069,89620,517.6,518.23,1320,-17592,1268,0,0.01,0
68119,89620,517.6,518.22,668,-19728,-2024,0,0.01,0
68152,89620,517.6,518.21,2400,-21512,-1624,0,0.01,0
68185,89620,517.6,518.21,3692,-25580,-1872,0,0,0
68217,89620,517.6,518.2,3288,-27676,-6588,0,0.01,0
68250,89619,517.7,518.2,4836,-32044,-5896,-0.1,0,0
68283,89620,517.6,518.19,3600,-32768,-2644,0.1,0.01,0
68316,89620,517.6,518.18,4500,-32768,-144,0,0.01,0
68353,89619,517.7,518.18,2760,-32768,3356,-0.1,0,0
68385,89619,517.7,518.17,4144,-32768,5356,0,0.01,0
68418,89619,517.7,518.17,5448,-32736,2232,0,0,0
68451,89619,517.7,518.16,-2108,-32336,5248,0,0.01,0
68484,89619,517.7,518.16,-7288,-24168,3208,0,0,0
68516,89619,517.7,518.15,6644,-3716,2348,0,0.01,0
68549,89619,517.7,518.15,3660,-828,-680,0,0,0
68582,89619,517.7,518.14,-264,1024,-1508,0,0.01,0
68615,89619,517.7,518.14,192,916,-1724,0,0,0
68646,89619,517.7,518.13,224,844,-1996,0,0.01,0
68679,89619,517.7,518.13,120,832,-2108,0,0,0
68712,89619,517.7,518.12,-24,748,-2048,0,0.01,0
68749,89619,517.7,518.12,-12,772,-2012,0,0,0
68782,89619,517.7,518.11,-16,776,-1968,0,0.01,0
68814,89619,517.7,518.11,124,716,-2116,0,0,0
68846,89619,517.7,518.1,-76,664,-1956,0,0.01,0
68879,89619,517.7,518.1,-224,512,-2176,0,0,0
68912,89618,517.79,518.1,-236,416,-2172,-0.09,0,0
68944,89618,517.79,518.09,-172,432,-2196,0,0.01,0
68977,89618,517.79,518.09,-188,376,-2272,0,0,0
69010,89618,517.79,518.09,-128,408,-2372,0,0,0
69043,89618,517.79,518.08,0,392,-2220,0,0.01,0
69075,89618,517.79,518.08,-52,284,-2320,0,0,0
69111,89617,517.88,518.08,68,384,-2400,-0.09,0,0
69144,89617,517.88,518.07,128,260,-2520,0,0.01,0
69177,89617,517.88,518.07,304,148,-2464,0,0,0
69209,89616,517.98,518.07,512,52,-2432,-0.1,0,0
69241,89616,517.98,518.07,384,-60,-2680,0,0,0
69274,89616,517.98,518.07,700,-164,-2572,0,0,0
69306,89617,517.88,518.07,732,-172,-2416,0.1,0,0
69339,89617,517.88,518.07,1228,-488,-2536,0,0,0
69371,89642,515.56,518.04,32767,32767,32767,2.32,0.03,-0.07
69404,89705,509.7,517.95,-20520,6248,5348,5.86,0.09,-0.18
69436,89736,506.82,517.81,-10836,2392,-2984,2.88,0.14,-0.09
69473,89757,504.86,517.61,-5664,7416,-4604,1.96,0.2,-0.05
69506,89770,503.66,517.34,-2212,3752,-9960,1.2,0.27,-0.04
69538,89778,502.91,516.99,-2100,1804,-10388,0.75,0.35,-0.02
69570,89782,502.54,516.54,-2768,264,-9140,0.37,0.45,-0.01
69603,89783,502.54,515.99,-996,-1092,-8912,0,0.55,0
69652,89783,502.45,515.34,-1620,-3648,-8208,0.09,0.65,0
69685,89782,502.54,514.6,2712,-32768,-17428,-0.09,0.74,0
69718,89780,502.73,513.79,3536,3116,-9320,-0.19,0.81,0.01
69749,89774,503.28,512.97,9728,32767,-32768,-0.55,0.82,0.02
69782,89761,503.28,512.13,-2692,880,5028,0,0.84,0
69815,89761,504.49,511.42,-9736,11128,-264,-1.21,0.71,0.04
69851,89752,505.33,510.84,26244,3888,-13840,-0.84,0.58,0.02
69884,89745,505.98,510.36,15056,7432,2240,-0.65,0.48,0.02
69917,89738,506.63,510.01,11244,-1576,-3592,-0.65,0.35,0.02
69950,89733,507.09,509.74,11148,-1232,6956,-0.46,0.27,0.01
69983,89728,507.56,509.54,13564,268,1856,-0.47,0.2,0.01
70025,89724,507.93,509.41,19164,2640,-636,-0.37,0.13,0.01
70057,89721,508.21,509.31,15452,-444,-380,-0.28,0.1,0.01
70091,89718,508.49,509.25,17168,1252,-792,-0.28,0.06,0.01
70124,89715,508.77,509.21,16760,1112,-636,-0.28,0.04,0.01
70157,89713,508.95,509.2,16960,568,-304,-0.18,0.01,0.01
70190,89710,509.23,509.2,16460,1312,120,-0.28,0,0.01
70226,89708,509.42,509.21,15952,164,368,-0.19,-0.01,0.01
70259,89706,509.6,509.23,16888,812,900,-0.18,-0.02,0.01
70292,89704,509.79,509.26,16264,616,-36,-0.19,-0.03,0.01
70325,89702,509.98,509.3,16796,852,12,-0.19,-0.04,0.01
70358,89699,510.25,509.34,16428,840,-152,-0.27,-0.04,0.01
70391,89699,510.25,509.39,16784,748,164,0,-0.05,0
70424,89697,510.44,509.43,16396,812,336,-0.19,-0.04,0.01
70457,89696,510.53,509.48,16220,756,480,-0.09,-0.05,0
70490,89694,510.72,509.54,16628,852,260,-0.19,-0.06,0.01
70522,89692,510.91,509.6,16680,888,84,-0.19,-0.06,0.01
70555,89690,511.09,509.66,16500,744,136,-0.18,-0.06,0.01
70588,89689,511.18,509.73,16516,728,168,-0.09,-0.07,0
70625,89687,511.37,509.8,16716,768,196,-0.19,-0.07,0.01
70658,89685,511.56,509.87,16432,760,176,-0.19,-0.07,0.01
70690,89683,511.74,509.95,16532,864,140,-0.18,-0.08,0.01
70723,89681,511.93,510.03,16428,848,356,-0.19,-0.08,0.01
70756,89680,512.02,510.11,16708,812,176,-0.09,-0.08,0
70790,89678,512.21,510.2,16516,792,48,-0.19,-0.09,0.01
70822,89678,512.21,510.28,16436,792,396,0,-0.08,0
70855,89676,512.4,510.36,16576,800,316,-0.19,-0.08,0.01
70888,89675,512.49,510.45,16572,888,92,-0.09,-0.09,0
70921,89674,512.58,510.54,16408,768,268,-0.09,-0.09,0
70953,89673,512.67,510.62,16588,808,232,-0.09,-0.08,0
70986,89672,512.76,510.71,16568,832,160,-0.09,-0.09,0
71023,89671,512.86,510.8,16628,860,232,-0.1,-0.09,0
71056,89670,512.95,510.89,16640,820,252,-0.09,-0.09,0
71089,89669,513.05,510.97,16532,864,216,-0.1,-0.08,0
71121,89666,513.32,511.07,16580,788,148,-0.27,-0.1,0.01
71154,89665,513.42,511.17,16500,788,264,-0.1,-0.1,0
71187,89663,513.6,511.27,16532,764,264,-0.18,-0.1,0.01
71220,89663,513.6,511.36,16532,892,268,0,-0.09,0
71252,89662,513.6,511.46,16480,768,212,0,-0.1,0
71285,89662,513.7,511.55,16508,888,352,-0.1,-0.09,0
71319,89661,513.79,511.64,16476,764,260,-0.09,-0.09,0
71352,89660,513.88,511.74,16548,812,352,-0.09,-0.1,0
71388,89657,514.16,511.84,16604,856,80,-0.28,-0.1,0.01
71437,89655,514.35,511.94,16620,876,268,-0.19,-0.1,0
71470,89655,514.35,512.04,16212,512,200,0,-0.1,0
71503,89655,514.35,512.14,16796,800,12,0,-0.1,0
71536,89654,514.44,512.24,16432,792,192,-0.09,-0.1,0
71569,89653,514.53,512.34,16804,776,68,-0.09,-0.1,0
71602,89653,514.53,512.43,16616,828,436,0,-0.09,0
71634,89652,514.63,512.52,16552,892,184,-0.1,-0.09,0
71667,89650,514.81,512.62,16632,732,192,-0.18,-0.1,0.01
71700,89650,514.81,512.71,16372,976,336,0,-0.09,0
71733,89649,514.91,512.81,16404,656,204,-0.1,-0.1,0
71766,89648,515,512.9,16628,824,244,-0.09,-0.09,0
71802,89647,515.09,512.99,16652,1120,104,-0.09,-0.09,0
71835,89647,515.09,513.08,16532,880,280,0,-0.09,0
71868,89646,515.18,513.17,15204,5488,1612,-0.09,-0.09,0
71901,89646,515.18,513.26,19964,-2220,-5464,0,-0.09,0
71943,89645,515.28,513.34,19148,5008,2968,-0.1,-0.08,0
71976,89644,515.37,513.43,19824,3480,7184,-0.09,-0.09,0
72009,89644,515.37,513.51,22736,-1456,1688,0,-0.08,0
72042,89642,515.37,513.58,18612,-3076,5804,0,-0.07,0
72075,89642,515.56,513.67,17344,-2032,5192,-0.19,-0.09,0.01
72108,89641,515.65,513.75,16040,-4736,3300,-0.09,-0.08,0
72141,89641,515.65,513.83,14424,-6756,4836,0,-0.08,0
72177,89640,515.74,513.9,12272,-9068,3448,-0.09,-0.07,0
72211,89640,515.74,513.98,11544,-9900,3952,0,-0.08,0
72244,89640,515.74,514.05,10908,-11412,4316,0,-0.07,0
72276,89639,515.84,514.12,10900,-13532,3760,-0.1,-0.07,0
72309,89639,515.84,514.19,8048,-13524,3180,0,-0.07,0
72342,89639,515.84,514.26,6024,-15004,1868,0,-0.07,0
72376,89639,515.84,514.32,7472,-14792,1856,0,-0.06,0
72409,89639,515.84,514.38,4328,-13356,2092,0,-0.06,0
72441,89639,515.84,514.43,3976,-15636,2348,0,-0.05,0
72474,89639,515.84,514.49,5368,-14324,1400,0,-0.06,0
72507,89639,515.84,514.54,2216,-16240,608,0,-0.05,0
72544,89639,515.84,514.59,3848,-16584,-1484,0,-0.05,0
72577,89639,515.84,514.63,2384,-15732,-2712,0,-0.04,0
72610,89638,515.93,514.68,1152,-15736,-2940,-0.09,-0.05,0
72643,89636,516.11,514.73,560,-16136,-5268,-0.18,-0.05,0.01
72676,89636,516.11,514.78,604,-16696,-5128,0,-0.05,0
72709,89636,516.11,514.83,2048,-14032,-5880,0,-0.05,0
72741,89636,516.11,514.87,-2944,-14088,-12344,0,-0.04,0
72775,89636,516.11,514.92,-1684,-15284,-10768,0,-0.05,0
72808,89634,516.3,514.96,2012,-12936,-6704,-0.19,-0.04,0.01
72841,89634,516.3,515.01,-440,-10860,-5636,0,-0.05,0
72873,89634,516.3,515.05,-2992,-12724,-6708,0,-0.04,0
72910,89633,516.39,515.1,464,-15360,-4288,-0.09,-0.05,0
72944,89632,516.49,515.14,1600,-11220,-4328,-0.1,-0.04,0
72977,89632,516.49,515.19,-4976,-13516,-10112,0,-0.05,0
73010,89632,516.49,515.23,-3608,-20620,-7048,0,-0.04,0
73042,89631,516.58,515.28,2576,-18028,-1560,-0.09,-0.05,0
73076,89631,516.58,515.32,-2068,-16380,-4964,0,-0.04,0
73109,89630,516.67,515.36,-3760,-20876,-4808,-0.09,-0.04,0
73142,89629,516.77,515.41,1128,-23992,-316,-0.1,-0.05,0
73175,89629,516.77,515.45,4992,-20276,6020,0,-0.04,0
73224,89629,516.77,515.49,756,-14160,-4808,0,-0.04,0
73261,89629,516.77,515.53,-7176,-12716,-22024,0,-0.04,0
73293,89628,516.86,515.57,-7580,-14108,-11640,-0.09,-0.04,0
73327,89627,516.95,515.62,14368,-17300,-6648,-0.09,-0.05,0
73360,89626,517.04,515.66,17852,-14396,6032,-0.09,-0.04,0
73393,89625,517.14,515.71,5816,-11604,7364,-0.1,-0.05,0
73425,89624,517.23,515.75,-2188,-11508,-8788,-0.09,-0.04,0
73459,89624,517.23,515.8,-13884,-7080,-12964,0,-0.05,0
73492,89624,517.23,515.84,-13564,-12112,-14076,0,-0.04,0
73525,89624,517.23,515.88,4664,-17688,-5412,0,-0.04,0
73558,89623,517.32,515.93,4680,-24280,8844,-0.09,-0.05,0
73591,89623,517.32,515.97,6576,-15436,13356,0,-0.04,0
73627,89624,517.23,516.01,-76,-13128,-1124,0.09,-0.04,0
73661,89624,517.23,516.05,-5076,-14040,-17000,0,-0.04,0
73694,89624,517.23,516.08,-7176,-14192,-14524,0,-0.03,0
73726,89624,517.23,516.12,-488,-14608,-6772,0,-0.04,0
73759,89623,517.32,516.15,4168,-17256,3640,-0.09,-0.03,0
73792,89623,517.32,516.19,6344,-13084,12900,0,-0.04,0
73826,89623,517.32,516.22,3172,-14844,6364,0,-0.03,0
73867,89623,517.32,516.25,-2980,-12364,-8104,0,-0.03,0
73901,89623,517.32,516.28,-8644,-12368,-13004,0,-0.03,0
73933,89622,517.42,516.31,-7216,-13136,-12052,-0.1,-0.03,0
73970,89621,517.51,516.35,-1720,-16880,-7032,-0.09,-0.04,0
74003,89621,517.51,516.38,896,-19152,-1880,0,-0.03,0
74036,89621,517.51,516.41,1268,-17876,1348,0,-0.03,0
74068,89620,517.6,516.45,1056,-16748,524,-0.09,-0.04,0
74102,89620,517.6,516.48,408,-14820,-1224,0,-0.03,0
74135,89619,517.7,516.51,-1700,-13484,-2808,-0.1,-0.03,0
74168,89620,517.6,516.54,-2860,-13676,-4804,0.1,-0.03,0
74201,89620,517.6,516.57,-3572,-13964,-6048,0,-0.03,0
74233,89620,517.6,516.6,-4500,-13816,-6300,0,-0.03,0
74267,89619,517.7,516.63,-4808,-13436,-5740,-0.1,-0.03,0
74300,89619,517.7,516.66,-4124,-14312,-4712,0,-0.03,0
74337,89618,517.79,516.69,-3116,-13500,-2548,-0.09,-0.03,0
74370,89618,517.79,516.71,-3688,-13496,-2140,0,-0.02,0
74402,89617,517.88,516.75,-3468,-14208,-2200,-0.09,-0.04,0
74435,89617,517.88,516.78,-2828,-15196,-1548,0,-0.03,0
74469,89618,517.79,516.8,-2652,-16748,-888,0.09,-0.02,0
74502,89617,517.88,516.83,-2584,-16512,-1176,-0.09,-0.03,0
74534,89617,517.88,516.86,-3364,-17084,-1912,0,-0.03,0
74567,89616,517.98,516.89,-1792,-16028,-1264,-0.1,-0.03,0
74600,89616,517.98,516.91,-1052,-17608,-1384,0,-0.02,0
74634,89616,517.98,516.94,536,-15872,-1484,0,-0.03,0
74670,89616,517.98,516.97,348,-16880,-3456,0,-0.03,0
74703,89617,517.88,516.99,-1700,-17268,-1224,0.1,-0.02,0
74736,89616,517.98,517.01,520,-16980,-484,-0.1,-0.02,0
74769,89616,517.98,517.04,108,-16316,-2940,0,-0.03,0
74802,89616,517.98,517.06,-1392,-20120,-6624,0,-0.02,0
74834,89616,517.98,517.08,2252,-16588,-4580,0,-0.02,0
74867,89616,517.98,517.11,680,-14588,-2580,0,-0.03,0
74901,89616,517.98,517.13,-796,-14088,-2264,0,-0.02,0
74934,89616,517.98,517.15,-2216,-14504,-2744,0,-0.02,0
74983,89616,517.98,517.17,396,-16568,-5052,0,-0.02,0
75016,89616,517.98,517.19,1288,-16964,-4796,0,-0.02,0
75053,89615,518.07,517.21,1212,-16756,-2928,-0.09,-0.02,0
75085,89614,518.16,517.23,1680,-15164,-3848,-0.09,-0.02,0
75118,89614,518.16,517.25,2300,-16432,-3444,0,-0.02,0
75151,89613,518.25,517.27,2348,-16476,-4104,-0.09,-0.02,0
75184,89613,518.25,517.3,1576,-16600,-5044,0,-0.03,0
75216,89613,518.25,517.32,1232,-17588,-6380,0,-0.02,0
75250,89612,518.35,517.34,1524,-16172,-4500,-0.1,-0.02,0
75283,89612,518.35,517.37,1612,-19392,-6432,0,-0.03,0
75316,89613,518.25,517.39,3328,-17628,-5948,0.1,-0.02,0
75348,89614,518.16,517.4,1992,-16508,-5572,0.09,-0.01,0
75381,89614,518.16,517.42,-300,-14604,-4872,0,-0.02,0
75418,89614,518.16,517.44,-404,-14684,-4684,0,-0.02,0
75452,89615,518.07,517.45,-288,-14864,-3464,0.09,-0.01,0
75485,89615,518.07,517.47,-304,-16128,-4332,0,-0.02,0
75517,89615,518.07,517.48,936,-17092,-4340,0,-0.01,0
75550,89615,518.07,517.49,1164,-16032,-2344,0,-0.01,0
75583,89615,518.07,517.5,-588,-14388,-1744,0,-0.01,0
75616,89615,518.07,517.52,-1188,-14604,-2392,0,-0.02,0
75649,89614,518.16,517.53,-288,-16536,-2432,-0.09,-0.01,0
75682,89614,518.16,517.54,-356,-15520,-2044,0,-0.01,0
75715,89614,518.16,517.55,-1404,-15164,-1808,0,-0.01,0
75748,89614,518.16,517.57,152,-14708,-2164,0,-0.02,0
75794,89614,518.16,517.58,-1292,-16056,-2128,0,-0.01,0
75827,89613,518.25,517.59,-2040,-15672,-3252,-0.09,-0.01,0
75859,89613,518.25,517.61,-1432,-16796,-3300,0,-0.02,0
75892,89614,518.16,517.62,-1040,-17788,-2856,0.09,-0.01,0
75925,89614,518.16,517.63,4,-16804,-2412,0,-0.01,0
75958,89614,518.16,517.64,-708,-16152,-2624,0,-0.01,0
75991,89614,518.16,517.65,-1540,-16400,-2972,0,-0.01,0
76024,89614,518.16,517.66,-472,-16968,-3868,0,-0.01,0
76057,89614,518.16,517.67,-72,-16136,-2764,0,-0.01,0
76090,89613,518.25,517.68,-180,-15776,-2096,-0.09,-0.01,0
76127,89613,518.25,517.69,-736,-15960,-2552,0,-0.01,0
76160,89613,518.25,517.7,-696,-15968,-2872,0,-0.01,0
76192,89614,518.16,517.71,-900,-16512,-1812,0.09,-0.01,0
76225,89614,518.16,517.72,-200,-17688,-2800,0,-0.01,0
76258,89614,518.16,517.72,-456,-16524,-2224,0,0,0
76292,89615,518.07,517.73,-464,-15340,-1436,0.09,-0.01,0
76324,89615,518.07,517.74,-616,-15156,-1648,0,-0.01,0
76357,89615,518.07,517.74,-32,-15208,-1892,0,0,0
76390,89615,518.07,517.75,696,-16520,-1532,0,-0.01,0
76423,89615,518.07,517.75,296,-14868,-1548,0,0,0
76455,89615,518.07,517.76,124,-13340,-1304,0,-0.01,0
76492,89615,518.07,517.76,-1164,-17204,-2340,0,0,0
76525,89615,518.07,517.77,-556,-16592,-1892,0,-0.01,0
76558,89615,518.07,517.77,204,-14572,-2348,0,0,0
76591,89615,518.07,517.78,-1004,-14992,-812,0,-0.01,0
76624,89615,518.07,517.78,-1108,-15680,-364,0,0,0
76657,89615,518.07,517.79,40,-15696,-672,0,-0.01,0
76690,89615,518.07,517.79,32,-15836,-896,0,0,0
76723,89614,518.16,517.8,-828,-15848,-1104,-0.09,-0.01,0
76771,89614,518.16,517.8,-188,-16748,-1380,0,0,0
76805,89614,518.16,517.81,344,-16904,-1780,0,-0.01,0
76837,89614,518.16,517.81,868,-18780,-2772,0,0,0
76873,89614,518.16,517.82,1916,-18208,-2816,0,-0.01,0
76907,89614,518.16,517.82,3372,-13212,2396,0,0,0
76940,89614,518.16,517.83,1224,-17292,-3964,0,-0.01,0
76973,89615,518.07,517.83,-480,-14688,-3572,0.09,0,0
77005,89615,518.07,517.84,496,-12756,-2960,0,-0.01,0
77038,89615,518.07,517.84,1024,-15536,-2736,0,0,0
77071,89615,518.07,517.84,552,-15916,-2864,0,0,0
77104,89615,518.07,517.85,536,-14056,-2824,0,-0.01,0
77136,89615,518.07,517.85,-1100,-14732,-2156,0,0,0
77169,89615,518.07,517.85,-1732,-13756,-2456,0,0,0
77206,89615,518.07,517.85,-332,-14308,-2508,0,0,0
77239,89615,518.07,517.86,536,-13668,-1680,0,-0.01,0
77272,89615,518.07,517.86,-872,-18244,-1124,0,0,0
77305,89615,518.07,517.86,-1420,-15512,-1396,0,0,0
77338,89615,518.07,517.87,2468,-15824,-10092,0,-0.01,0
77371,89615,518.07,517.87,-972,-19844,-492,0,0,0
77404,89614,518.16,517.87,1128,-18356,-3316,-0.09,0,0
77436,89614,518.16,517.88,2276,-18288,-1068,0,-0.01,0
77469,89614,518.16,517.88,2752,-17232,-6472,0,0,0
77502,89613,518.25,517.88,1540,-18044,-5512,-0.09,0,0
77535,89610,518.53,517.89,912,-15948,-3120,-0.28,-0.01,0.01
77572,89607,518.81,517.9,1664,-21932,-2300,-0.28,-0.01,0.01
77604,89605,519,517.92,-184,-17008,-2456,-0.19,-0.02,0.01
77637,89605,519,517.93,6072,-16936,-8004,0,-0.01,0
77670,89603,519.18,517.95,1160,-12720,-1880,-0.18,-0.02,0.01
77712,89595,519.93,517.97,8060,-18744,-11760,-0.75,-0.02,0.02
77745,89582,519.93,518,488,-16844,-2008,0,-0.03,0
77778,89582,521.14,518.04,-364,-16272,-1872,-1.21,-0.04,0.04
77811,89563,522.91,518.12,724,-16828,-988,-1.77,-0.08,0.05
77844,89535,525.51,518.24,-32,-15940,-2556,-2.6,-0.12,0.08
77877,89479,530.73,518.47,2156,-16004,-3996,-5.22,-0.23,0.16
77910,89428,535.48,518.87,788,-15628,-1944,-4.75,-0.4,0.14
77946,89393,538.74,519.5,472,-15384,-1984,-3.26,-0.63,0.09
77979,89376,540.33,520.41,1548,-17408,-3564,-1.59,-0.91,0.05
78012,89370,540.89,521.62,-6852,-21416,-7008,-0.56,-1.21,0.02
78045,89368,541.07,523.16,-2528,-16092,92,-0.18,-1.54,0.01
78077,89377,540.23,524.85,1112,-16400,-3692,0.84,-1.69,-0.03
78110,89392,538.83,526.5,-32,-16396,-1776,1.4,-1.65,-0.04
78143,89398,538.28,528.04,796,-16136,-3692,0.55,-1.54,-0.02
78176,89408,538.28,529.46,1756,-15460,-2608,0,-1.42,0
78209,89408,537.34,530.58,844,-16404,-2444,0.94,-1.12,-0.03
78241,89437,534.64,531.14,1544,-15828,-1552,2.7,-0.56,-0.08
78274,89468,531.75,531.22,244,-15736,-2100,2.89,-0.08,-0.09
78311,89494,529.33,531,1004,-15920,-3284,2.42,0.22,-0.07
78344,89512,527.65,530.64,1348,-15968,-2936,1.68,0.36,-0.05
78376,89527,526.26,530.19,332,-16348,-2724,1.39,0.45,-0.04
78409,89536,525.42,529.7,-28,-19244,-184,0.84,0.49,-0.03
78442,89538,525.23,529.26,456,-15856,-2652,0.19,0.44,-0.01
78475,89550,524.12,528.75,-2936,-17500,2936,1.11,0.51,-0.03
78524,89565,522.72,528.16,2572,-15000,-5324,1.4,0.59,-0.03
78557,89578,521.51,527.5,-1024,-13280,-2600,1.21,0.66,-0.04
78589,89587,520.67,526.81,584,-16156,-3416,0.84,0.69,-0.03
78623,89594,520.02,526.11,-988,-17180,-1524,0.65,0.7,-0.02
78659,89600,519.46,525.41,436,-16352,-3316,0.56,0.7,-0.02
78692,89603,519.18,524.75,1212,-16200,-4296,0.28,0.66,-0.01
78726,89607,518.81,524.11,376,-16124,-3260,0.37,0.64,-0.01
78758,89609,518.63,523.53,1068,-16032,-3268,0.18,0.58,-0.01
78791,89610,518.53,523,872,-16080,-3092,0.1,0.53,0
78824,89611,518.44,522.54,1156,-16100,-2548,0.09,0.46,0
78857,89611,518.44,522.12,2300,-16216,-4956,0,0.42,0
78889,89612,518.35,521.75,-476,-16360,-1900,0.09,0.37,0
78922,89613,518.25,521.41,5424,-15784,-864,0.1,0.34,0
78955,89613,518.25,521.12,8140,-12768,-1568,0,0.29,0
78988,89614,518.16,520.86,1824,-16752,-4476,0.09,0.26,0
79025,89614,518.16,520.62,520,-12780,-4064,0,0.24,0
79057,89615,518.07,520.41,-40,-16092,-3016,0.09,0.21,0
79090,89615,518.07,520.22,-3328,-18452,-6248,0,0.19,0
79123,89615,518.07,520.05,2204,-12652,-440,0,0.17,0
79156,89615,518.07,519.91,1328,-16028,-4628,0,0.14,0
79188,89614,518.16,519.78,-1824,-14876,-1500,-0.09,0.13,0
79221,89614,518.16,519.67,1996,-17280,-9476,0,0.11,0
79254,89614,518.16,519.57,1480,-15016,-1232,0,0.1,0
79288,89614,518.16,519.48,1112,-17568,636,0,0.09,0
79320,89613,518.25,519.4,-3584,-12320,3260,-0.09,0.08,0
79353,89613,518.25,519.33,-388,-16112,-3208,0,0.07,0
79389,89613,518.25,519.27,-540,-16612,-2532,0,0.06,0
79422,89613,518.25,519.21,-592,-15548,-2424,0,0.06,0
79456,89614,518.16,519.16,-1492,-15196,-2816,0.09,0.05,0
79489,89614,518.16,519.11,-412,-14520,-2680,0,0.05,0
79521,89614,518.16,519.06,-284,-14376,-3832,0,0.05,0
79554,89614,518.16,519.01,-56,-14240,-4020,0,0.05,0
79587,89614,518.16,518.97,-392,-16632,-2816,0,0.04,0
