Time,Pascal,alt,KMF,ax,ay,az,Apo,Apo_KMF,v
51785,89607,518.81,520.48,1892,-16028,-2724,0.1,0.07,0
51815,89607,518.81,520.42,1828,-15996,-2884,0,0.06,0
51850,89607,518.81,520.36,1824,-16020,-2824,0,0.06,0
51880,89607,518.81,520.3,1864,-16000,-2852,0,0.06,0
51911,89609,518.63,520.24,1904,-16056,-2776,0.18,0.06,-0.01
51941,89609,518.63,520.18,1896,-15980,-2776,0,0.06,0
51972,89610,518.53,520.12,1976,-16072,-2780,0.1,0.06,0
52018,89610,518.53,520.06,1988,-15968,-2856,0,0.06,0
52047,89611,518.44,520,1976,-16020,-2892,0.09,0.06,0
52078,89611,518.44,519.94,1960,-16084,-2808,0,0.06,0
52109,89611,518.44,519.89,1868,-16084,-2700,0,0.05,0
52140,89612,518.35,519.83,1912,-16068,-2856,0.09,0.06,0
52170,89613,518.25,519.78,1932,-16068,-2920,0.1,0.05,0
52204,89613,518.25,519.72,1948,-16028,-2880,0,0.06,0
52235,89613,518.25,519.67,1888,-15992,-2832,0,0.05,0
52265,89614,518.16,519.62,1848,-16048,-2740,0.09,0.05,0
52296,89615,518.07,519.56,1820,-16016,-2764,0.09,0.06,0
52326,89615,518.07,519.51,1852,-15916,-2936,0,0.05,0
52357,89616,517.98,519.46,1860,-16052,-2760,0.09,0.05,0
52387,89616,517.98,519.41,1940,-16028,-2748,0,0.05,0
52418,89616,517.98,519.36,1932,-15956,-2784,0,0.05,0
52449,89616,517.98,519.31,1944,-16056,-2740,0,0.05,0
52480,89616,517.98,519.27,1892,-15940,-2800,0,0.04,0
52509,89616,517.98,519.22,1876,-16064,-2772,0,0.05,0
52544,89617,517.88,519.18,1984,-16060,-2800,0.1,0.04,0
52575,89617,517.88,519.14,1924,-16028,-2804,0,0.04,0
52605,89617,517.88,519.1,1872,-16068,-2872,0,0.04,0
52635,89617,517.88,519.06,1812,-16008,-2796,0,0.04,0
52666,89617,517.88,519.02,1832,-16028,-2716,0,0.04,0
52697,89617,517.88,518.98,1864,-15976,-2888,0,0.04,0
52727,89618,517.79,518.94,1912,-16056,-2800,0.09,0.04,0
52758,89618,517.79,518.91,1888,-15980,-2836,0,0.03,0
52788,89618,517.79,518.87,1996,-16016,-2896,0,0.04,0
52818,89618,517.79,518.84,1992,-16020,-2844,0,0.03,0
52853,89619,517.7,518.81,1876,-16020,-2848,0.09,0.03,0
52883,89619,517.7,518.77,1912,-16004,-2828,0,0.04,0
52914,89618,517.79,518.74,1876,-16068,-2840,-0.09,0.03,0
52944,89619,517.7,518.71,1876,-16028,-2680,0.09,0.03,0
52975,89619,517.7,518.68,1868,-15928,-2740,0,0.03,0
53006,89619,517.7,518.65,1856,-16084,-2836,0,0.03,0
53045,89619,517.7,518.63,2008,-15952,-2860,0,0.02,0
53075,89620,517.6,518.6,1884,-15932,-2892,0.1,0.03,0
53106,89620,517.6,518.57,1940,-15984,-2724,0,0.03,0
53137,89620,517.6,518.54,1924,-16068,-2888,0,0.03,0
53167,89620,517.6,518.52,1900,-16104,-2780,0,0.02,0
53201,89621,517.51,518.49,1900,-16084,-2856,0.09,0.03,0
53232,89621,517.51,518.46,1912,-16032,-2756,0,0.03,0
53263,89622,517.42,518.43,1892,-16028,-2836,0.09,0.03,0
53293,89623,517.32,518.4,1860,-16112,-2888,0.1,0.03,0
53323,89623,517.32,518.37,2024,-16100,-2796,0,0.03,0
53354,89623,517.32,518.35,1992,-15972,-2844,0,0.02,0
53385,89623,517.32,518.32,1888,-16076,-2772,0,0.03,0
53415,89623,517.32,518.29,1952,-15884,-2864,0,0.03,0
53445,89623,517.32,518.27,1936,-16068,-2776,0,0.02,0
53476,89623,517.32,518.24,1904,-16032,-2820,0,0.03,0
53507,89623,517.32,518.22,1896,-16088,-2876,0,0.02,0
53540,89624,517.23,518.19,1984,-16000,-2768,0.09,0.03,0
53571,89624,517.23,518.17,1976,-16040,-2816,0,0.02,0
53602,89624,517.23,518.15,2100,-16112,-3068,0,0.02,0
53633,89624,517.23,518.12,2496,-15984,-2968,0,0.03,0
53678,89625,517.14,518.1,4184,-16040,-4408,0.09,0.02,0
53708,89625,517.14,518.08,4780,-15488,-4400,0,0.02,0
53739,89625,517.14,518.05,-2220,-32768,-11636,0,0.03,0
53770,89624,517.23,518.03,716,-32768,796,-0.09,0.02,0
53799,89625,517.14,518.01,3528,-32768,2744,0.09,0.02,0
53830,89625,517.14,517.99,6812,-32768,-4628,0,0.02,0
53865,89625,517.14,517.97,1504,-32768,-8112,0,0.02,0
53895,89625,517.14,517.95,-928,-32768,-10868,0,0.02,0
53925,89625,517.14,517.93,4096,-32768,-4848,0,0.02,0
53956,89625,517.14,517.91,11096,-32768,-4988,0,0.02,0
53987,89625,517.14,517.89,13472,-32768,1404,0,0.02,0
54018,89626,517.04,517.87,18820,-32768,-616,0.1,0.02,0
54047,89626,517.04,517.86,16924,-32392,400,0,0.01,0
54078,89626,517.04,517.84,15580,-24672,-5060,0,0.02,0
54109,89626,517.04,517.82,6160,-15080,-7132,0,0.02,0
54139,89626,517.04,517.8,5532,-1312,-1644,0,0.02,0
54170,89626,517.04,517.78,-456,720,-1864,0,0.02,0
54204,89626,517.04,517.77,-1012,696,-176,0,0.01,0
54235,89626,517.04,517.75,80,632,-1340,0,0.02,0
54264,89626,517.04,517.74,32,564,-1192,0,0.01,0
54295,89626,517.04,517.72,16,516,-1188,0,0.02,0
54325,89625,517.14,517.71,168,436,-1228,-0.1,0.01,0
54355,89625,517.14,517.7,48,248,-1232,0,0.01,0
54386,89625,517.14,517.69,128,312,-1212,0,0.01,0
54416,89625,517.14,517.67,92,228,-1256,0,0.02,0
54447,89624,517.23,517.67,160,212,-1304,-0.09,0,0
54476,89624,517.23,517.66,164,168,-1328,0,0.01,0
54507,89624,517.23,517.65,216,232,-1232,0,0.01,0
54538,89624,517.23,517.64,192,96,-1252,0,0.01,0
54572,89623,517.32,517.63,208,96,-1216,-0.09,0.01,0
54602,89623,517.32,517.63,184,84,-1240,0,0,0
54632,89622,517.42,517.62,296,28,-1128,-0.1,0.01,0
54663,89621,517.51,517.62,352,28,-1064,-0.09,0,0
54692,89622,517.42,517.62,264,128,-1164,0.09,0,0
54723,89622,517.42,517.61,320,72,-1088,0,0.01,0
54753,89622,517.42,517.61,324,76,-1200,0,0,0
54784,89622,517.42,517.61,408,44,-1256,0,0,0
54822,89621,517.51,517.6,424,-24,-1264,-0.09,0.01,0
54853,89621,517.51,517.6,528,-36,-1316,0,0,0
54884,89621,517.51,517.6,496,-84,-1276,0,0,0
54914,89620,517.6,517.6,544,8,-1440,-0.09,0,0
54948,89621,517.51,517.6,660,-136,-1612,0.09,0,0
54978,89621,517.51,517.6,828,-112,-1200,0,0,0
55009,89621,517.51,517.6,676,-88,-1672,0,0,0
55040,89621,517.51,517.59,692,-40,-1672,0,0.01,0
55069,89621,517.51,517.59,836,-240,-1448,0,0,0
55100,89621,517.51,517.59,868,-192,-1220,0,0,0
55130,89621,517.51,517.59,-17236,-1412,32767,0,0,0
55160,89619,517.7,517.59,19512,-14888,-16464,-0.19,0,0.01
55191,89612,518.35,517.6,7312,-32768,-18072,-0.65,-0.01,0.02
55222,89609,518.63,517.62,18828,-14116,-4792,-0.28,-0.02,0.01
55252,89610,518.63,517.63,16264,-12736,-10848,0,-0.01,0
55286,89610,518.53,517.65,22008,-17816,-9568,0.1,-0.02,0
55317,89611,518.44,517.66,23188,-22600,-12640,0.09,-0.01,0
55362,89612,518.35,517.67,32316,-21876,-12204,0.09,-0.01,0
55393,89612,518.35,517.68,32767,-22740,-14620,0,-0.01,0
55424,89613,518.25,517.69,26964,-18028,-12184,0.1,-0.01,0
55454,89612,518.35,517.7,20264,-19452,-12536,-0.1,-0.01,0
55485,89612,518.35,517.71,20556,-16348,-15820,0,-0.01,0
55515,89612,518.35,517.72,16420,-20024,-16072,0,-0.01,0
55545,89611,518.44,517.73,12364,-17728,-13100,-0.09,-0.01,0
55576,89610,518.53,517.74,12548,-11328,-9560,-0.09,-0.01,0
55611,89609,518.53,517.75,12756,-16000,-11576,0,-0.01,0
55641,89609,518.63,517.76,10172,-14588,-10680,-0.1,-0.01,0
55671,89609,518.63,517.78,3116,-14856,-8248,0,-0.02,0
55702,89610,518.53,517.79,4488,-12320,-8612,0.1,-0.01,0
55733,89610,518.53,517.8,5116,-16796,-10000,0,-0.01,0
55762,89610,518.53,517.81,4284,-13000,-7656,0,-0.01,0
55793,89610,518.53,517.82,-348,-11888,-7556,0,-0.01,0
55824,89610,518.53,517.83,2504,-14248,-6608,0,-0.01,0
55855,89611,518.44,517.84,416,-17128,-3172,0.09,-0.01,0
55884,89611,518.44,517.85,-1924,-13588,-1484,0,-0.01,0
55919,89612,518.35,517.86,-440,-12184,-2732,0.09,-0.01,0
55950,89612,518.35,517.86,1812,-16500,-280,0,0,0
55980,89613,518.25,517.87,-1016,-19576,-3204,0.1,-0.01,0
56010,89614,518.16,517.87,1488,-30004,-4432,0.09,0,0
56041,89614,518.16,517.88,3776,-32164,-7868,0,-0.01,0
56071,89614,518.16,517.88,5104,-32768,-13752,0,0,0
56101,89615,518.07,517.88,8688,-32768,-12544,0.09,0,0
56132,89616,517.98,517.89,9108,-32768,-9928,0.09,-0.01,0
56163,89616,517.98,517.89,116,-32768,-17540,0,0,0
56193,89617,517.88,517.89,6660,-32768,-10888,0.1,0,0
56223,89617,517.88,517.89,11300,-32768,-6384,0,0,0
56258,89617,517.88,517.89,20480,-32768,-7812,0,0,0
56288,89617,517.88,517.89,16856,-32768,-13424,0,0,0
56318,89617,517.88,517.89,12356,-31584,-24604,0,0,0
56349,89618,517.79,517.88,9636,-22696,-9484,0.09,0.01,0
56380,89618,517.79,517.88,1484,-18600,-14128,0,0,0
56411,89618,517.79,517.88,4032,-10624,-7820,0,0,0
56440,89619,517.7,517.88,1696,760,2120,0.09,0,0
56471,89619,517.7,517.88,920,800,-2244,0,0,0
56501,89618,517.79,517.88,400,800,-1796,-0.09,0,0
56531,89618,517.79,517.88,172,576,-1360,0,0,0
56561,89618,517.79,517.87,20,560,-1364,0,0.01,0
56604,89618,517.79,517.87,-128,480,-1056,0,0,0
56635,89617,517.88,517.87,12,352,-1208,-0.09,0,0
56666,89617,517.88,517.87,-20,420,-1096,0,0,0
56695,89616,517.98,517.87,120,352,-1064,-0.1,0,0
56726,89615,518.07,517.88,188,336,-1192,-0.09,-0.01,0
56756,89615,518.07,517.88,32,256,-1352,0,0,0
56786,89615,518.07,517.88,64,308,-1076,0,0,0
56816,89615,518.07,517.88,-32,260,-1288,0,0,0
56847,89615,518.07,517.89,52,188,-1280,0,-0.01,0
56877,89614,518.16,517.89,168,264,-1156,-0.09,0,0
56907,89615,518.07,517.89,312,264,-1072,0.09,0,0
56937,89615,518.07,517.89,196,308,-972,0,0,0
56972,89615,518.07,517.89,236,208,-1064,0,0,0
57017,89615,518.07,517.9,348,140,-1092,0,-0.01,0
57047,89615,518.07,517.9,476,204,-1192,0,0,0
57077,89615,518.07,517.9,544,144,-1392,0,0,0
57107,89615,518.07,517.9,584,48,-1172,0,0,0
57138,89614,518.16,517.9,640,56,-1076,-0.09,0,0
57168,89614,518.16,517.91,848,200,-1072,0,-0.01,0
57198,89614,518.16,517.91,1004,192,-1280,0,0,0
57229,89614,518.16,517.91,968,300,-792,0,0,0
57259,89614,518.16,517.91,828,416,-864,0,0,0
57289,89614,518.16,517.92,928,420,-792,0,-0.01,0
57323,89613,518.25,517.92,32767,27956,15432,-0.09,0,0
57353,89613,518.25,517.92,-9868,24248,-1824,0,0,0
57383,89611,518.44,517.93,-32768,12976,32767,-0.19,-0.01,0.01
57413,89611,518.44,517.93,6688,-31356,18260,0,0,0
57444,89611,518.44,517.94,32767,5816,-26540,0,-0.01,0
57474,89611,518.44,517.94,5952,-19020,11908,0,0,0
57504,89611,518.44,517.95,5884,-17236,18280,0,-0.01,0
57534,89610,518.53,517.95,-3428,-19600,17888,-0.09,0,0
57565,89610,518.53,517.96,4092,-20864,19312,0,-0.01,0
57594,89611,518.44,517.96,7264,-22804,11892,0.09,0,0
57625,89610,518.53,517.97,10308,-26340,2928,-0.09,-0.01,0
57821,89611,518.44,517.98,25612,-32768,-20948,0.09,-0.01,0
57852,89612,518.35,517.98,5088,-25880,-1124,0.09,0,0
57885,89612,518.35,517.98,10012,-23404,-6868,0,0,0
57918,89612,518.35,517.99,6684,-22896,-5464,0,-0.01,0
57951,89613,518.25,517.99,3240,-18788,-328,0.1,0,0
57984,89614,518.16,517.99,5972,-15980,-2740,0.09,0,0
58016,89614,518.16,517.99,4948,-13840,-1840,0,0,0
58049,89614,518.16,517.99,2832,-15980,-4116,0,0,0
58082,89616,517.98,517.99,1444,-14816,-1560,0.18,0,-0.01
58115,89617,517.88,517.99,-1472,-23508,-1816,0.1,0,0
58146,89618,517.79,517.99,5064,-27764,-156,0.09,0,0
58183,89619,517.7,517.99,2076,-29984,-6352,0.09,0,0
58216,89619,517.7,517.98,5492,-32768,-8924,0,0.01,0
58250,89619,517.7,517.98,-288,-32768,-12840,0,0,0
58283,89620,517.6,517.98,-2072,-32768,-7088,0.1,0,0
58315,89620,517.6,517.98,-3444,-32768,-8132,0,0,0
58348,89620,517.6,517.97,10848,-32768,-15424,0,0.01,0
58382,89621,517.51,517.97,5824,-32768,-11664,0.09,0,0
58415,89621,517.51,517.96,8804,-32768,-25800,0,0.01,0
58447,89622,517.42,517.96,10824,-32768,-16696,0.09,0,0
58481,89622,517.42,517.95,5636,-24748,-20308,0,0.01,0
58527,89621,517.51,517.95,2996,-16824,-1892,-0.09,0,0
58560,89621,517.51,517.95,3000,-3496,-6852,0,0,0
58593,89620,517.6,517.94,7980,-17808,-26620,-0.09,0.01,0
58626,89620,517.6,517.94,-6728,2340,-1264,0,0,0
58659,89620,517.6,517.94,-2800,-140,-5016,0,0,0
58692,89620,517.6,517.93,-2456,420,-5464,0,0.01,0
58725,89621,517.51,517.93,-2348,904,-5752,0.09,0,0
58758,89621,517.51,517.92,-2336,1360,-5636,0,0.01,0
58790,89621,517.51,517.92,-2112,2072,-5624,0,0,0
58824,89620,517.6,517.92,-1880,2404,-5852,-0.09,0,0
58857,89620,517.6,517.92,-1840,2888,-5516,0,0,0
58894,89620,517.6,517.91,-1872,3272,-5564,0,0.01,0
58942,89619,517.7,517.91,-1640,3496,-5452,-0.1,0,0
58975,89619,517.7,517.91,-1780,3668,-5508,0,0,0
59008,89619,517.7,517.91,-1840,3560,-5476,0,0,0
59041,89619,517.7,517.9,-1744,3384,-5660,0,0.01,0
59074,89619,517.7,517.9,-1540,2968,-5780,0,0,0
59107,89619,517.7,517.9,-1244,2584,-5932,0,0,0
59140,89619,517.7,517.9,-1032,2032,-5980,0,0,0
59172,89619,517.7,517.9,-948,1544,-6012,0,0,0
59205,89620,517.6,517.89,-556,900,-6056,0.1,0.01,0
59239,89620,517.6,517.89,-264,372,-5700,0,0,0
59275,89620,517.6,517.89,-220,-320,-5672,0,0,0
59309,89620,517.6,517.89,-356,-912,-5380,0,0,0
59341,89620,517.6,517.88,-324,-1236,-5296,0,0.01,0
59374,89620,517.6,517.88,-740,-1556,-5012,0,0,0
59407,89620,517.6,517.88,-1216,-1732,-4972,0,0,0
59440,89621,517.51,517.88,-1844,-1544,-4868,0.09,0,0
59473,89621,517.51,517.87,-2092,-1424,-4856,0,0.01,0
59506,89621,517.51,517.87,-32768,4964,29444,0,0,0
59539,89623,517.32,517.87,-32768,15712,19404,0.19,0,-0.01
59572,89618,517.79,517.87,19392,5968,-17472,-0.47,0,0.01
59606,89600,519.46,517.88,-29552,-48,4068,-1.67,-0.01,0.05
59641,89588,520.58,517.9,-19040,-6204,-8952,-1.12,-0.02,0.03
59675,89580,521.32,517.93,-15088,-892,-12888,-0.74,-0.03,0.02
59708,89574,521.88,517.97,-17896,11416,-18704,-0.56,-0.04,0.02
59741,89570,522.26,518.02,-20724,12696,-16792,-0.38,-0.05,0.01
59774,89567,522.53,518.07,-17504,15124,-20652,-0.27,-0.05,0.01
59807,89567,522.53,518.12,-16832,12368,-23868,0,-0.05,0
59840,89567,522.53,518.18,-29260,11644,-29708,0,-0.06,0
59873,89567,522.53,518.24,-13188,5628,-26720,0,-0.06,0
59907,89567,522.53,518.31,-5772,1460,-27044,0,-0.07,0
59939,89567,522.53,518.37,-6240,1504,-25792,0,-0.06,0
59976,89567,522.53,518.45,-4620,2812,-30828,0,-0.08,0
60009,89568,522.44,518.52,4108,-5048,-23180,0.09,-0.07,0
60042,89569,522.35,518.59,11764,-6904,-17048,0.09,-0.07,0
60076,89570,522.26,518.67,9704,-7624,-12392,0.09,-0.08,0
60108,89571,522.16,518.74,6852,-7072,-8484,0.1,-0.07,0
60141,89572,522.07,518.82,1688,-9208,-15140,0.09,-0.08,0
60174,89573,521.98,518.89,1344,-8624,-15192,0.09,-0.07,0
60207,89574,521.88,518.96,1292,-10048,-13680,0.1,-0.07,0
60240,89575,521.79,519.04,8180,-11924,-16640,0.09,-0.08,0
60273,89575,521.79,519.11,6952,-16928,-10208,0,-0.07,0
60306,89577,521.6,519.17,3652,-17492,-11500,0.19,-0.06,-0.01
60343,89577,521.6,519.24,4932,-16200,-9244,0,-0.07,0
60376,89578,521.51,519.3,2896,-20052,-6732,0.09,-0.06,0
60409,89579,521.42,519.36,3976,-21340,-6200,0.09,-0.06,0
60451,89580,521.32,519.42,2732,-17824,-2864,0.1,-0.06,0
60484,89581,521.23,519.47,2208,-14740,-484,0.09,-0.05,0
60517,89582,521.14,519.52,2060,-17148,-1620,0.09,-0.05,0
60550,89583,521.05,519.56,-4,-19016,-4740,0.09,-0.04,0
60582,89585,520.86,519.6,-1404,-16512,-1164,0.19,-0.04,-0.01
60616,89586,520.77,519.63,-96,-15980,1120,0.09,-0.03,0
60649,89587,520.67,519.66,-1556,-18012,-2404,0.1,-0.03,0
60682,89588,520.58,519.69,-3572,-17324,-1672,0.09,-0.03,0
60734,89589,520.49,519.71,-988,-18312,-2440,0.09,-0.02,0
60767,89590,520.39,519.73,-620,-20484,-940,0.1,-0.02,0
60801,89591,520.3,519.74,-1936,-16536,-1076,0.09,-0.01,0
60833,89592,520.21,519.76,-2744,-18676,2604,0.09,-0.02,0
60866,89593,520.11,519.77,4392,-21884,1700,0.1,-0.01,0
60899,89593,520.11,519.77,680,-20072,640,0,0,0
60932,89595,519.93,519.78,-832,-18572,652,0.18,-0.01,-0.01
60965,89596,519.84,519.78,5116,-19732,-948,0.09,0,0
60998,89597,519.74,519.78,1432,-17804,2628,0.1,0,0
61031,89597,519.74,519.78,-3124,-19968,2156,0,0,0
61068,89597,519.74,519.78,-456,-23896,4008,0,0,0
61101,89598,519.74,519.78,-3488,-23432,1420,0,0,0
61133,89598,519.65,519.77,-2348,-18668,2120,0.09,0.01,0
61166,89599,519.56,519.77,-2308,-19076,2412,0.09,0,0
61200,89600,519.46,519.76,-2848,-17352,768,0.1,0.01,0
61233,89600,519.46,519.76,1424,-18420,-2132,0,0,0
61265,89600,519.46,519.75,2260,-18396,408,0,0.01,0
61298,89601,519.37,519.74,1072,-20364,508,0.09,0.01,0
61331,89602,519.28,519.73,1048,-17440,-280,0.09,0.01,0
61364,89602,519.28,519.72,904,-14456,44,0,0.01,0
61398,89603,519.18,519.71,1240,-16176,-408,0.1,0.01,0
61433,89603,519.18,519.7,236,-15864,-1320,0,0.01,0
61467,89603,519.18,519.69,1016,-16516,-1312,0,0.01,0
61500,89603,519.18,519.68,1140,-14696,-2696,0,0.01,0
61533,89604,519.09,519.67,344,-11748,-2676,0.09,0.01,0
61565,89604,519.09,519.66,1920,-12404,-1900,0,0.01,0
61598,89605,519,519.65,2888,-14068,-600,0.09,0.01,0
61631,89605,519,519.64,2312,-12120,-232,0,0.01,0
61665,89606,518.91,519.62,1932,-10368,-1712,0.09,0.02,0
61698,89606,518.91,519.61,1744,-10968,-1964,0,0.01,0
61730,89606,518.91,519.6,1520,-14376,-2284,0,0.01,0
61763,89606,518.91,519.58,1460,-14784,-4556,0,0.02,0
61800,89607,518.81,519.57,1592,-11692,-5192,0.1,0.01,0
61833,89608,518.72,519.56,3424,-13836,-3036,0.09,0.01,0
61867,89608,518.72,519.54,3940,-15136,-2932,0,0.02,0
61899,89608,518.72,519.53,3392,-13928,-3268,0,0.01,0
61932,89609,518.63,519.51,2676,-14384,-2868,0.09,0.02,0
61965,89609,518.63,519.49,1844,-12840,-1768,0,0.02,0
61998,89610,518.53,519.48,1188,-14916,-720,0.1,0.01,0
62031,89610,518.53,519.46,-168,-14928,-1660,0,0.02,0
62064,89610,518.53,519.44,-680,-14068,-2252,0,0.02,0
62097,89610,518.53,519.43,1136,-13460,-2484,0,0.01,0
62130,89611,518.44,519.41,2256,-14928,-2716,0.09,0.02,0
62167,89611,518.44,519.39,2188,-15428,-3072,0,0.02,0
62199,89611,518.44,519.37,1520,-14508,-3740,0,0.02,0
62232,89611,518.44,519.36,1444,-13364,-4544,0,0.01,0
62266,89611,518.44,519.34,1212,-14220,-4356,0,0.02,0
62299,89611,518.44,519.32,1896,-14928,-4208,0,0.02,0
62331,89611,518.44,519.31,2112,-15144,-4512,0,0.01,0
62373,89611,518.44,519.29,1364,-15308,-4448,0,0.02,0
62406,89611,518.44,519.28,1388,-16928,-4172,0,0.01,0
62439,89611,518.44,519.26,1308,-18212,-4208,0,0.02,0
62473,89612,518.35,519.25,1992,-18280,-5000,0.09,0.01,0
62525,89612,518.35,519.23,3764,-17596,-2624,0,0.02,0
62558,89612,518.35,519.21,4036,-17576,-2404,0,0.02,0
62590,89611,518.44,519.2,3856,-15060,-2056,-0.09,0.01,0
62623,89611,518.44,519.19,2480,-13480,-2936,0,0.01,0
62656,89611,518.44,519.17,1120,-14180,-2952,0,0.02,0
62690,89612,518.35,519.16,12,-15020,-3392,0.09,0.01,0
62723,89612,518.35,519.14,256,-12880,-3296,0,0.02,0
62755,89612,518.35,519.13,1836,-13480,-2068,0,0.01,0
62788,89612,518.35,519.11,2200,-15728,-2012,0,0.02,0
62821,89612,518.35,519.1,1324,-15612,-2756,0,0.01,0
62855,89612,518.35,519.09,1356,-15248,-2408,0,0.01,0
62891,89612,518.35,519.07,2200,-15420,-2432,0,0.02,0
62924,89611,518.44,519.06,2224,-15952,-2020,-0.09,0.01,0
62957,89612,518.35,519.05,3256,-14516,-1744,0.09,0.01,0
62990,89612,518.35,519.04,4160,-15216,-148,0,0.01,0
63023,89612,518.35,519.03,2324,-16824,264,0,0.01,0
63055,89612,518.35,519.02,544,-14308,-652,0,0.01,0
63088,89613,518.25,519,580,-18448,-1120,0.1,0.02,0
63121,89613,518.25,518.99,1644,-21708,-56,0,0.01,0
63155,89613,518.25,518.98,1808,-21540,-540,0,0.01,0
63187,89613,518.25,518.96,2004,-17976,-1328,0,0.02,0
63220,89613,518.25,518.95,740,-15632,-2156,0,0.01,0
63257,89613,518.25,518.94,-800,-15592,-3032,0,0.01,0
63290,89613,518.25,518.93,176,-16092,-2092,0,0.01,0
63323,89613,518.25,518.92,1208,-15720,-1336,0,0.01,0
63355,89613,518.25,518.91,864,-15208,-1760,0,0.01,0
63388,89613,518.25,518.89,996,-14456,-1876,0,0.02,0
63421,89613,518.25,518.88,1276,-13672,-2028,0,0.01,0
63455,89614,518.16,518.87,1820,-15684,-2408,0.09,0.01,0
63488,89614,518.16,518.86,3140,-15816,-1872,0,0.01,0
63520,89614,518.16,518.85,3864,-16780,-2424,0,0.01,0
63553,89615,518.07,518.84,4616,-16400,-2152,0.09,0.01,0
63586,89615,518.07,518.82,4416,-17012,-3056,0,0.02,0
63623,89615,518.07,518.81,4540,-17032,-3048,0,0.01,0
63655,89615,518.07,518.8,4968,-17276,-2316,0,0.01,0
63688,89615,518.07,518.79,6024,-21496,464,0,0.01,0
63721,89616,517.98,518.77,5420,-18420,84,0.09,0.02,0
63754,89616,517.98,518.76,3648,-16660,-940,0,0.01,0
63788,89616,517.98,518.75,2676,-16964,-1400,0,0.01,0
63820,89616,517.98,518.74,2896,-16628,-1152,0,0.01,0
63853,89616,517.98,518.72,3848,-15240,-1052,0,0.02,0
63886,89617,517.88,518.71,4056,-16208,-872,0.1,0.01,0
63919,89616,517.98,518.7,1228,-15260,-1084,-0.1,0.01,0
63951,89616,517.98,518.69,2512,-15388,-2024,0,0.01,0
63988,89616,517.98,518.67,1564,-13008,-1268,0,0.02,0
64021,89616,517.98,518.66,1740,-14732,-1004,0,0.01,0
64055,89617,517.88,518.65,1416,-15172,-1460,0.1,0.01,0
64088,89617,517.88,518.64,3884,-16536,-1152,0,0.01,0
64120,89616,517.98,518.63,1708,-17684,192,-0.1,0.01,0
64153,89616,517.98,518.62,1048,-17908,788,0,0.01,0
64186,89616,517.98,518.61,-276,-17452,-2024,0,0.01,0
64219,89616,517.98,518.6,-392,-17488,-712,0,0.01,0
64251,89616,517.98,518.59,1308,-17256,1680,0,0.01,0
64309,89616,517.98,518.58,-36,-15904,2232,0,0.01,0
64346,89616,517.98,518.57,1100,-12988,-36,0,0.01,0
64378,89616,517.98,518.56,1624,-15352,1048,0,0.01,0
64411,89616,517.98,518.55,-104,-17532,1572,0,0.01,0
64444,89614,518.16,518.54,27516,-17964,-27888,-0.18,0.01,0.01
64477,89610,518.53,518.54,-660,-12436,2356,-0.37,0,0.01
64509,89607,518.81,518.54,6860,-9740,-268,-0.28,0,0.01
64543,89607,518.81,518.55,4024,-12528,-3072,0,-0.01,0
64576,89605,519,518.56,52,-13960,-132,-0.19,-0.01,0.01
64609,89603,519.18,518.56,-1688,-13280,-176,-0.18,0,0.01
64642,89602,519.28,518.58,852,-13580,-1872,-0.1,-0.02,0
64674,89603,519.18,518.58,1120,-15080,-1104,0.1,0,0
64711,89603,519.18,518.59,1268,-16436,-1548,0,-0.01,0
64744,89604,519.09,518.6,1720,-15928,-1928,0.09,-0.01,0
64777,89604,519.09,518.61,1764,-17536,-2480,0,-0.01,0
64809,89604,519.09,518.61,2428,-17436,-1896,0,0,0
64842,89604,519.09,518.62,4844,-16556,1024,0,-0.01,0
64875,89605,519,518.63,3236,-16072,-540,0.09,-0.01,0
64908,89606,518.91,518.63,1712,-13732,-2380,0.09,0,0
64941,89606,518.91,518.63,-92,-15816,-2352,0,0,0
64973,89606,518.91,518.64,-2648,-17180,-3360,0,-0.01,0
65007,89606,518.91,518.64,-3828,-16352,-2576,0,0,0
65040,89606,518.91,518.65,-1652,-14112,-1700,0,-0.01,0
65077,89607,518.81,518.65,-1132,-14904,-1864,0.1,0,0
65110,89607,518.81,518.65,2700,-14364,892,0,0,0
65142,89607,518.81,518.65,908,-12884,88,0,0,0
65175,89607,518.81,518.65,1312,-14212,-2616,0,0,0
65208,89608,518.72,518.66,-712,-16516,-1852,0.09,-0.01,0
65241,89608,518.72,518.66,-2100,-16900,-2040,0,0,0
65273,89608,518.72,518.66,-456,-17356,-1860,0,0,0
65306,89608,518.72,518.66,-1460,-17596,-948,0,0,0
65340,89608,518.72,518.66,-444,-17000,172,0,0,0
65373,89609,518.63,518.66,-1384,-17744,-2004,0.09,0,0
65405,89609,518.63,518.66,-344,-16984,-1892,0,0,0
65442,89609,518.63,518.66,-28,-16908,-1172,0,0,0
65475,89609,518.63,518.66,-120,-16764,1144,0,0,0
65508,89609,518.63,518.66,-1112,-18092,516,0,0,0
65541,89610,518.53,518.66,-376,-12548,-396,0.1,0,0
65573,89610,518.53,518.65,5892,-15660,-8368,0,0.01,0
65606,89610,518.53,518.65,2476,-15216,-1304,0,0,0
65639,89611,518.44,518.65,2580,-17072,1428,0.09,0,0
65672,89610,518.53,518.65,2036,-16356,636,-0.09,0,0
65704,89611,518.44,518.65,308,-17412,-64,0.09,0,0
