Time,Pascal,alt,KMF,ax,ay,az,LaunchTime,ApoTime,LandTime
32179,89879,493.53,491.7,1972,-12176,748,1,0,0
32215,89879,493.53,491.72,48,-10624,1696,1,0,0
32249,89880,493.44,491.74,608,-10692,-4,1,0,0
32289,89880,493.44,491.76,648,-11596,-416,1,0,0
32324,89880,493.44,491.78,1308,-11908,356,1,0,0
32360,89879,493.53,491.8,1432,-11372,2508,1,0,0
32395,89879,493.53,491.83,356,-13056,764,1,0,0
32431,89879,493.53,491.85,592,-14400,3352,1,0,0
32465,89879,493.53,491.87,1516,-13888,4816,1,0,0
32501,89879,493.53,491.89,1032,-14552,5756,1,0,0
32536,89879,493.53,491.92,96,-12684,7316,1,0,0
32572,89879,493.53,491.94,-372,-10712,9092,1,0,0
32607,89880,493.44,491.96,188,-11500,7380,1,0,0
32647,89879,493.53,491.98,124,-10072,10416,1,0,0
32681,89880,493.44,492.01,-520,-11060,11736,1,0,0
32717,89880,493.44,492.03,-1016,-13012,13468,1,0,0
32753,89881,493.35,492.05,392,-12300,15372,1,0,0
32788,89881,493.35,492.07,-584,-13548,15448,1,0,0
32832,89881,493.35,492.09,-1172,-12312,17128,1,0,0
32868,89881,493.35,492.11,-1536,-13820,18020,1,0,0
32904,89882,493.35,492.13,-3016,-13368,19120,1,0,0
32946,89882,493.26,492.14,-1140,-15924,18580,1,0,0
32986,89883,493.16,492.16,-1468,-16388,18600,1,0,0
33021,89883,493.16,492.18,-1816,-16936,17524,1,0,0
33056,89883,493.16,492.19,-1412,-16744,16020,1,0,0
33092,89884,493.07,492.21,-944,-15112,15244,1,0,0
33128,89884,493.07,492.22,-672,-13800,13512,1,0,0
33163,89885,492.98,492.23,-276,-13380,13504,1,0,0
33199,89886,492.89,492.24,-108,-13280,13208,1,0,0
33233,89886,492.89,492.25,-48,-13580,13244,1,0,0
33269,89885,492.98,492.27,-176,-13376,13552,1,0,0
33304,89886,492.89,492.28,-412,-12972,13816,1,0,0
33344,89886,492.89,492.29,-592,-12176,15092,1,0,0
33379,89886,492.89,492.3,-1064,-11556,16028,1,0,0
33415,89886,492.89,492.31,-2132,-11360,17072,1,0,0
33449,89887,492.79,492.31,-2936,-11504,18056,1,0,0
33485,89887,492.79,492.32,-3548,-11664,18916,1,0,0
33521,89888,492.7,492.33,-4036,-10040,19392,1,0,0
33556,89888,492.7,492.33,-4672,-9188,18480,1,0,0
33592,89888,492.7,492.34,-4880,-8384,16216,1,0,0
33627,89889,492.61,492.34,-4628,-7484,14244,1,0,0
33667,89889,492.61,492.35,-4132,-6244,12384,1,0,0
33702,89890,492.51,492.35,-3232,-5220,10676,1,0,0
33737,89890,492.51,492.35,-2368,-4292,9304,1,0,0
33773,89890,492.51,492.35,-2436,-4192,8376,1,0,0
33808,89891,492.42,492.35,-2752,-4772,8092,1,0,0
33844,89891,492.42,492.36,-2864,-5364,7808,1,0,0
33879,89891,492.42,492.36,-3212,-5560,8940,1,0,0
33914,89891,492.42,492.36,-3516,-5948,10236,1,0,0
33949,89890,492.51,492.36,-4012,-6832,11164,1,0,0
33985,89890,492.51,492.36,-4800,-7024,13204,1,0,0
34024,89891,492.42,492.36,-5068,-7080,14712,1,0,0
34060,89891,492.42,492.36,-4952,-7604,15528,1,0,0
34096,89891,492.42,492.36,-4340,-8524,15580,1,0,0
34131,89891,492.42,492.36,-3660,-8516,15268,1,0,0
34166,89892,492.33,492.36,-3056,-8020,14944,1,0,0
34202,89892,492.33,492.36,-2500,-7468,16400,1,0,0
34238,89892,492.33,492.36,-2136,-6964,17304,1,0,0
34273,89893,492.24,492.36,-1980,-7364,17480,1,0,0
34309,89893,492.24,492.36,-1540,-8192,17496,1,0,0
34349,89893,492.24,492.36,-1016,-8792,16508,1,0,0
34383,89892,492.33,492.36,-1256,-8256,19384,1,0,0
34419,89893,492.24,492.36,-836,-7912,20528,1,0,0
34454,89893,492.24,492.36,-404,-9152,16192,1,0,0
34490,89893,492.24,492.35,-1052,-8936,13592,1,0,0
34525,89894,492.14,492.35,-1944,-9332,15508,1,0,0
34561,89893,492.24,492.35,-2076,-11204,12716,1,0,0
34595,89893,492.24,492.35,-4000,-13120,9336,1,0,0
34631,89893,492.24,492.35,-3932,-12256,9460,1,0,0
34667,89893,492.24,492.35,-2604,-9908,11156,1,0,0
34706,89893,492.24,492.35,-2652,-7576,11120,1,0,0
34742,89893,492.24,492.34,-2348,-7288,10408,1,0,0
34777,89892,492.33,492.34,-2672,-7300,11104,1,0,0
34812,89892,492.33,492.34,-2604,-8400,11588,1,0,0
34847,89892,492.33,492.34,-3128,-9720,11656,1,0,0
34883,89893,492.24,492.34,-3144,-11344,12036,1,0,0
34918,89893,492.24,492.34,-3312,-12172,12916,1,0,0
34962,89893,492.24,492.34,-3144,-10560,13224,1,0,0
34997,89893,492.24,492.34,-2752,-9480,13072,1,0,0
35044,89893,492.24,492.34,-2816,-8272,14932,1,0,0
35080,89893,492.24,492.34,-2964,-8612,16460,1,0,0
35115,89894,492.14,492.34,-4544,-7832,20072,1,0,0
35150,89894,492.14,492.33,-5256,-8072,20052,1,0,0
35185,89894,492.14,492.33,-7408,-8844,15080,1,0,0
35221,89894,492.14,492.33,-8812,-7092,11044,1,0,0
35256,89895,492.05,492.33,-6928,-6392,9524,1,0,0
35292,89894,492.14,492.33,-5280,-6388,8592,1,0,0
35326,89895,492.05,492.32,-4608,-7408,7580,1,0,0
35362,89895,492.05,492.32,-4380,-5552,5704,1,0,0
35401,89895,492.05,492.32,-3596,-5732,6284,1,0,0
35437,89895,492.05,492.31,-2772,-5724,9476,1,0,0
35473,89895,492.05,492.31,-2276,-6164,11092,1,0,0
35508,89896,491.96,492.31,-2068,-7008,12404,1,0,0
35544,89896,491.96,492.31,-2668,-7840,13512,1,0,0
35579,89895,492.05,492.3,-1936,-8436,13588,1,0,0
35614,89895,492.05,492.3,-1104,-8220,14092,1,0,0
35650,89895,492.05,492.3,-816,-8412,16116,1,0,0
35686,89895,492.05,492.3,-84,-8732,18488,1,0,0
35725,89895,492.05,492.29,152,-11332,21260,1,0,0
35761,89895,492.05,492.29,-416,-13460,20376,1,0,0
35795,89895,492.05,492.29,488,-11796,16016,1,0,0
35831,89895,492.05,492.29,636,-10368,11096,1,0,0
35866,89895,492.05,492.28,376,-9752,11200,1,0,0
35901,89895,492.05,492.28,-600,-9108,12556,1,0,0
35937,89896,491.96,492.28,-932,-7696,11404,1,0,0
35972,89896,491.96,492.28,-904,-6452,10868,1,0,0
36007,89896,491.96,492.27,-288,-6360,11212,1,0,0
36042,89896,491.96,492.27,68,-5144,10448,1,0,0
36082,89896,491.96,492.27,112,-4448,10444,1,0,0
36117,89896,491.96,492.27,-492,-4920,11204,1,0,0
36153,89896,491.96,492.26,-2412,-7860,11368,1,0,0
36188,89897,491.86,492.26,-4296,-8808,11208,1,0,0
36224,89897,491.86,492.26,-5364,-9748,12048,1,0,0
36258,89897,491.86,492.25,-5576,-9500,12752,1,0,0
36293,89897,491.86,492.25,-5712,-10116,13036,1,0,0
36329,89896,491.96,492.25,-5204,-9828,16076,1,0,0
36365,89897,491.86,492.24,-4124,-9616,15420,1,0,0
36400,89897,491.86,492.24,-4452,-10416,19228,1,0,0
36440,89896,491.96,492.24,-3640,-11376,21552,1,0,0
36484,89896,491.96,492.23,-4476,-13212,15068,1,0,0
36517,89896,491.96,492.23,-3736,-11504,18352,1,0,0
36551,89896,491.96,492.23,-3552,-10532,21844,1,0,0
36585,89896,491.96,492.23,-4672,-10220,18992,1,0,0
36620,89896,491.96,492.23,-3072,-9524,15664,1,0,0
36654,89897,491.86,492.22,-836,-6876,15292,1,0,0
36687,89897,491.86,492.22,916,-4412,16492,1,0,0
36721,89897,491.86,492.22,260,-1872,14172,1,0,0
36759,89896,491.96,492.21,1608,-976,11292,1,0,0
36793,89896,491.96,492.21,2376,-2084,11236,1,0,0
36828,89896,491.96,492.21,2408,-4656,11728,1,0,0
36861,89896,491.96,492.21,1668,-3308,12240,1,0,0
36895,89897,491.86,492.2,1600,-4300,11392,1,0,0
36929,89896,491.96,492.2,1628,-6588,11828,1,0,0
36963,89896,491.96,492.2,-20,-5456,11592,1,0,0
36998,89896,491.96,492.2,2988,-5364,13032,1,0,0
37031,89896,491.96,492.2,3268,-7220,12856,1,0,0
37065,89896,491.96,492.19,5660,-11564,9088,1,0,0
37103,89896,491.96,492.19,4016,-10248,9144,1,0,0
37137,89895,491.96,492.19,6424,-11112,14212,1,0,0
37171,89895,492.05,492.19,4616,-12640,14052,1,0,0
37204,89894,492.14,492.19,1468,-13612,13288,1,0,0
37239,89894,492.14,492.19,8,-13116,11380,1,0,0
37273,89895,492.05,492.19,-704,-11536,10012,1,0,0
37307,89894,492.14,492.19,-864,-10072,9264,1,0,0
37341,89895,492.05,492.19,-1416,-8768,8648,1,0,0
37374,89895,492.05,492.18,-1216,-8980,7900,1,0,0
37412,89895,492.05,492.18,-596,-9116,8728,1,0,0
37447,89895,492.05,492.18,1256,-8536,8940,1,0,0
37481,89894,492.14,492.18,2732,-7696,9636,1,0,0
37515,89894,492.14,492.18,2700,-10156,11192,1,0,0
37549,89894,492.14,492.18,2536,-11316,11628,1,0,0
37582,89894,492.14,492.18,4996,-12316,13524,1,0,0
37617,89894,492.14,492.18,4212,-10332,16096,1,0,0
37651,89894,492.14,492.18,2416,-11736,17236,1,0,0
37685,89894,492.14,492.18,1344,-11396,20440,1,0,0
37719,89894,492.14,492.18,104,-11140,19180,1,0,0
37756,89894,492.14,492.18,-1428,-9788,14084,1,0,0
37790,89894,492.14,492.18,-1920,-7144,13704,1,0,0
37825,89895,492.05,492.18,-1356,-5416,14152,1,0,0
37859,89895,492.05,492.18,-1444,-4340,11948,1,0,0
37893,89895,492.05,492.18,-1308,-4240,10692,1,0,0
37926,89896,492.05,492.18,-1232,-3936,10432,1,0,0
37961,89896,491.96,492.17,-740,-2996,10596,1,0,0
37995,89896,491.96,492.17,-812,-3176,10700,1,0,0
38029,89896,491.96,492.17,-332,-5176,12316,1,0,0
38063,89896,491.96,492.17,672,-5988,14016,1,0,0
38100,89896,491.96,492.17,1196,-6668,14868,1,0,0
38134,89896,491.96,492.17,1500,-7144,13304,1,0,0
38168,89896,491.96,492.17,1324,-7080,12096,1,0,0
38203,89896,491.96,492.16,1560,-7920,13852,1,0,0
38237,89896,491.96,492.16,1468,-8500,14532,1,0,0
38270,89896,491.96,492.16,2804,-10964,13048,1,0,0
38304,89896,491.96,492.16,2256,-10396,14044,1,0,0
38347,89896,491.96,492.16,1404,-8268,15600,1,0,0
38381,89896,491.96,492.16,1052,-9000,17352,1,0,0
38419,89896,491.96,492.16,-208,-13084,15440,1,0,0
38453,89896,491.96,492.15,-1360,-14068,13404,1,0,0
38496,89895,492.05,492.15,-84,-11064,13468,1,0,0
38531,89896,491.96,492.15,-132,-8100,13664,1,0,0
38564,89896,491.96,492.15,-348,-7908,14412,1,0,0
38598,89895,492.05,492.15,-904,-7012,14988,1,0,0
38632,89895,492.05,492.15,-4,-7840,13792,1,0,0
38666,89894,492.14,492.15,-956,-9312,12252,1,0,0
38700,89894,492.14,492.15,-816,-8084,12040,1,0,0
38734,89894,492.14,492.15,268,-8920,13276,1,0,0
38771,89894,492.14,492.15,-1388,-9736,14224,1,0,0
38806,89894,492.14,492.15,-1692,-11584,13484,1,0,0
38840,89894,492.14,492.15,-1728,-13060,13192,1,0,0
38874,89894,492.14,492.15,-1792,-12112,12364,1,0,0
38907,89893,492.24,492.15,-2084,-12948,12220,1,0,0
38941,89894,492.14,492.15,-2476,-12636,12868,1,0,0
38976,89894,492.14,492.15,-2056,-12816,12924,1,0,0
39010,89894,492.14,492.15,-2952,-11596,12636,1,0,0
39044,89894,492.14,492.15,-2600,-9356,11700,1,0,0
39081,89894,492.14,492.15,-1312,-9012,11448,1,0,0
39115,89894,492.14,492.15,-1828,-7612,10504,1,0,0
39149,89894,492.14,492.15,-1620,-7564,10460,1,0,0
39183,89895,492.14,492.15,-1216,-8328,9344,1,0,0
39218,89895,492.05,492.15,-1360,-7072,9508,1,0,0
39251,89895,492.05,492.15,-712,-8540,10232,1,0,0
39285,89894,492.14,492.15,-208,-9732,7612,1,0,0
39319,89895,492.05,492.15,1360,-13052,8572,1,0,0
39353,89894,492.14,492.15,4144,-18772,9624,1,0,0
39387,89894,492.14,492.15,3804,-21592,9476,1,0,0
39425,89893,492.24,492.15,2072,-22152,8780,1,0,0
39458,89893,492.24,492.15,992,-21844,8852,1,0,0
39492,89893,492.24,492.15,948,-20172,9532,1,0,0
39526,89893,492.24,492.15,972,-19564,9996,1,0,0
39560,89893,492.24,492.15,1028,-18980,10096,1,0,0
39595,89892,492.33,492.15,1468,-18384,10320,1,0,0
39628,89892,492.33,492.15,1796,-16912,10108,1,0,0
39662,89892,492.33,492.15,2320,-15876,9460,1,0,0
39696,89892,492.33,492.15,636,-17624,8188,1,0,0
39730,89893,492.24,492.15,1196,-18028,8304,1,0,0
39761,89893,492.24,492.16,836,-18220,7312,1,0,0
39795,89893,492.24,492.16,820,-18440,6332,1,0,0
39829,89893,492.24,492.16,1612,-17816,5288,1,0,0
39863,89893,492.24,492.16,832,-17780,3796,1,0,0
39897,89894,492.14,492.16,1424,-17168,2892,1,0,0
39931,89894,492.14,492.16,1304,-16100,2372,1,0,0
39965,89894,492.14,492.16,652,-14960,812,1,0,0
39999,89894,492.14,492.16,-560,-14680,660,1,0,0
40033,89894,492.14,492.16,2788,-12168,-2004,1,0,0
40071,89894,492.14,492.16,3052,-11268,-280,1,0,0
40104,89894,492.14,492.16,1688,-10376,-1412,1,0,0
40138,89893,492.24,492.16,-508,-9520,-15924,1,0,0
40172,89893,492.24,492.16,-1516,-11292,-6372,1,0,0
40206,89892,492.33,492.16,1120,-9168,-6580,1,0,0
40240,89891,492.42,492.16,-260,-8364,-5564,1,0,0
40274,89891,492.42,492.16,-1912,-8092,-5688,1,0,0
40317,89890,492.51,492.16,-296,-6480,-1620,1,0,0
40351,89889,492.61,492.17,-276,-7288,-3628,1,0,0
40385,89889,492.61,492.17,-1448,-7452,-3488,1,0,0
40423,89888,492.7,492.17,-1596,-7972,-2444,1,0,0
40457,89887,492.79,492.17,-1112,-7068,-3076,1,0,0
40500,89887,492.79,492.18,-636,-5632,-1876,1,0,0
40534,89887,492.79,492.18,-220,-7584,-2872,1,0,0
40567,89886,492.89,492.18,-1192,-6692,-2748,1,0,0
40601,89886,492.89,492.19,-608,-7372,164,1,0,0
40635,89886,492.89,492.19,-2640,-9660,644,1,0,0
40669,89886,492.89,492.2,-56,-7056,6428,1,0,0
40702,89885,492.98,492.2,616,-12832,3984,1,0,0
40736,89885,492.98,492.21,492,-13612,8256,1,0,0
40774,89885,492.98,492.21,432,-16960,8192,1,0,0
40808,89885,492.98,492.21,-2504,-16320,10604,1,0,0
40843,89885,492.98,492.22,-2340,-18796,11432,1,0,0
40877,89885,492.98,492.22,-2784,-20588,11332,1,0,0
40910,89884,493.07,492.23,-2244,-17632,13572,1,0,0
40944,89884,493.07,492.23,-4200,-17268,13832,1,0,0
40978,89884,493.07,492.24,-3532,-16972,12552,1,0,0
41012,89884,493.07,492.24,-1868,-18200,14704,1,0,0
41047,89883,493.16,492.25,-2024,-23756,8328,1,0,0
41083,89883,493.16,492.26,-3336,-25428,10356,1,0,0
41118,89883,493.16,492.26,-1416,-25596,9540,1,0,0
41152,89884,493.07,492.27,-2068,-19520,10216,1,0,0
41186,89884,493.07,492.27,-208,-15548,11040,1,0,0
41220,89884,493.07,492.28,-24,-12588,10976,1,0,0
41253,89885,492.98,492.28,-948,-12720,10640,1,0,0
41287,89885,492.98,492.29,-2400,-11928,10684,1,0,0
41321,89885,492.98,492.29,-3016,-11384,10888,1,0,0
41356,89886,492.89,492.3,-2004,-11256,11296,1,0,0
41393,89886,492.89,492.3,-2328,-11092,11620,1,0,0
41426,89887,492.79,492.3,-2748,-9836,11372,1,0,0
41460,89887,492.79,492.31,-3128,-9024,10384,1,0,0
41494,89887,492.79,492.31,-3408,-11320,11172,1,0,0
41528,89887,492.79,492.31,-2996,-10792,10520,1,0,0
41562,89887,492.79,492.32,-3216,-11880,11864,1,0,0
41595,89887,492.79,492.32,-2788,-11284,11164,1,0,0
41629,89887,492.79,492.32,-2364,-11396,11832,1,0,0
41663,89887,492.79,492.33,-2312,-11488,12220,1,0,0
41697,89886,492.89,492.33,-2300,-11160,12572,1,0,0
41735,89886,492.89,492.34,-2412,-11184,12688,1,0,0
41768,89886,492.89,492.34,-2728,-11372,11244,1,0,0
41802,89886,492.89,492.34,-3260,-12756,11384,1,0,0
41836,89886,492.89,492.35,-3336,-13240,11340,1,0,0
41870,89887,492.79,492.35,-3712,-12732,11212,1,0,0
41904,89887,492.79,492.35,-3432,-12148,11340,1,0,0
41937,89887,492.79,492.36,-2308,-10212,12348,1,0,0
41971,89887,492.79,492.36,-2092,-8464,13288,1,0,0
42005,89887,492.79,492.36,-2140,-8412,13084,1,0,0
42042,89887,492.79,492.37,-2248,-8732,12588,1,0,0
42077,89887,492.79,492.37,-592,-9100,10160,1,0,0
42110,89888,492.7,492.37,-2516,-7972,13012,1,0,0
42145,89888,492.7,492.37,-2068,-8316,13824,1,0,0
42179,89888,492.7,492.38,-1228,-7356,13156,1,0,0
42213,89888,492.7,492.38,-704,-8052,12620,1,0,0
42256,89888,492.7,492.38,-1096,-8672,12800,1,0,0
42291,89888,492.7,492.38,-1824,-8308,12392,1,0,0
42324,89888,492.7,492.39,-1120,-8180,12656,1,0,0
42359,89888,492.7,492.39,-580,-8448,12860,1,0,0
42397,89888,492.7,492.39,-540,-9740,12560,1,0,0
42431,89888,492.7,492.39,-1484,-9756,13016,1,0,0
42465,89888,492.7,492.39,-1640,-16188,14076,1,0,0
42509,89888,492.7,492.4,-3160,-18468,14568,1,0,0
42543,89888,492.7,492.4,-972,-18640,16296,1,0,0
42577,89888,492.7,492.4,1004,-17196,15088,1,0,0
42611,89888,492.7,492.4,-1960,-19380,15388,1,0,0
42645,89888,492.7,492.41,724,-17124,15880,1,0,0
42680,89888,492.7,492.41,2460,-14916,14804,1,0,0
42718,89888,492.7,492.41,1188,-15396,14616,1,0,0
42752,89889,492.61,492.41,-132,-16372,14008,1,0,0
42785,89889,492.61,492.41,-1316,-14588,13152,1,0,0
42820,89889,492.61,492.41,-56,-17336,11564,1,0,0
42854,89889,492.61,492.42,-1312,-14592,12264,1,0,0
42889,89889,492.61,492.42,-756,-12564,8660,1,0,0
42923,89889,492.61,492.42,-168,-8696,5368,1,0,0
42956,89890,492.51,492.42,-2016,-6580,3552,1,0,0
42991,89890,492.51,492.42,-3592,-4280,2120,1,0,0
43025,89890,492.51,492.42,-3196,-3012,-748,1,0,0
43063,89890,492.51,492.42,-176,-1796,-2044,1,0,0
43097,89889,492.61,492.42,-3268,-1732,-384,1,0,0
43130,89889,492.61,492.42,3096,-1768,-5200,1,0,0
43165,89889,492.61,492.42,-3336,-3244,740,1,0,0
43199,89888,492.7,492.43,560,-4436,-88,1,0,0
43233,89888,492.7,492.43,-896,-5416,60,1,0,0
43268,89887,492.79,492.43,-1996,-7104,1176,1,0,0
43301,89886,492.89,492.43,-1604,-8216,576,1,0,0
43335,89886,492.89,492.44,-600,-8184,1916,1,0,0
43373,89885,492.98,492.44,-912,-9544,5156,1,0,0
43407,89885,492.98,492.44,2628,-10420,2308,1,0,0
43442,89885,492.98,492.45,828,-12380,7044,1,0,0
43475,89884,493.07,492.45,-5600,-15412,8932,1,0,0
43509,89884,493.07,492.46,-2992,-16132,11068,1,0,0
43544,89884,493.07,492.46,-5256,-15340,13088,1,0,0
43578,89884,493.07,492.46,-1272,-12652,11788,1,0,0
43612,89884,493.07,492.47,-3060,-13112,14504,1,0,0
43646,89884,493.07,492.47,-1440,-13244,15732,1,0,0
43680,89884,493.07,492.48,-3672,-15560,16768,1,0,0
43718,89884,493.07,492.48,-7012,-17972,16268,1,0,0
43752,89884,493.07,492.49,-8248,-18128,19672,1,0,0
43787,89884,493.07,492.49,-7356,-16052,19720,1,0,0
43821,89884,493.07,492.49,-6884,-16172,21960,1,0,0
43854,89884,493.07,492.5,-7396,-16292,18860,1,0,0
43889,89884,493.07,492.5,-6844,-18360,19240,1,0,0
43923,89884,493.07,492.51,-6700,-16428,17144,1,0,0
43958,89883,493.16,492.51,-7736,-13620,16872,1,0,0
43992,89883,493.16,492.52,-7680,-15280,15756,1,0,0
44029,89884,493.07,492.52,-9064,-12152,14312,1,0,0
44063,89885,493.07,492.52,-11316,-10720,11692,1,0,0
44098,89885,492.98,492.53,-8384,-9612,14300,1,0,0
44132,89884,493.07,492.53,-9576,-8752,11700,1,0,0
44166,89885,492.98,492.54,-7764,-8144,12668,1,0,0
44200,89885,492.98,492.54,-8320,-7272,14092,1,0,0
44243,89885,492.98,492.54,-8940,-5352,9988,1,0,0
44277,89885,492.98,492.55,-7052,-5860,10252,1,0,0
44311,89885,492.98,492.55,-2776,-7908,4024,1,0,0
44346,89884,493.07,492.55,-6856,-3440,9864,1,0,0
44384,89885,492.98,492.56,-4652,-3920,5252,1,0,0
44418,89885,492.98,492.56,-3312,-6912,6200,1,0,0
44451,89885,492.98,492.56,-3064,-7520,5144,1,0,0
44495,89884,493.07,492.57,2028,-9020,1532,1,0,0
44529,89884,493.07,492.57,3236,-13592,10068,1,0,0
44564,89884,493.07,492.57,6680,-10252,12512,1,0,0
44598,89884,493.07,492.58,3288,-21840,15516,1,0,0
44632,89884,493.07,492.58,6304,-12808,30044,1,0,0
44665,89884,493.07,492.59,4296,-20796,32767,1,0,0
44703,89884,493.07,492.59,-2568,-22488,32767,1,0,0
44738,89884,493.07,492.59,-23220,-32768,32767,1,0,0
44772,89884,493.07,492.6,-32768,-18536,32767,1,0,0
44806,89885,492.98,492.6,-32768,26508,32767,1,0,0
44840,89886,492.89,492.6,-32768,32767,32767,1,0,0
44874,89888,492.7,492.6,-32768,32767,32767,1,0,0
44908,89886,492.89,492.6,32767,-20428,32767,1,0,0
44943,89882,493.26,492.61,176,17944,-32768,1,0,0
44977,89878,493.63,492.62,-21856,10460,-32768,1,0,0
45010,89875,493.91,492.63,-24740,27244,-32768,1,0,0
45048,89873,494.09,492.64,-32284,15016,-32768,1,0,0
45083,89872,494.18,492.65,-26700,-5876,-32768,1,0,0
45117,89871,494.28,492.67,-18168,-16908,-32768,1,0,0
45152,89872,494.18,492.68,-20960,-10536,-32768,1,0,0
45186,89872,494.18,492.69,-25612,9104,-32768,1,0,0
45219,89873,494.09,492.7,-25752,26912,-32768,1,0,0
45254,89873,494.09,492.72,-25320,28304,-32768,1,0,0
45288,89873,494.09,492.73,-22212,13316,-32768,1,0,0
45322,89874,494,492.74,-21968,-8188,-32768,1,0,0
45360,89874,494,492.75,-25140,-16560,-32768,1,0,0
45394,89874,494,492.77,-24836,-6832,-32768,1,0,0
45428,89873,494.09,492.78,-23176,10632,-32768,1,0,0
45462,89873,494.09,492.79,-23808,23224,-32768,1,0,0
45497,89872,494.18,492.81,-27160,21024,-32768,1,0,0
45531,89871,494.28,492.82,-25784,5848,-32768,1,0,0
45564,89870,494.37,492.84,-20128,-10244,-32768,1,0,0
45599,89870,494.37,492.85,-20848,-15704,-32768,1,0,0
45633,89868,494.56,492.87,-25116,-5988,-32768,1,0,0
45671,89868,494.56,492.89,-25388,12992,-32768,1,0,0
45705,89865,494.83,492.91,-24560,22884,-32768,1,0,0
45740,89863,495.02,492.94,-24380,18196,-32768,1,0,0
45773,89862,495.11,492.97,-21684,2596,-32768,1,0,0
45807,89860,495.3,493,-20236,-12272,-32768,1,0,0
45842,89859,495.39,493.03,-22588,-14996,-32768,1,0,0
45876,89859,495.39,493.06,-25276,-3924,-32768,1,0,0
45911,89858,495.48,493.09,-24940,12584,-32768,1,0,0
45944,89856,495.67,493.13,-24484,21724,-32768,1,0,0
45982,89854,495.86,493.17,-24408,15584,-32768,1,0,0
46016,89852,496.04,493.21,-21348,20,-32768,1,0,0
46050,89851,496.13,493.26,-19340,-13308,-32768,1,0,0
46085,89850,496.23,493.31,-22476,-14624,-32768,1,0,0
46118,89849,496.32,493.36,-25712,-2584,-32768,1,0,0
46153,89848,496.41,493.42,-25072,13224,-32768,1,0,0
46196,89846,496.6,493.48,-24404,20892,-32768,1,0,0
46230,89845,496.69,493.54,-23552,11728,-32768,1,0,0
46264,89844,496.78,493.61,-20160,-4028,-32768,1,0,0
46302,89843,496.88,493.68,-19692,-15372,-32768,1,0,0
46337,89843,496.88,493.75,-23996,-11236,-32768,1,0,0
46370,89841,497.06,493.83,-25936,3716,-32768,1,0,0
46404,89840,497.16,493.91,-24648,17784,-32768,1,0,0
46439,89839,497.25,493.99,-23780,20284,-32768,1,0,0
46483,89838,497.34,494.08,-21584,5076,-32768,1,0,0
46517,89837,497.43,494.17,-19280,-10004,-32768,1,0,0
46551,89838,497.34,494.26,-21472,-14648,-32768,1,0,0
46585,89837,497.43,494.36,-24692,-6900,-32768,1,0,0
46623,89837,497.43,494.45,-24792,9128,-32768,1,0,0
46657,89836,497.53,494.54,-23616,16868,-32768,1,0,0
46691,89835,497.62,494.64,-23488,14088,-32768,1,0,0
46726,89834,497.71,494.74,-21724,2508,-32768,1,0,0
46759,89834,497.71,494.84,-19036,-10372,-32768,1,0,0
46793,89834,497.71,494.94,-19872,-14836,-32768,1,0,0
46828,89834,497.71,495.04,-23580,-5584,-32768,1,0,0
46862,89834,497.71,495.13,-25888,9664,-32768,1,0,0
46896,89833,497.81,495.23,-25368,19676,-32768,1,0,0
