Time,Pascal,alt,KMF,ax,ay,az,LaunchTime,ApoTime,LandTime
18117,89962,485.83,486.16,-108,16524,-1232,1,0,0
18150,89963,485.74,486.15,-104,16424,-1232,1,0,0
18182,89963,485.74,486.15,-136,16496,-1148,1,0,0
18214,89963,485.74,486.14,-136,16476,-1056,1,0,0
18251,89963,485.74,486.13,-200,16432,-1264,1,0,0
18284,89964,485.74,486.13,-148,16484,-1020,1,0,0
18317,89964,485.65,486.12,-256,16520,-1232,1,0,0
18349,89963,485.74,486.12,-152,16372,-1220,1,0,0
18381,89964,485.65,486.11,-36,16516,-1272,1,0,0
18414,89963,485.74,486.11,-196,16508,-1036,1,0,0
18447,89963,485.74,486.1,-212,16564,-1028,1,0,0
18480,89964,485.65,486.09,-176,16440,-1180,1,0,0
18512,89963,485.74,486.09,-240,16504,-1172,1,0,0
18544,89964,485.65,486.08,-224,16512,-1088,1,0,0
18581,89964,485.65,486.08,-264,16576,-1200,1,0,0
18614,89965,485.56,486.07,-208,16404,-1216,1,0,0
18647,89965,485.56,486.06,-256,16456,-1212,1,0,0
18678,89965,485.56,486.06,-188,16508,-1224,1,0,0
18711,89965,485.56,486.05,-16,16520,-1280,1,0,0
18744,89965,485.56,486.04,-164,16476,-1124,1,0,0
18776,89965,485.56,486.04,-224,16524,-1268,1,0,0
18808,89965,485.56,486.03,-244,16472,-1208,1,0,0
18841,89965,485.56,486.02,-196,16440,-1092,1,0,0
18873,89965,485.56,486.02,-240,16468,-1172,1,0,0
18910,89965,485.56,486.01,-240,16480,-1096,1,0,0
18942,89965,485.56,486.01,-236,16436,-1064,1,0,0
18974,89965,485.56,486,-224,16412,-1220,1,0,0
19007,89965,485.56,486,-200,16528,-1352,1,0,0
19040,89964,485.65,485.99,-136,16576,-1052,1,0,0
19072,89964,485.65,485.99,-116,16476,-1124,1,0,0
19112,89964,485.65,485.98,-196,16424,-1136,1,0,0
19145,89965,485.65,485.98,-204,16444,-1088,1,0,0
19177,89965,485.56,485.97,-172,16528,-1236,1,0,0
19210,89965,485.56,485.97,-136,16536,-1132,1,0,0
19239,89966,485.47,485.96,-288,16480,-1108,1,0,0
19288,89965,485.56,485.96,-272,16460,-1164,1,0,0
19319,89965,485.56,485.95,-164,16504,-1068,1,0,0
19351,89966,485.47,485.95,-184,16548,-1184,1,0,0
19382,89965,485.56,485.94,-204,16476,-1052,1,0,0
19414,89965,485.56,485.94,-136,16460,-1152,1,0,0
19444,89965,485.56,485.93,-168,16496,-1188,1,0,0
19476,89965,485.56,485.93,-288,16440,-1328,1,0,0
19507,89965,485.56,485.92,-212,16516,-1204,1,0,0
19543,89966,485.47,485.92,-148,16520,-1100,1,0,0
19573,89966,485.47,485.91,-272,16540,-1064,1,0,0
19605,89966,485.47,485.91,-104,16372,-1176,1,0,0
19636,89966,485.47,485.9,-196,16468,-1208,1,0,0
19667,89966,485.47,485.9,-224,16544,-1092,1,0,0
19698,89965,485.56,485.89,-212,16564,-1076,1,0,0
19730,89965,485.56,485.89,-176,16484,-1180,1,0,0
19762,89965,485.56,485.88,-156,16564,-1236,1,0,0
19792,89965,485.56,485.88,-136,16468,-1076,1,0,0
19824,89965,485.56,485.88,-204,16528,-1232,1,0,0
19859,89966,485.47,485.87,-192,16460,-1184,1,0,0
19890,89966,485.47,485.87,-220,16424,-1108,1,0,0
19921,89966,485.47,485.86,-192,16448,-1176,1,0,0
19953,89966,485.47,485.86,-188,16460,-1048,1,0,0
19984,89966,485.47,485.85,-228,16488,-1140,1,0,0
20016,89965,485.56,485.85,-220,16488,-1016,1,0,0
20046,89965,485.56,485.85,-224,16424,-1052,1,0,0
20078,89965,485.56,485.84,-84,16508,-1156,1,0,0
20109,89965,485.56,485.84,-244,16576,-1108,1,0,0
20141,89966,485.47,485.84,-232,16504,-1108,1,0,0
20169,89966,485.47,485.83,-92,16460,-1136,1,0,0
20200,89966,485.47,485.83,-116,16492,-1140,1,0,0
20232,89965,485.56,485.83,-112,16512,-1212,1,0,0
20262,89965,485.56,485.82,-216,16532,-1252,1,0,0
20294,89965,485.56,485.82,-204,16556,-1288,1,0,0
20326,89965,485.56,485.82,-204,16488,-1120,1,0,0
20357,89965,485.56,485.81,-276,16460,-956,1,0,0
20388,89964,485.65,485.81,-248,16520,-1172,1,0,0
20419,89964,485.65,485.81,-256,16520,-1116,1,0,0
20454,89965,485.56,485.81,-200,16480,-1076,1,0,0
20486,89965,485.56,485.81,-264,16488,-1116,1,0,0
20516,89966,485.47,485.8,-216,16440,-1064,1,0,0
20548,89965,485.56,485.8,-216,16500,-1188,1,0,0
20580,89965,485.56,485.8,-236,16492,-1224,1,0,0
20611,89965,485.56,485.79,-84,16560,-1184,1,0,0
20642,89966,485.47,485.79,-312,16460,-1028,1,0,0
20673,89966,485.47,485.79,-172,16432,-1096,1,0,0
20705,89966,485.47,485.79,-144,16552,-1124,1,0,0
20736,89965,485.56,485.78,-248,16528,-1256,1,0,0
20770,89966,485.47,485.78,-136,16544,-1152,1,0,0
20802,89966,485.47,485.78,-212,16536,-1188,1,0,0
20833,89966,485.47,485.77,-176,16544,-1172,1,0,0
20865,89966,485.47,485.77,-156,16504,-1140,1,0,0
20895,89967,485.37,485.77,-188,16420,-1228,1,0,0
20927,89967,485.37,485.76,-216,16548,-1184,1,0,0
20958,89967,485.37,485.76,-272,16452,-1196,1,0,0
20989,89967,485.37,485.75,-208,16536,-1080,1,0,0
21020,89968,485.28,485.75,-184,16416,-1188,1,0,0
21061,89968,485.28,485.75,-240,16428,-1196,1,0,0
21096,89968,485.28,485.74,-208,16552,-1128,1,0,0
21127,89968,485.28,485.74,-192,16504,-1148,1,0,0
21168,89968,485.28,485.73,-216,16432,-1140,1,0,0
21198,89968,485.28,485.73,-180,16488,-1208,1,0,0
21230,89968,485.28,485.72,-376,16528,-1196,1,0,0
21261,89968,485.28,485.72,-228,16448,-1260,1,0,0
21293,89968,485.28,485.71,-180,16468,-1284,1,0,0
21323,89968,485.28,485.71,-200,16400,-1216,1,0,0
21355,89967,485.37,485.71,-128,16508,-1064,1,0,0
21390,89967,485.37,485.7,-276,16500,-1052,1,0,0
21422,89968,485.28,485.7,-160,16528,-1100,1,0,0
21452,89968,485.28,485.7,-164,16488,-1248,1,0,0
21484,89968,485.28,485.69,-264,16420,-1172,1,0,0
21515,89968,485.28,485.69,-364,16460,-1148,1,0,0
21547,89968,485.28,485.68,-232,16508,-1180,1,0,0
21577,89968,485.28,485.68,-200,16412,-1184,1,0,0
21609,89968,485.28,485.68,-136,16528,-1104,1,0,0
21640,89967,485.37,485.67,-136,16468,-1124,1,0,0
21671,89968,485.28,485.67,-156,16484,-1136,1,0,0
21706,89968,485.28,485.67,-192,16484,-1148,1,0,0
21738,89968,485.28,485.66,-292,16504,-1040,1,0,0
21769,89968,485.28,485.66,-200,16500,-1140,1,0,0
21800,89968,485.28,485.65,-172,16500,-1072,1,0,0
21831,89968,485.28,485.65,-268,16392,-1020,1,0,0
21863,89968,485.28,485.65,-156,16536,-1092,1,0,0
21894,89968,485.28,485.64,-172,16440,-1184,1,0,0
21925,89968,485.28,485.64,-208,16460,-1184,1,0,0
21956,89968,485.28,485.64,-132,16548,-1076,1,0,0
21988,89968,485.28,485.63,-132,16444,-1108,1,0,0
22023,89967,485.37,485.63,-200,16496,-1256,1,0,0
22053,89967,485.37,485.63,-240,16532,-1156,1,0,0
22085,89967,485.37,485.63,-172,16564,-1124,1,0,0
22116,89967,485.37,485.62,-192,16480,-1148,1,0,0
22148,89967,485.37,485.62,-172,16660,-1104,1,0,0
22178,89967,485.37,485.62,-272,16452,-1256,1,0,0
22210,89967,485.37,485.62,-128,16472,-1208,1,0,0
22241,89967,485.37,485.62,-104,16560,-1280,1,0,0
22273,89967,485.37,485.61,-200,16468,-1268,1,0,0
22307,89967,485.37,485.61,-168,16524,-1112,1,0,0
22339,89968,485.37,485.61,-276,16476,-1200,1,0,0
22370,89968,485.28,485.61,-148,16596,-1200,1,0,0
22402,89968,485.28,485.6,-272,16544,-1064,1,0,0
22432,89968,485.28,485.6,-252,16468,-1116,1,0,0
22464,89968,485.28,485.6,-332,16508,-1124,1,0,0
22495,89968,485.28,485.59,-224,16480,-1168,1,0,0
22526,89968,485.28,485.59,-184,16492,-1036,1,0,0
22557,89968,485.28,485.59,-56,16504,-1152,1,0,0
22588,89968,485.28,485.59,-204,16496,-1104,1,0,0
22624,89968,485.28,485.58,-192,16540,-1216,1,0,0
22654,89968,485.28,485.58,-244,16532,-1204,1,0,0
22686,89969,485.18,485.58,-284,16448,-1196,1,0,0
22717,89969,485.18,485.57,-104,16404,-1116,1,0,0
22749,89969,485.18,485.57,-208,16504,-1128,1,0,0
22779,89969,485.18,485.57,-216,16500,-1160,1,0,0
22811,89969,485.18,485.56,-60,16484,-1044,1,0,0
22851,89969,485.18,485.56,-268,16488,-1192,1,0,0
22882,89969,485.18,485.56,-200,16444,-1264,1,0,0
22914,89969,485.18,485.55,-72,16436,-1176,1,0,0
22948,89970,485.18,485.55,-192,16512,-1256,1,0,0
22988,89970,485.09,485.55,-136,16544,-1132,1,0,0
23020,89970,485.09,485.54,-136,16460,-1148,1,0,0
23051,89970,485.09,485.54,-120,16488,-1228,1,0,0
23083,89971,485,485.53,-40,16408,-1032,1,0,0
23113,89971,485,485.53,-212,16512,-1212,1,0,0
23145,89971,485,485.53,-252,16548,-1192,1,0,0
23176,89970,485.09,485.52,-108,16512,-1200,1,0,0
23207,89970,485.09,485.52,-188,16556,-1268,1,0,0
23242,89970,485.09,485.51,-200,16460,-1124,1,0,0
23273,89971,485,485.51,-252,16540,-1136,1,0,0
23305,89971,485,485.51,-224,16556,-1224,1,0,0
23335,89971,485,485.5,-176,16560,-1196,1,0,0
23366,89971,485,485.5,-172,16464,-1120,1,0,0
23398,89971,485,485.49,-116,16432,-1156,1,0,0
23429,89971,485,485.49,-216,16572,-1228,1,0,0
23460,89971,485,485.48,-208,16448,-1272,1,0,0
23491,89971,485,485.48,-184,16484,-1164,1,0,0
23523,89971,485,485.48,-284,16484,-1080,1,0,0
23558,89971,485,485.47,-144,16432,-1228,1,0,0
23588,89971,485,485.47,-312,16488,-1212,1,0,0
23620,89971,485,485.46,-116,16516,-1064,1,0,0
23651,89970,485.09,485.46,-196,16488,-1180,1,0,0
23683,89970,485.09,485.46,-220,16520,-1272,1,0,0
23713,89970,485.09,485.45,-112,16492,-1232,1,0,0
23745,89969,485.18,485.45,-236,16576,-1092,1,0,0
23776,89969,485.18,485.45,-128,16416,-1104,1,0,0
23808,89969,485.18,485.45,-168,16540,-1240,1,0,0
23838,89969,485.18,485.44,-116,16424,-1104,1,0,0
23873,89969,485.18,485.44,-120,16436,-1116,1,0,0
23905,89970,485.09,485.44,-184,16440,-1132,1,0,0
23936,89970,485.09,485.44,-184,16620,-1216,1,0,0
23966,89970,485.09,485.43,-180,16348,-1092,1,0,0
23998,89970,485.09,485.43,-236,16464,-1136,1,0,0
24029,89971,485,485.43,-224,16428,-1160,1,0,0
24060,89971,485,485.42,-184,16500,-1200,1,0,0
24091,89971,485,485.42,-216,16488,-1180,1,0,0
24123,89971,485,485.42,-224,16500,-1124,1,0,0
24158,89972,484.91,485.41,-220,16496,-1092,1,0,0
24188,89972,484.91,485.41,-324,16468,-1160,1,0,0
24220,89973,484.81,485.4,-332,16480,-1088,1,0,0
24251,89973,484.81,485.4,-288,16452,-1120,1,0,0
24283,89973,484.81,485.39,-264,16604,-1076,1,0,0
24313,89974,484.72,485.39,-200,16568,-1208,1,0,0
24344,89974,484.72,485.38,-148,16544,-1148,1,0,0
24376,89974,484.72,485.38,-188,16532,-1224,1,0,0
24407,89974,484.72,485.37,-140,16476,-1188,1,0,0
24438,89974,484.72,485.36,-148,16576,-1288,1,0,0
24473,89974,484.72,485.36,-232,16516,-1160,1,0,0
24504,89974,484.72,485.35,-216,16472,-1304,1,0,0
24536,89975,484.63,485.35,-204,16436,-1080,1,0,0
24566,89974,484.72,485.34,-212,16488,-1144,1,0,0
24597,89974,484.72,485.34,-204,16460,-1204,1,0,0
24629,89974,484.72,485.33,-136,16500,-1176,1,0,0
24669,89974,484.72,485.32,-252,16468,-1136,1,0,0
24700,89974,484.72,485.32,-240,16584,-1028,1,0,0
24731,89974,484.72,485.31,-176,16500,-1140,1,0,0
24762,89974,484.72,485.31,-224,16500,-1148,1,0,0
24798,89975,484.63,485.3,-192,16560,-1116,1,0,0
24838,89974,484.72,485.3,-220,16404,-1192,1,0,0
24868,89974,484.72,485.29,-176,16568,-1192,1,0,0
24900,89975,484.63,485.29,-252,16476,-936,1,0,0
24931,89975,484.63,485.28,-224,16448,-1188,1,0,0
24962,89976,484.54,485.27,-244,16484,-1128,1,0,0
24993,89976,484.54,485.27,-124,16456,-1208,1,0,0
25024,89976,484.54,485.26,-216,16508,-1032,1,0,0
25056,89976,484.54,485.25,-232,16580,-1144,1,0,0
25091,89977,484.45,485.24,-216,16492,-1156,1,0,0
25121,89977,484.45,485.24,-212,16500,-1200,1,0,0
25152,89976,484.54,485.23,-116,16512,-1156,1,0,0
25183,89977,484.45,485.22,-132,16568,-1164,1,0,0
25214,89977,484.45,485.22,-160,16640,-1264,1,0,0
25245,89977,484.45,485.21,-260,16484,-1140,1,0,0
25276,89977,484.45,485.2,-192,16560,-1156,1,0,0
25307,89977,484.45,485.19,-216,16508,-1064,1,0,0
25338,89977,484.45,485.19,-88,16464,-1116,1,0,0
25369,89977,484.45,485.18,-136,16456,-1084,1,0,0
25404,89978,484.35,485.17,-228,16528,-1212,1,0,0
25435,89978,484.35,485.16,-256,16396,-1152,1,0,0
25465,89977,484.45,485.15,-312,16468,-1084,1,0,0
25496,89978,484.45,485.15,-168,16484,-1124,1,0,0
25528,89978,484.35,485.14,-172,16484,-1124,1,0,0
25559,89978,484.35,485.13,-208,16524,-1140,1,0,0
25589,89978,484.35,485.12,-112,16508,-1156,1,0,0
25620,89978,484.35,485.11,-120,16540,-1224,1,0,0
25652,89979,484.26,485.11,-256,16416,-1192,1,0,0
25682,89978,484.35,485.1,-156,16460,-1120,1,0,0
25717,89979,484.26,485.09,-276,16488,-1156,1,0,0
25749,89979,484.26,485.08,-212,16456,-1084,1,0,0
25780,89979,484.26,485.07,-248,16372,-1220,1,0,0
25811,89978,484.35,485.06,-200,16544,-1072,1,0,0
25842,89978,484.35,485.06,-216,16548,-1164,1,0,0
25874,89978,484.35,485.05,-168,16532,-1204,1,0,0
25906,89977,484.45,485.04,-280,16528,-1264,1,0,0
25936,89978,484.35,485.03,-168,16524,-1248,1,0,0
25968,89978,484.35,485.03,-80,16564,-1084,1,0,0
26003,89978,484.35,485.02,-200,16432,-1260,1,0,0
26035,89979,484.35,485.01,-264,16532,-1216,1,0,0
26066,89979,484.26,485,-240,16448,-1052,1,0,0
26097,89979,484.26,485,-140,16476,-1192,1,0,0
26129,89979,484.26,484.99,-148,16456,-1220,1,0,0
26161,89979,484.26,484.98,-180,16520,-1208,1,0,0
26191,89980,484.16,484.97,-212,16428,-1192,1,0,0
26223,89979,484.26,484.96,-148,16496,-1184,1,0,0
26255,89979,484.26,484.96,-136,16480,-1036,1,0,0
26286,89979,484.26,484.95,-332,16560,-1260,1,0,0
26321,89979,484.26,484.94,-256,16504,-1128,1,0,0
26352,89979,484.26,484.93,-196,16536,-1192,1,0,0
26384,89979,484.26,484.92,-196,16532,-1152,1,0,0
26415,89979,484.26,484.92,-160,16464,-1140,1,0,0
26456,89979,484.26,484.91,-256,16536,-1196,1,0,0
26487,89979,484.26,484.9,-160,16500,-1152,1,0,0
26518,89980,484.16,484.89,-144,16476,-1176,1,0,0
26550,89980,484.16,484.89,-180,16452,-1236,1,0,0
26582,89980,484.16,484.88,-144,16476,-1176,1,0,0
26612,89979,484.26,484.87,-168,16528,-1248,1,0,0
26657,89979,484.26,484.86,-224,16536,-1188,1,0,0
26689,89979,484.26,484.86,-92,16516,-1192,1,0,0
26720,89979,484.26,484.85,-184,16376,-1164,1,0,0
26752,89979,484.26,484.84,-312,16408,-1108,1,0,0
26782,89979,484.26,484.84,-284,16480,-1084,1,0,0
26814,89980,484.16,484.83,-100,16436,-1148,1,0,0
26846,89980,484.16,484.82,-112,16508,-1100,1,0,0
26876,89980,484.16,484.81,-228,16480,-1112,1,0,0
26908,89980,484.16,484.81,-184,16580,-1312,1,0,0
26943,89979,484.26,484.8,-264,16564,-1208,1,0,0
26975,89979,484.26,484.79,-160,16520,-1372,1,0,0
27006,89979,484.26,484.79,-196,16500,-1248,1,0,0
27037,89979,484.26,484.78,-232,16508,-1128,1,0,0
27069,89980,484.16,484.77,-200,16464,-1216,1,0,0
27100,89980,484.16,484.77,-208,16444,-1208,1,0,0
27131,89980,484.16,484.76,-244,16428,-1136,1,0,0
27163,89980,484.16,484.75,-228,16456,-1136,1,0,0
27194,89979,484.26,484.75,-164,16576,-1128,1,0,0
27226,89979,484.26,484.74,-160,16476,-1200,1,0,0
27260,89979,484.26,484.74,-288,16480,-1168,1,0,0
27292,89979,484.26,484.73,-324,16448,-1272,1,0,0
27324,89979,484.26,484.72,-236,16500,-1168,1,0,0
27355,89979,484.26,484.72,-240,16452,-1080,1,0,0
27386,89979,484.26,484.71,-240,16432,-1056,1,0,0
27417,89979,484.26,484.71,-128,16572,-1100,1,0,0
27449,89979,484.26,484.7,-192,16460,-1256,1,0,0
27481,89980,484.16,484.7,-176,16516,-1084,1,0,0
27511,89979,484.26,484.69,-32,16500,-1036,1,0,0
27543,89980,484.16,484.69,-132,16608,-1192,1,0,0
27578,89980,484.16,484.68,-240,16432,-1276,1,0,0
27610,89980,484.16,484.68,-192,16504,-1092,1,0,0
27640,89980,484.16,484.67,-200,16440,-1152,1,0,0
27672,89980,484.16,484.66,-184,16508,-1248,1,0,0
27704,89981,484.07,484.66,-160,16540,-1028,1,0,0
27735,89981,484.07,484.65,-136,16440,-1268,1,0,0
27766,89981,484.07,484.64,-148,16508,-1164,1,0,0
27797,89980,484.16,484.64,-164,16396,-1124,1,0,0
27829,89980,484.16,484.63,-284,16568,-1164,1,0,0
27864,89980,484.16,484.63,-232,16476,-1184,1,0,0
27895,89980,484.16,484.62,-140,16480,-1188,1,0,0
27927,89980,484.16,484.62,-272,16468,-1100,1,0,0
27958,89980,484.16,484.61,-156,16584,-1124,1,0,0
27990,89980,484.16,484.61,-184,16576,-1032,1,0,0
28020,89980,484.16,484.6,-164,16580,-1104,1,0,0
28052,89980,484.16,484.6,-220,16480,-1152,1,0,0
28084,89980,484.16,484.59,-72,16456,-1260,1,0,0
28114,89980,484.16,484.59,-272,16552,-1116,1,0,0
28146,89980,484.16,484.58,-200,16520,-1132,1,0,0
28181,89980,484.16,484.58,-196,16480,-1152,1,0,0
28213,89980,484.16,484.58,-156,16424,-1232,1,0,0
28243,89981,484.07,484.57,-144,16516,-1076,1,0,0
28284,89981,484.07,484.56,-224,16568,-1004,1,0,0
28315,89981,484.07,484.56,-228,16476,-1184,1,0,0
28347,89981,484.07,484.55,-228,16564,-1008,1,0,0
28379,89982,483.98,484.55,-168,16520,-1000,1,0,0
28409,89982,483.98,484.54,-200,16428,-1136,1,0,0
28441,89982,483.98,484.54,-196,16564,-1060,1,0,0
28472,89982,483.98,484.53,-124,16480,-1164,1,0,0
28517,89982,483.98,484.52,-172,16568,-1164,1,0,0
28549,89982,483.98,484.52,-264,16476,-1056,1,0,0
28579,89982,483.98,484.51,-284,16484,-1080,1,0,0
28611,89981,484.07,484.51,-208,16484,-1292,1,0,0
28642,89981,484.07,484.5,-236,16476,-1164,1,0,0
28674,89981,484.07,484.5,-196,16408,-1104,1,0,0
28705,89981,484.07,484.49,-244,16496,-1140,1,0,0
28736,89981,484.07,484.49,-200,16544,-1100,1,0,0
28768,89981,484.07,484.48,-120,16500,-1224,1,0,0
28803,89981,484.07,484.48,-304,16456,-1208,1,0,0
28834,89981,484.07,484.48,-208,16336,-1148,1,0,0
28865,89981,484.07,484.47,-248,16556,-1276,1,0,0
28897,89981,484.07,484.47,-188,16512,-1220,1,0,0
28928,89981,484.07,484.46,-364,16452,-1272,1,0,0
28959,89981,484.07,484.46,-196,16460,-1228,1,0,0
28990,89981,484.07,484.45,-240,16500,-1092,1,0,0
29022,89981,484.07,484.45,-116,16500,-1128,1,0,0
29053,89981,484.07,484.45,-152,16476,-1192,1,0,0
29084,89981,484.07,484.44,-104,16508,-1188,1,0,0
29119,89981,484.07,484.44,-348,16520,-1088,1,0,0
29151,89981,484.07,484.43,-344,16500,-1176,1,0,0
29181,89982,483.98,484.43,-264,16496,-1148,1,0,0
29213,89982,483.98,484.43,-252,16432,-1044,1,0,0
29245,89983,483.89,484.42,-244,16476,-1084,1,0,0
29276,89983,483.89,484.41,-356,16376,-1060,1,0,0
29307,89983,483.89,484.41,-168,16528,-1068,1,0,0
29338,89983,483.89,484.4,-144,16536,-1196,1,0,0
29370,89983,483.89,484.4,-200,16444,-1168,1,0,0
29401,89983,483.89,484.39,-196,16532,-1132,1,0,0
29436,89983,483.89,484.39,-308,16500,-1108,1,0,0
29467,89983,483.89,484.38,-224,16528,-1092,1,0,0
29499,89983,483.89,484.38,-208,16440,-1156,1,0,0
29530,89983,483.89,484.37,-204,16464,-1280,1,0,0
29561,89983,483.89,484.37,-168,16556,-1156,1,0,0
29592,89983,483.89,484.36,-204,16536,-1048,1,0,0
29624,89983,483.89,484.36,-76,16508,-1068,1,0,0
29655,89983,483.89,484.35,-120,16556,-1200,1,0,0
29686,89983,483.89,484.35,-208,16516,-1064,1,0,0
29721,89983,483.89,484.34,-116,16580,-1308,1,0,0
29753,89983,483.89,484.34,-256,16404,-1052,1,0,0
29784,89983,483.89,484.33,-196,16468,-1108,1,0,0
29815,89983,483.89,484.33,-216,16460,-1080,1,0,0
29846,89983,483.89,484.33,-96,16548,-1176,1,0,0
29878,89983,483.89,484.32,-168,16584,-1184,1,0,0
29908,89983,483.89,484.32,-144,16428,-1200,1,0,0
29940,89983,483.89,484.31,-216,16516,-1128,1,0,0
29972,89983,483.89,484.31,-280,16380,-1108,1,0,0
30003,89983,483.89,484.3,-196,16488,-1116,1,0,0
30038,89983,483.89,484.3,-188,16512,-1048,1,0,0
30078,89983,483.89,484.29,-200,16444,-1224,1,0,0
30109,89983,483.89,484.29,-176,16572,-1224,1,0,0
30141,89984,483.8,484.29,-164,16448,-1176,1,0,0
30172,89983,483.89,484.28,-212,16428,-1184,1,0,0
30203,89983,483.89,484.28,-264,16492,-1184,1,0,0
30235,89983,483.89,484.27,-204,16440,-1108,1,0,0
30266,89983,483.89,484.27,-68,16500,-1100,1,0,0
30298,89983,483.89,484.27,-188,16536,-1140,1,0,0
30339,89983,483.89,484.26,-192,16440,-1148,1,0,0
30373,89983,483.89,484.26,-204,16540,-1108,1,0,0
