Time,Pascal,alt,KMF,ax,ay,az,LaunchTime,ApoTime,LandTime
25349,89861,495.21,493.06,1132,-16212,-1280,1,0,0
25382,89859,495.39,493.18,1192,-16168,-1168,1,0,0
25416,89859,495.39,493.29,1160,-16212,-1336,1,0,0
25451,89858,495.48,493.41,1120,-16260,-1244,1,0,0
25485,89857,495.58,493.52,1196,-16204,-1272,1,0,0
25523,89855,495.76,493.63,1152,-16204,-1188,1,0,0
25556,89855,495.76,493.73,1132,-16256,-1112,1,0,0
25590,89854,495.86,493.84,1120,-16204,-1360,1,0,0
25625,89853,495.95,493.94,1208,-16204,-1228,1,0,0
25659,89851,496.13,494.05,1192,-16232,-1264,1,0,0
25693,89850,496.23,494.15,1160,-16248,-1196,1,0,0
25728,89849,496.23,494.25,1140,-16076,-1176,1,0,0
25761,89849,496.32,494.35,1144,-16200,-1220,1,0,0
25795,89848,496.41,494.44,1280,-16252,-1192,1,0,0
25829,89847,496.51,494.54,1136,-16204,-1152,1,0,0
25867,89845,496.69,494.64,1164,-16240,-1164,1,0,0
25902,89844,496.78,494.74,1160,-16256,-1120,1,0,0
25935,89843,496.88,494.84,1128,-16164,-1240,1,0,0
25969,89842,496.97,494.93,1196,-16208,-1268,1,0,0
26003,89842,496.97,495.03,1124,-16264,-1248,1,0,0
26038,89841,497.06,495.12,1256,-16260,-1312,1,0,0
26072,89840,497.16,495.21,1172,-16104,-1188,1,0,0
26105,89839,497.25,495.3,1132,-16236,-1128,1,0,0
26139,89839,497.25,495.39,1168,-16164,-1248,1,0,0
26177,89838,497.34,495.47,1136,-16204,-1124,1,0,0
26212,89838,497.34,495.56,1192,-16164,-1320,1,0,0
26246,89837,497.43,495.64,1204,-16252,-1148,1,0,0
26279,89837,497.43,495.71,1248,-16192,-1216,1,0,0
26313,89837,497.43,495.79,1148,-16164,-1236,1,0,0
26348,89836,497.53,495.86,1036,-16300,-1112,1,0,0
26382,89836,497.53,495.93,1060,-16152,-1184,1,0,0
26416,89835,497.62,496,1232,-16196,-1220,1,0,0
26449,89835,497.62,496.07,1152,-16152,-1204,1,0,0
26501,89835,497.62,496.13,1172,-16284,-1188,1,0,0
26539,89834,497.71,496.19,1208,-16248,-1100,1,0,0
26572,89833,497.81,496.26,1132,-16220,-1128,1,0,0
26607,89831,497.99,496.33,1200,-16344,-1180,1,0,0
26641,89830,498.08,496.4,1240,-16140,-1144,1,0,0
26675,89829,498.18,496.47,1136,-16228,-1072,1,0,0
26708,89829,498.18,496.53,1156,-16252,-1136,1,0,0
26743,89829,498.18,496.6,1212,-16176,-1300,1,0,0
26777,89828,498.27,496.66,1184,-16252,-1116,1,0,0
26811,89828,498.27,496.72,1128,-16196,-1176,1,0,0
26849,89827,498.36,496.78,1196,-16200,-1140,1,0,0
26883,89827,498.36,496.84,1200,-16220,-1260,1,0,0
26916,89826,498.46,496.9,1152,-16260,-1208,1,0,0
26951,89826,498.46,496.96,1144,-16348,-1116,1,0,0
26985,89825,498.55,497.02,1172,-16228,-1208,1,0,0
27028,89824,498.64,497.08,1160,-16180,-1268,1,0,0
27062,89824,498.64,497.14,1164,-16124,-1240,1,0,0
27097,89824,498.64,497.19,1108,-16192,-1280,1,0,0
27130,89824,498.64,497.24,1116,-16208,-1236,1,0,0
27164,89824,498.64,497.29,1144,-16292,-1244,1,0,0
27202,89823,498.73,497.35,1204,-16176,-1120,1,0,0
27236,89823,498.73,497.39,1176,-16256,-1164,1,0,0
27270,89823,498.73,497.44,1228,-16172,-1356,1,0,0
27304,89823,498.73,497.49,1200,-16248,-1268,1,0,0
27338,89823,498.73,497.53,1172,-16168,-1184,1,0,0
27372,89822,498.83,497.57,1108,-16232,-1152,1,0,0
27406,89821,498.92,497.62,1120,-16220,-1268,1,0,0
27441,89821,498.92,497.66,1196,-16180,-1156,1,0,0
27474,89821,498.92,497.7,1060,-16284,-1160,1,0,0
27512,89820,499.01,497.75,1196,-16224,-1308,1,0,0
27546,89821,498.92,497.78,1224,-16112,-1232,1,0,0
27580,89820,499.01,497.82,1088,-16256,-1324,1,0,0
27614,89820,499.01,497.86,1216,-16200,-1204,1,0,0
27649,89820,499.01,497.9,1284,-16164,-1092,1,0,0
27682,89820,499.01,497.93,1120,-16204,-1132,1,0,0
27716,89820,499.01,497.97,1056,-16180,-1252,1,0,0
27750,89820,499.01,498,1136,-16244,-1192,1,0,0
27784,89819,499.11,498.03,1204,-16132,-1224,1,0,0
27819,89819,499.11,498.06,1160,-16088,-1300,1,0,0
27856,89819,499.11,498.1,1008,-16244,-1220,1,0,0
27890,89819,499.11,498.13,1156,-16128,-1144,1,0,0
27924,89819,499.11,498.15,1048,-16192,-1152,1,0,0
27958,89819,499.11,498.18,1168,-16224,-1128,1,0,0
27993,89818,499.2,498.21,1216,-16256,-1152,1,0,0
28026,89817,499.29,498.24,1180,-16144,-1128,1,0,0
28060,89817,499.29,498.27,1084,-16180,-1296,1,0,0
28094,89817,499.29,498.3,1160,-16192,-1176,1,0,0
28128,89817,499.29,498.33,1120,-16200,-1204,1,0,0
28166,89817,499.29,498.35,1164,-16192,-1164,1,0,0
28200,89816,499.38,498.38,1072,-16244,-1224,1,0,0
28234,89816,499.38,498.41,1236,-16184,-1248,1,0,0
28284,89815,499.48,498.44,1252,-16188,-1216,1,0,0
28319,89815,499.48,498.47,1052,-16308,-1200,1,0,0
28353,89815,499.48,498.49,1184,-16136,-1124,1,0,0
28387,89815,499.48,498.52,1112,-16168,-1360,1,0,0
28421,89815,499.48,498.54,1172,-16216,-1040,1,0,0
28454,89814,499.57,498.57,1168,-16140,-1176,1,0,0
28489,89814,499.57,498.6,1104,-16192,-1216,1,0,0
28527,89814,499.57,498.62,1196,-16176,-1108,1,0,0
28561,89814,499.57,498.65,1136,-16236,-1300,1,0,0
28595,89813,499.66,498.67,1164,-16188,-1168,1,0,0
28628,89814,499.57,498.69,1180,-16192,-1196,1,0,0
28662,89814,499.57,498.72,1148,-16092,-1180,1,0,0
28697,89813,499.66,498.74,1180,-16312,-1280,1,0,0
28731,89813,499.66,498.76,2012,-15936,808,1,0,0
28765,89812,499.76,498.79,12024,-11044,-6912,1,0,0
28798,89812,499.76,498.81,-1848,-27496,2088,1,0,0
28836,89813,499.66,498.83,944,-26388,7156,1,0,0
28870,89813,499.66,498.85,3464,-26864,13032,1,0,0
28904,89813,499.66,498.87,2820,-26064,12740,1,0,0
28939,89813,499.66,498.89,2388,-20128,9252,1,0,0
28981,89814,499.57,498.9,3868,-17632,11440,1,0,0
29016,89814,499.57,498.92,6184,-20800,12212,1,0,0
29049,89813,499.66,498.94,8156,-21896,5608,1,0,0
29083,89813,499.66,498.95,4012,-16732,4420,1,0,0
29117,89813,499.66,498.97,1148,-13796,5552,1,0,0
29151,89812,499.76,498.99,4144,-15288,2524,1,0,0
29189,89813,499.66,499,3064,-10912,3000,1,0,0
29222,89813,499.66,499.02,3328,-8276,2768,1,0,0
29257,89812,499.76,499.03,3164,-8200,3992,1,0,0
29291,89812,499.76,499.05,5568,-9084,-1224,1,0,0
29325,89812,499.76,499.06,3768,-6960,-360,1,0,0
29359,89812,499.76,499.08,3160,-7692,700,1,0,0
29392,89812,499.76,499.09,4888,-9720,-264,1,0,0
29426,89812,499.76,499.11,7756,-13672,360,1,0,0
29460,89812,499.76,499.12,8580,-15028,3356,1,0,0
29494,89812,499.76,499.13,9032,-12848,1140,1,0,0
29532,89811,499.85,499.15,696,-12288,4448,1,0,0
29565,89811,499.85,499.16,2024,-14524,-24,1,0,0
29600,89811,499.85,499.18,7444,-17020,260,1,0,0
29634,89811,499.85,499.19,13200,-15076,5480,1,0,0
29668,89811,499.85,499.2,3732,-16544,3428,1,0,0
29702,89811,499.85,499.22,3976,-14308,552,1,0,0
29735,89811,499.85,499.23,2532,-15504,-652,1,0,0
29769,89811,499.85,499.24,2028,-13756,-2208,1,0,0
29803,89818,499.2,499.24,740,-14168,-332,1,0,0
29841,89827,498.36,499.22,828,-14524,1664,1,0,0
29875,89838,497.34,499.19,2080,-14188,-4736,1,0,0
29910,89849,496.32,499.13,1016,-16200,384,1,0,0
29943,89869,494.46,499.04,2984,-15380,-4680,1,0,0
29977,89908,490.84,498.85,3740,-12860,-1988,1,0,0
30011,89950,486.95,498.54,5056,-14048,2236,1,0,0
30045,89984,483.8,498.08,5820,-15948,2076,1,0,0
30117,90020,480.46,497,6588,-15556,-196,1,0,0
30194,90031,479.44,494.77,7036,-21352,-2148,1,1,0
30230,90029,479.62,493.4,4292,-23576,2988,1,1,0
30269,90024,480.09,491.99,1340,-17168,12412,1,1,0
30304,90017,480.74,490.67,18276,-21296,-612,1,1,0
30339,90009,481.48,489.51,-708,-18120,-4952,1,1,0
30373,90002,482.13,488.56,-3460,-16852,-1176,1,1,0
30409,89996,482.68,487.81,692,-16964,2056,1,1,0
30444,89990,483.24,487.24,128,-13356,3084,1,1,0
30479,89984,483.8,486.83,-2444,-15760,3636,1,1,0
30514,89978,484.35,486.56,-4556,-11972,6200,1,1,0
30548,89973,484.81,486.37,-12480,-13472,144,1,1,0
30587,89968,485.28,486.27,-3088,-10648,-7932,1,1,0
30623,89963,485.74,486.22,168,-15124,-3092,1,1,0
30658,89959,486.11,486.21,-4948,-16204,68,1,1,0
30693,89955,486.48,486.23,-3120,-19112,-2824,1,1,0
30728,89951,486.85,486.28,-444,-16984,-836,1,1,0
30764,89946,487.32,486.35,1120,-15176,2240,1,1,0
30798,89943,487.6,486.43,2252,-14024,4840,1,1,0
30833,89938,488.06,486.53,5208,-10080,52,1,1,0
30868,89935,488.34,486.64,5788,-10044,-1444,1,1,0
30903,89931,488.71,486.76,4236,-10984,-3768,1,1,0
30942,89928,488.99,486.89,4412,-12752,-6084,1,1,0
30978,89925,489.27,487.03,4008,-14576,-3428,1,1,0
31012,89921,489.64,487.18,2476,-14908,-1952,1,1,0
31056,89919,489.82,487.33,3164,-15400,-2656,1,1,0
31091,89917,490.01,487.48,2856,-14832,-3060,1,1,0
31126,89913,490.38,487.64,3948,-13056,-3180,1,1,0
31162,89911,490.57,487.8,4056,-8528,-5864,1,1,0
31196,89908,490.84,487.97,3700,-11464,-3772,1,1,0
31229,89906,491.03,488.14,3032,-12988,-2880,1,1,0
31263,89903,491.31,488.32,3700,-11000,-120,1,1,0
31301,89901,491.49,488.5,6392,-9968,-2784,1,1,0
31335,89899,491.68,488.68,4336,-9808,-1608,1,1,0
31369,89897,491.86,488.86,2516,-11432,-188,1,1,0
31404,89894,492.14,489.05,748,-12532,-88,1,1,0
31437,89892,492.33,489.23,-384,-12372,1308,1,1,0
31471,89890,492.51,489.42,-1956,-14860,3176,1,1,0
31505,89889,492.61,489.6,-1696,-14364,1968,1,1,0
31539,89889,492.61,489.77,-2044,-11624,2016,1,1,0
31572,89887,492.79,489.95,-2944,-17928,7288,1,1,0
31610,89886,492.89,490.12,-1380,-16408,5944,1,1,0
31644,89885,492.98,490.28,-1492,-19176,6524,1,1,0
31678,89884,493.07,490.44,-2412,-21264,3556,1,1,0
31712,89883,493.16,490.6,-3064,-17724,3572,1,1,0
31747,89881,493.35,490.75,-7364,-24320,7636,1,1,0
31780,89879,493.53,490.91,-5552,-24292,1124,1,1,0
31814,89877,493.72,491.07,-2844,-19288,-220,1,1,0
31848,89875,493.91,491.23,-3160,-19608,2716,1,1,0
31882,89874,494,491.38,-3768,-19680,-472,1,1,0
31916,89872,494.18,491.54,-2468,-17764,-856,1,1,0
31953,89871,494.28,491.69,-2884,-17124,2324,1,1,0
32005,89868,494.56,491.85,-4436,-16588,1576,1,1,0
32038,89867,494.65,492,-2960,-15772,456,1,1,0
32072,89865,494.83,492.16,-3776,-12744,-492,1,1,0
32106,89863,495.02,492.32,-3412,-13312,-116,1,1,0
32140,89861,495.21,492.48,-3704,-14828,1204,1,1,0
32174,89859,495.39,492.64,-3284,-14364,1132,1,1,0
32207,89857,495.58,492.8,-3112,-12872,1488,1,1,0
32241,89855,495.76,492.96,-3712,-13968,3848,1,1,0
32279,89854,495.86,493.12,-2668,-14848,1240,1,1,0
32313,89854,495.86,493.27,-1832,-13936,684,1,1,0
32347,89853,495.95,493.42,-1472,-13364,932,1,1,0
32380,89851,496.13,493.57,-1732,-12396,732,1,1,0
32414,89849,496.32,493.72,-2868,-14252,2772,1,1,0
32449,89848,496.41,493.86,-3808,-15384,1644,1,1,0
32483,89847,496.51,494.01,-1704,-12104,-424,1,1,0
32517,89846,496.6,494.15,-2228,-9916,-2620,1,1,0
32550,89845,496.69,494.28,-3776,-10716,616,1,1,0
32584,89844,496.78,494.42,-4980,-13340,6520,1,1,0
32622,89842,496.97,494.55,-1140,-17464,1832,1,1,0
32656,89841,497.06,494.68,-3276,-19436,4788,1,1,0
32690,89840,497.16,494.81,-5244,-22788,4440,1,1,0
32723,89840,497.16,494.93,-5776,-23168,3356,1,1,0
32757,89840,497.16,495.05,-4928,-19220,4068,1,1,0
32791,89839,497.25,495.16,-3468,-16920,4624,1,1,0
32825,89838,497.34,495.27,-3012,-14868,3620,1,1,0
32859,89838,497.34,495.38,-6228,-16256,5900,1,1,0
32893,89838,497.34,495.47,-9564,-18796,4408,1,1,0
32930,89837,497.43,495.57,-8044,-20700,2428,1,1,0
32964,89836,497.53,495.67,-6604,-19528,5340,1,1,0
33007,89836,497.53,495.76,-8552,-16964,2960,1,1,0
33041,89836,497.53,495.84,-6948,-18776,4792,1,1,0
33076,89835,497.62,495.92,-6240,-19956,5748,1,1,0
33110,89834,497.71,496.01,-6808,-15872,4740,1,1,0
33143,89833,497.81,496.09,-5908,-11528,2052,1,1,0
33177,89832,497.9,496.17,-5108,-12584,-736,1,1,0
33211,89831,497.99,496.25,-5844,-14344,-2008,1,1,0
33245,89831,497.99,496.33,-4416,-14436,-3124,1,1,0
33283,89831,497.99,496.4,-692,-12720,-4208,1,1,0
33316,89830,498.08,496.47,-1948,-10920,-3164,1,1,0
33350,89829,498.18,496.55,-2748,-10112,1212,1,1,0
33384,89829,498.18,496.62,-3828,-10396,1716,1,1,0
33418,89828,498.27,496.69,-4884,-12264,2364,1,1,0
33451,89827,498.36,496.76,-5436,-13604,-148,1,1,0
33484,89826,498.46,496.83,-6488,-13696,1748,1,1,0
33518,89826,498.46,496.89,-6684,-13632,2072,1,1,0
33552,89825,498.55,496.96,-4528,-13616,1576,1,1,0
33590,89824,498.64,497.03,-2780,-17064,3068,1,1,0
33624,89824,498.64,497.09,-4176,-19396,3816,1,1,0
33657,89823,498.64,497.15,-4240,-18700,3956,1,1,0
33691,89823,498.73,497.21,-5592,-17284,4844,1,1,0
33724,89822,498.83,497.28,-6996,-18216,4428,1,1,0
33758,89822,498.83,497.34,-5844,-14644,1060,1,1,0
33809,89821,498.92,497.4,-4536,-10000,60,1,1,0
33843,89821,498.92,497.45,-4756,-8972,2976,1,1,0
33876,89821,498.92,497.51,-6340,-5812,2136,1,1,0
33910,89821,498.92,497.56,-3224,-4784,1664,1,1,0
33948,89821,498.92,497.61,844,-14612,952,1,1,0
33982,89821,498.92,497.66,-3144,-17980,11344,1,1,0
34016,89821,498.92,497.7,-5620,-26504,12336,1,1,0
34051,89821,498.92,497.75,-10812,-28400,12152,1,1,0
34084,89821,498.92,497.79,-10264,-32768,8588,1,1,0
34118,89821,498.92,497.83,-14320,-32768,8540,1,1,0
34153,89821,498.92,497.87,-15248,-32768,11036,1,1,0
34187,89821,498.92,497.9,-14496,-25300,2768,1,1,0
34222,89820,499.01,497.94,-14344,-17140,6588,1,1,0
34259,89820,499.01,497.97,-13232,-11652,7264,1,1,0
34293,89819,499.11,498.01,-13336,-10660,8044,1,1,0
34327,89818,499.2,498.05,-8004,-7540,4872,1,1,0
34362,89817,499.29,498.09,-7316,-7660,3840,1,1,0
34396,89816,499.38,498.13,-3684,-5340,796,1,1,0
34429,89816,499.38,498.17,1604,-1712,-2036,1,1,0
34464,89815,499.48,498.21,4860,-1972,-3276,1,1,0
34498,89816,499.38,498.25,3816,-3848,-2628,1,1,0
34532,89815,499.48,498.29,6940,-4904,-6556,1,1,0
34566,89815,499.48,498.32,8540,-8596,-8692,1,1,0
34604,89815,499.48,498.36,4828,-10264,-5028,1,1,0
34638,89815,499.48,498.39,1952,-14712,-5696,1,1,0
34672,89815,499.48,498.42,4508,-16776,-11044,1,1,0
34707,89815,499.48,498.45,2676,-14620,-9160,1,1,0
34741,89815,499.48,498.48,3564,-12004,-7316,1,1,0
34775,89816,499.38,498.51,1740,-13620,-5612,1,1,0
34809,89815,499.48,498.54,-224,-16608,-5676,1,1,0
34843,89815,499.48,498.57,1228,-16952,-7532,1,1,0
34877,89815,499.48,498.59,2548,-15312,-5216,1,1,0
34915,89814,499.57,498.62,2612,-15456,-4336,1,1,0
34950,89814,499.57,498.64,2288,-16012,-3944,1,1,0
34993,89813,499.66,498.67,1868,-15952,-3424,1,1,0
35026,89812,499.76,498.7,2016,-15664,-2596,1,1,0
35060,89811,499.85,498.73,2104,-15768,-2564,1,1,0
35095,89810,499.94,498.77,2540,-15812,-3364,1,1,0
35129,89810,499.94,498.8,3420,-15604,-3804,1,1,0
35163,89810,499.94,498.83,2348,-17508,-4104,1,1,0
35197,89810,499.94,498.86,2736,-17340,-5248,1,1,0
35231,89809,500.03,498.89,2856,-15804,-5448,1,1,0
35269,89809,500.03,498.92,4212,-14164,-4808,1,1,0
35303,89808,500.13,498.95,6556,-13980,-5828,1,1,0
35338,89808,500.13,498.98,4956,-15500,-4308,1,1,0
35372,89808,500.13,499.01,4560,-15972,-3780,1,1,0
35405,89808,500.13,499.04,5744,-15932,-3004,1,1,0
35440,89809,500.03,499.07,5968,-15420,-1388,1,1,0
35474,89809,500.03,499.09,5072,-14832,1040,1,1,0
35508,89809,500.03,499.12,5412,-15352,272,1,1,0
35542,89809,500.03,499.14,5140,-16320,-92,1,1,0
35597,89808,500.13,499.16,5104,-15096,-108,1,1,0
35632,89808,500.13,499.19,6708,-13860,-808,1,1,0
35665,89808,500.13,499.21,6556,-14192,-452,1,1,0
35699,89808,500.13,499.23,6460,-14316,-1356,1,1,0
35734,89808,500.13,499.26,5560,-15260,-1968,1,1,0
35768,89808,500.13,499.28,5644,-14808,-4004,1,1,0
35802,89807,500.22,499.3,6700,-14404,-5464,1,1,0
35836,89807,500.22,499.32,5896,-13820,-5924,1,1,0
35870,89807,500.22,499.34,5708,-13608,-6344,1,1,0
35904,89806,500.31,499.37,5028,-14728,-5968,1,1,0
35942,89806,500.31,499.39,3664,-16936,-4692,1,1,0
35977,89807,500.22,499.41,1764,-17120,-2056,1,1,0
36011,89807,500.22,499.43,1768,-17600,-60,1,1,0
36044,89806,500.31,499.45,1764,-17424,1916,1,1,0
36078,89805,500.41,499.47,2428,-15688,3156,1,1,0
36112,89805,500.41,499.49,2696,-15068,4736,1,1,0
36147,89805,500.41,499.51,2292,-15776,4824,1,1,0
36180,89805,500.41,499.53,2700,-16184,4032,1,1,0
36214,89805,500.41,499.55,2884,-16256,4024,1,1,0
36252,89805,500.41,499.57,3324,-16532,3136,1,1,0
36287,89805,500.41,499.59,3572,-15036,3764,1,1,0
36321,89805,500.41,499.61,3296,-14456,5268,1,1,0
36355,89805,500.41,499.63,2824,-14644,5760,1,1,0
36388,89804,500.5,499.65,3896,-15048,4960,1,1,0
36422,89804,500.5,499.66,3548,-15248,5116,1,1,0
36457,89804,500.5,499.68,2088,-15832,5128,1,1,0
36491,89804,500.5,499.7,2776,-16200,3408,1,1,0
36525,89804,500.5,499.72,3388,-15964,2248,1,1,0
36558,89805,500.41,499.73,3640,-15204,1712,1,1,0
36596,89804,500.5,499.75,3136,-15092,1544,1,1,0
36631,89804,500.5,499.76,3200,-15524,936,1,1,0
36665,89804,500.5,499.78,3536,-15628,536,1,1,0
36699,89803,500.59,499.8,3428,-15656,-80,1,1,0
36732,89803,500.59,499.81,4252,-15516,-840,1,1,0
36766,89802,500.68,499.83,4512,-15212,-1280,1,1,0
36801,89802,500.68,499.85,4452,-15084,-1776,1,1,0
36835,89802,500.68,499.87,4572,-15024,-1816,1,1,0
36869,89801,500.78,499.88,4012,-15288,-1740,1,1,0
36902,89801,500.78,499.9,4092,-15788,-2296,1,1,0
36950,89801,500.78,499.92,4356,-15880,-2708,1,1,0
36983,89802,500.68,499.94,4180,-15976,-2908,1,1,0
37018,89802,500.68,499.95,4488,-16140,-3148,1,1,0
